time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
30.024774000;1.000e-06;-4.831e-09;-4.921e-10;-5.904e-09;5.107e-09;2.174e-04;-4.016e-09;9.199e-01;1.001e-06;2.821e-09;-3.162e-09;-6.660e-01;9.000e-05
30.025030000;1.000e-06;-4.709e-09;-4.448e-10;-5.730e-09;4.934e-09;2.180e-04;-3.826e-09;9.172e-01;1.001e-06;3.177e-09;-3.124e-09;-6.660e-01;9.000e-05
30.025286000;1.000e-06;-4.572e-09;-3.945e-10;-5.556e-09;4.755e-09;2.187e-04;-3.621e-09;9.145e-01;1.001e-06;3.522e-09;-3.085e-09;-6.660e-01;9.000e-05
30.025542000;1.000e-06;-4.417e-09;-3.429e-10;-5.386e-09;4.577e-09;2.193e-04;-3.403e-09;9.119e-01;1.001e-06;3.854e-09;-3.042e-09;-6.660e-01;9.000e-05
30.025798000;1.001e-06;-4.244e-09;-2.917e-10;-5.220e-09;4.406e-09;2.200e-04;-3.176e-09;9.092e-01;1.001e-06;4.171e-09;-2.994e-09;-6.660e-01;9.000e-05
30.026054000;1.001e-06;-4.050e-09;-2.429e-10;-5.060e-09;4.246e-09;2.206e-04;-2.944e-09;9.065e-01;1.001e-06;4.472e-09;-2.940e-09;-6.660e-01;9.000e-05
30.026310000;1.001e-06;-3.837e-09;-1.969e-10;-4.904e-09;4.101e-09;2.220e-04;-2.709e-09;9.008e-01;1.001e-06;4.755e-09;-2.882e-09;-6.660e-01;9.000e-05
30.026566000;1.001e-06;-3.604e-09;-1.529e-10;-4.750e-09;3.974e-09;2.227e-04;-2.474e-09;8.982e-01;1.001e-06;5.020e-09;-2.823e-09;-6.660e-01;9.000e-05
30.026822000;1.001e-06;-3.353e-09;-1.092e-10;-4.596e-09;3.866e-09;2.233e-04;-2.240e-09;8.955e-01;1.001e-06;5.265e-09;-2.767e-09;-6.660e-01;9.000e-05
30.027078000;1.001e-06;-3.085e-09;-6.351e-11;-4.439e-09;3.775e-09;2.240e-04;-2.006e-09;8.929e-01;1.001e-06;5.487e-09;-2.715e-09;-6.660e-01;9.000e-05
30.027334000;1.001e-06;-2.804e-09;-1.379e-11;-4.277e-09;3.701e-09;2.246e-04;-1.772e-09;8.903e-01;1.001e-06;5.685e-09;-2.672e-09;-6.660e-01;9.000e-05
30.027590000;1.001e-06;-2.515e-09;4.181e-11;-4.110e-09;3.644e-09;2.246e-04;-1.540e-09;8.903e-01;1.001e-06;5.854e-09;-2.641e-09;-6.660e-01;9.000e-05
30.027846000;1.002e-06;-2.223e-09;1.050e-10;-3.936e-09;3.603e-09;2.253e-04;-1.315e-09;8.877e-01;1.001e-06;5.991e-09;-2.626e-09;-6.660e-01;9.000e-05
30.028102000;1.002e-06;-1.933e-09;1.764e-10;-3.758e-09;3.578e-09;2.260e-04;-1.098e-09;8.851e-01;1.001e-06;6.094e-09;-2.630e-09;-6.660e-01;9.000e-05
30.028358000;1.002e-06;-1.652e-09;2.550e-10;-3.578e-09;3.567e-09;2.266e-04;-8.916e-10;8.825e-01;1.001e-06;6.162e-09;-2.653e-09;-6.660e-01;9.000e-05
30.028614000;1.002e-06;-1.385e-09;3.383e-10;-3.398e-09;3.569e-09;2.280e-04;-6.955e-10;8.770e-01;1.001e-06;6.194e-09;-2.698e-09;-6.660e-01;9.000e-05
30.028870000;1.002e-06;-1.134e-09;4.232e-10;-3.222e-09;3.586e-09;2.280e-04;-5.108e-10;8.770e-01;1.001e-06;6.192e-09;-2.765e-09;-6.660e-01;9.000e-05
30.029126000;1.002e-06;-9.017e-10;5.063e-10;-3.049e-09;3.617e-09;2.287e-04;-3.393e-10;8.745e-01;1.001e-06;6.156e-09;-2.852e-09;-6.660e-01;9.000e-05
30.029382000;1.002e-06;-6.868e-10;5.852e-10;-2.878e-09;3.662e-09;2.294e-04;-1.828e-10;8.719e-01;1.001e-06;6.087e-09;-2.955e-09;-6.660e-01;9.000e-05
30.029638000;1.002e-06;-4.880e-10;6.592e-10;-2.706e-09;3.719e-09;2.301e-04;-4.162e-11;8.694e-01;1.002e-06;5.984e-09;-3.069e-09;-6.660e-01;9.000e-05
30.029894000;1.002e-06;-3.037e-10;7.281e-10;-2.529e-09;3.784e-09;2.307e-04;8.480e-11;8.668e-01;1.002e-06;5.847e-09;-3.191e-09;-6.660e-01;9.000e-05
30.030150000;1.002e-06;-1.329e-10;7.911e-10;-2.345e-09;3.856e-09;2.307e-04;1.971e-10;8.668e-01;1.002e-06;5.677e-09;-3.316e-09;-6.660e-01;9.000e-05
30.030406000;1.002e-06;2.477e-11;8.457e-10;-2.152e-09;3.932e-09;2.314e-04;2.952e-10;8.643e-01;1.001e-06;5.478e-09;-3.440e-09;-6.660e-01;9.000e-05
30.030662000;1.002e-06;1.694e-10;8.882e-10;-1.949e-09;4.014e-09;2.321e-04;3.794e-10;8.617e-01;1.001e-06;5.253e-09;-3.559e-09;-6.660e-01;9.000e-05
30.030918000;1.002e-06;3.016e-10;9.150e-10;-1.737e-09;4.100e-09;2.328e-04;4.502e-10;8.592e-01;1.001e-06;5.007e-09;-3.672e-09;-6.660e-01;9.000e-05
30.031174000;1.002e-06;4.233e-10;9.223e-10;-1.518e-09;4.191e-09;2.328e-04;5.082e-10;8.592e-01;1.001e-06;4.743e-09;-3.777e-09;-6.660e-01;9.000e-05
30.031430000;1.002e-06;5.380e-10;9.075e-10;-1.296e-09;4.284e-09;2.342e-04;5.535e-10;8.540e-01;1.001e-06;4.465e-09;-3.874e-09;-6.660e-01;9.000e-05
30.031686000;1.002e-06;6.502e-10;8.692e-10;-1.074e-09;4.377e-09;2.349e-04;5.866e-10;8.515e-01;1.001e-06;4.179e-09;-3.964e-09;-6.660e-01;9.000e-05
30.031942000;1.002e-06;7.641e-10;8.071e-10;-8.547e-10;4.467e-09;2.349e-04;6.074e-10;8.515e-01;1.001e-06;3.890e-09;-4.047e-09;-6.660e-01;9.000e-05
30.032198000;1.002e-06;8.828e-10;7.221e-10;-6.396e-10;4.550e-09;2.356e-04;6.141e-10;8.491e-01;1.001e-06;3.604e-09;-4.126e-09;-6.660e-01;9.000e-05
30.032454000;1.002e-06;1.007e-09;6.158e-10;-4.319e-10;4.624e-09;2.362e-04;6.037e-10;8.466e-01;1.001e-06;3.324e-09;-4.203e-09;-6.660e-01;9.000e-05
30.032710000;1.002e-06;1.137e-09;4.920e-10;-2.349e-10;4.688e-09;2.362e-04;5.732e-10;8.466e-01;1.001e-06;3.057e-09;-4.276e-09;-6.660e-01;9.000e-05
30.032966000;1.002e-06;1.267e-09;3.560e-10;-5.089e-11;4.739e-09;2.369e-04;5.221e-10;8.441e-01;1.001e-06;2.808e-09;-4.347e-09;-6.660e-01;9.000e-05
30.033222000;1.002e-06;1.395e-09;2.142e-10;1.192e-10;4.781e-09;2.376e-04;4.522e-10;8.417e-01;1.000e-06;2.583e-09;-4.413e-09;-6.660e-01;9.000e-05
30.033478000;1.001e-06;1.515e-09;7.294e-11;2.747e-10;4.816e-09;2.376e-04;3.658e-10;8.417e-01;1.000e-06;2.384e-09;-4.474e-09;-6.660e-01;9.000e-05
30.033734000;1.001e-06;1.622e-09;-6.227e-11;4.150e-10;4.848e-09;2.383e-04;2.652e-10;8.392e-01;1.000e-06;2.215e-09;-4.530e-09;-6.660e-01;9.000e-05
30.033990000;1.001e-06;1.712e-09;-1.864e-10;5.407e-10;4.882e-09;2.390e-04;1.529e-10;8.368e-01;1.000e-06;2.077e-09;-4.581e-09;-6.660e-01;9.000e-05
30.034246000;1.001e-06;1.781e-09;-2.952e-10;6.532e-10;4.919e-09;2.397e-04;3.216e-11;8.343e-01;1.000e-06;1.969e-09;-4.627e-09;-6.660e-01;9.000e-05
30.034502000;1.001e-06;1.825e-09;-3.861e-10;7.546e-10;4.961e-09;2.404e-04;-9.340e-11;8.318e-01;1.000e-06;1.892e-09;-4.667e-09;-6.660e-01;9.000e-05
30.034758000;1.001e-06;1.840e-09;-4.592e-10;8.467e-10;5.006e-09;2.404e-04;-2.204e-10;8.318e-01;9.999e-07;1.846e-09;-4.703e-09;-6.660e-01;9.000e-05
30.035014000;1.001e-06;1.825e-09;-5.159e-10;9.318e-10;5.054e-09;2.411e-04;-3.460e-10;8.294e-01;9.999e-07;1.830e-09;-4.739e-09;-6.660e-01;9.000e-05
30.035270000;1.000e-06;1.777e-09;-5.579e-10;1.013e-09;5.101e-09;2.411e-04;-4.676e-10;8.294e-01;9.999e-07;1.842e-09;-4.776e-09;-6.660e-01;9.000e-05
30.035526000;1.000e-06;1.694e-09;-5.857e-10;1.094e-09;5.142e-09;2.418e-04;-5.822e-10;8.270e-01;9.999e-07;1.876e-09;-4.821e-09;-6.660e-01;9.000e-05
30.035782000;1.000e-06;1.575e-09;-5.996e-10;1.177e-09;5.173e-09;2.425e-04;-6.869e-10;8.246e-01;1.000e-06;1.927e-09;-4.875e-09;-6.660e-01;9.000e-05
30.036038000;9.999e-07;1.419e-09;-5.993e-10;1.265e-09;5.190e-09;2.425e-04;-7.801e-10;8.246e-01;1.000e-06;1.991e-09;-4.942e-09;-6.660e-01;9.000e-05
30.036294000;9.997e-07;1.229e-09;-5.842e-10;1.357e-09;5.188e-09;2.432e-04;-8.614e-10;8.222e-01;1.000e-06;2.060e-09;-5.022e-09;-6.660e-01;9.000e-05
30.036550000;9.996e-07;1.007e-09;-5.524e-10;1.453e-09;5.168e-09;2.432e-04;-9.316e-10;8.222e-01;1.000e-06;2.130e-09;-5.114e-09;-6.660e-01;9.000e-05
30.036806000;9.994e-07;7.589e-10;-5.015e-10;1.552e-09;5.127e-09;2.440e-04;-9.918e-10;8.198e-01;1.000e-06;2.197e-09;-5.217e-09;-6.660e-01;9.000e-05
30.037062000;9.993e-07;4.902e-10;-4.302e-10;1.653e-09;5.064e-09;2.440e-04;-1.044e-09;8.198e-01;1.000e-06;2.260e-09;-5.326e-09;-6.660e-01;9.000e-05
30.037318000;9.992e-07;2.065e-10;-3.392e-10;1.755e-09;4.980e-09;2.447e-04;-1.088e-09;8.175e-01;1.001e-06;2.317e-09;-5.441e-09;-6.660e-01;9.000e-05
30.037574000;9.990e-07;-8.732e-11;-2.308e-10;1.855e-09;4.873e-09;2.454e-04;-1.126e-09;8.151e-01;1.001e-06;2.369e-09;-5.557e-09;-6.660e-01;9.000e-05
30.037830000;9.989e-07;-3.860e-10;-1.089e-10;1.952e-09;4.740e-09;2.461e-04;-1.158e-09;8.128e-01;1.001e-06;2.413e-09;-5.676e-09;-6.660e-01;9.000e-05
30.038086000;9.988e-07;-6.850e-10;2.143e-11;2.043e-09;4.582e-09;2.461e-04;-1.184e-09;8.128e-01;1.001e-06;2.446e-09;-5.796e-09;-6.660e-01;9.000e-05
30.038342000;9.987e-07;-9.803e-10;1.551e-10;2.126e-09;4.402e-09;2.468e-04;-1.204e-09;8.104e-01;1.001e-06;2.466e-09;-5.919e-09;-6.660e-01;9.000e-05
30.038598000;9.986e-07;-1.268e-09;2.868e-10;2.200e-09;4.204e-09;2.468e-04;-1.223e-09;8.104e-01;1.001e-06;2.469e-09;-6.045e-09;-6.660e-01;9.000e-05
30.038854000;9.985e-07;-1.545e-09;4.114e-10;2.262e-09;3.994e-09;2.475e-04;-1.243e-09;8.081e-01;1.001e-06;2.455e-09;-6.176e-09;-6.660e-01;9.000e-05
30.039110000;9.984e-07;-1.806e-09;5.248e-10;2.311e-09;3.781e-09;2.475e-04;-1.271e-09;8.081e-01;1.001e-06;2.427e-09;-6.311e-09;-6.660e-01;9.000e-05
30.039366000;9.983e-07;-2.047e-09;6.251e-10;2.344e-09;3.576e-09;2.482e-04;-1.310e-09;8.057e-01;1.001e-06;2.387e-09;-6.451e-09;-6.660e-01;9.000e-05
30.039622000;9.982e-07;-2.266e-09;7.122e-10;2.355e-09;3.386e-09;2.482e-04;-1.361e-09;8.057e-01;1.001e-06;2.343e-09;-6.598e-09;-6.660e-01;9.000e-05
30.039878000;9.982e-07;-2.464e-09;7.877e-10;2.340e-09;3.220e-09;2.489e-04;-1.426e-09;8.034e-01;1.001e-06;2.299e-09;-6.754e-09;-6.660e-01;9.000e-05
30.040134000;9.982e-07;-2.640e-09;8.535e-10;2.296e-09;3.081e-09;2.489e-04;-1.502e-09;8.034e-01;1.001e-06;2.258e-09;-6.914e-09;-6.660e-01;9.000e-05
30.040390000;9.981e-07;-2.794e-09;9.117e-10;2.221e-09;2.972e-09;2.497e-04;-1.587e-09;8.011e-01;1.001e-06;2.222e-09;-7.077e-09;-6.660e-01;9.000e-05
30.040646000;9.982e-07;-2.926e-09;9.640e-10;2.116e-09;2.892e-09;2.497e-04;-1.675e-09;8.011e-01;1.001e-06;2.191e-09;-7.234e-09;-6.660e-01;9.000e-05
30.040902000;9.982e-07;-3.035e-09;1.013e-09;1.985e-09;2.841e-09;2.504e-04;-1.761e-09;7.988e-01;1.001e-06;2.165e-09;-7.381e-09;-6.660e-01;9.000e-05
30.041414000;9.983e-07;-3.183e-09;1.116e-09;1.656e-09;2.823e-09;2.504e-04;-1.919e-09;7.988e-01;1.002e-06;2.120e-09;-7.620e-09;-6.660e-01;9.000e-05
30.041670000;9.984e-07;-3.217e-09;1.178e-09;1.467e-09;2.850e-09;2.518e-04;-1.988e-09;7.943e-01;1.002e-06;2.099e-09;-7.701e-09;-6.660e-01;9.000e-05
30.041926000;9.984e-07;-3.221e-09;1.251e-09;1.269e-09;2.896e-09;2.518e-04;-2.052e-09;7.943e-01;1.002e-06;2.079e-09;-7.751e-09;-6.660e-01;9.000e-05
30.042182000;9.985e-07;-3.196e-09;1.334e-09;1.065e-09;2.955e-09;2.525e-04;-2.110e-09;7.920e-01;1.002e-06;2.059e-09;-7.766e-09;-6.660e-01;9.000e-05
30.042694000;9.987e-07;-3.070e-09;1.534e-09;6.548e-10;3.102e-09;2.525e-04;-2.213e-09;7.920e-01;1.002e-06;2.022e-09;-7.686e-09;-6.660e-01;9.000e-05
30.042950000;9.987e-07;-2.973e-09;1.648e-09;4.525e-10;3.189e-09;2.532e-04;-2.254e-09;7.898e-01;1.002e-06;2.012e-09;-7.593e-09;-6.660e-01;9.000e-05
30.043206000;9.988e-07;-2.862e-09;1.767e-09;2.530e-10;3.285e-09;2.532e-04;-2.288e-09;7.898e-01;1.002e-06;2.010e-09;-7.467e-09;-6.660e-01;9.000e-05
30.043462000;9.988e-07;-2.741e-09;1.887e-09;5.612e-11;3.392e-09;2.540e-04;-2.315e-09;7.875e-01;1.002e-06;2.019e-09;-7.306e-09;-6.660e-01;9.000e-05
30.043718000;9.989e-07;-2.615e-09;2.003e-09;-1.385e-10;3.508e-09;2.540e-04;-2.336e-09;1.575e+00;1.002e-06;2.039e-09;-7.110e-09;-6.660e-01;9.000e-05
30.043974000;9.989e-07;-2.490e-09;2.112e-09;-3.322e-10;3.635e-09;2.540e-04;-2.350e-09;1.575e+00;1.002e-06;2.068e-09;-6.879e-09;-6.660e-01;9.000e-05
30.044230000;9.989e-07;-2.366e-09;2.210e-09;-5.265e-10;3.769e-09;2.547e-04;-2.357e-09;1.570e+00;1.002e-06;2.106e-09;-6.617e-09;-6.660e-01;9.000e-05
30.044742000;9.990e-07;-2.123e-09;2.367e-09;-9.189e-10;4.035e-09;2.547e-04;-2.356e-09;1.570e+00;1.002e-06;2.201e-09;-6.009e-09;-6.660e-01;9.000e-05
30.044998000;9.991e-07;-2.006e-09;2.424e-09;-1.115e-09;4.158e-09;2.554e-04;-2.352e-09;1.566e+00;1.002e-06;2.253e-09;-5.676e-09;-6.660e-01;9.000e-05
30.045510000;9.992e-07;-1.893e-09;2.467e-09;-1.307e-09;4.272e-09;2.554e-04;-2.348e-09;1.566e+00;1.002e-06;2.303e-09;-5.329e-09;-6.660e-01;9.000e-05
30.045971000;9.993e-07;-1.788e-09;2.495e-09;-1.492e-09;4.376e-09;2.562e-04;-2.346e-09;1.561e+00;1.002e-06;2.348e-09;-4.972e-09;-6.660e-01;9.000e-05
30.046146000;9.997e-07;-1.264e-09;2.265e-09;-2.484e-09;5.050e-09;2.562e-04;-2.820e-09;1.561e+00;1.002e-06;2.086e-09;-2.229e-09;-6.660e-01;9.000e-05
30.046210000;9.997e-07;-1.208e-09;2.182e-09;-2.546e-09;5.165e-09;2.568e-04;-2.938e-09;1.557e+00;1.002e-06;1.946e-09;-1.963e-09;-6.660e-01;9.000e-05
30.046338000;9.996e-07;-1.146e-09;2.083e-09;-2.596e-09;5.294e-09;2.576e-04;-3.055e-09;1.553e+00;1.002e-06;1.783e-09;-1.729e-09;-6.660e-01;9.000e-05
30.046850000;9.995e-07;-1.005e-09;1.834e-09;-2.672e-09;5.584e-09;2.576e-04;-3.262e-09;1.553e+00;1.002e-06;1.396e-09;-1.359e-09;-6.660e-01;9.000e-05
30.047362000;9.993e-07;-9.261e-10;1.685e-09;-2.700e-09;5.738e-09;2.583e-04;-3.343e-09;1.549e+00;1.002e-06;1.178e-09;-1.224e-09;-6.660e-01;9.000e-05
30.047823000;9.992e-07;-8.413e-10;1.522e-09;-2.721e-09;5.898e-09;2.583e-04;-3.406e-09;1.549e+00;1.002e-06;9.484e-10;-1.120e-09;-6.660e-01;9.000e-05
30.048284000;9.990e-07;-7.507e-10;1.343e-09;-2.736e-09;6.061e-09;2.590e-04;-3.449e-09;1.544e+00;1.002e-06;7.119e-10;-1.046e-09;-6.660e-01;9.000e-05
30.048745000;9.988e-07;-6.562e-10;1.150e-09;-2.746e-09;6.227e-09;2.590e-04;-3.473e-09;1.544e+00;1.002e-06;4.728e-10;-9.977e-10;-6.660e-01;9.000e-05
30.049206000;9.986e-07;-5.609e-10;9.400e-10;-2.753e-09;6.396e-09;2.598e-04;-3.479e-09;1.540e+00;1.002e-06;2.348e-10;-9.736e-10;-6.660e-01;9.000e-05
30.049666000;9.984e-07;-4.689e-10;7.150e-10;-2.757e-09;6.567e-09;2.598e-04;-3.466e-09;1.540e+00;1.002e-06;1.834e-12;-9.725e-10;-6.660e-01;9.000e-05
30.050127000;9.981e-07;-3.838e-10;4.756e-10;-2.759e-09;6.742e-09;2.605e-04;-3.435e-09;1.535e+00;1.002e-06;-2.218e-10;-9.941e-10;-6.660e-01;9.000e-05
30.050588000;9.979e-07;-3.078e-10;2.234e-10;-2.757e-09;6.921e-09;2.605e-04;-3.384e-09;1.535e+00;1.002e-06;-4.309e-10;-1.037e-09;-6.660e-01;9.000e-05
30.051049000;9.976e-07;-2.408e-10;-3.921e-11;-2.749e-09;7.103e-09;2.613e-04;-3.313e-09;1.531e+00;1.002e-06;-6.209e-10;-1.101e-09;-6.660e-01;9.000e-05
30.051510000;9.973e-07;-1.822e-10;-3.096e-10;-2.733e-09;7.287e-09;2.613e-04;-3.222e-09;1.531e+00;1.002e-06;-7.882e-10;-1.183e-09;-6.660e-01;9.000e-05
30.051970000;9.971e-07;-1.331e-10;-5.843e-10;-2.708e-09;7.470e-09;2.627e-04;-3.114e-09;1.523e+00;1.002e-06;-9.319e-10;-1.284e-09;-6.660e-01;9.000e-05
30.052431000;9.968e-07;-9.402e-11;-8.594e-10;-2.672e-09;7.649e-09;2.627e-04;-2.990e-09;1.523e+00;1.002e-06;-1.053e-09;-1.400e-09;-6.660e-01;9.000e-05
30.052892000;9.965e-07;-6.429e-11;-1.130e-09;-2.624e-09;7.823e-09;2.634e-04;-2.851e-09;1.518e+00;1.002e-06;-1.151e-09;-1.527e-09;-6.660e-01;9.000e-05
30.053814000;9.960e-07;-2.523e-11;-1.641e-09;-2.492e-09;8.147e-09;2.634e-04;-2.539e-09;1.518e+00;1.001e-06;-1.278e-09;-1.790e-09;-6.660e-01;9.000e-05
30.054274000;9.957e-07;-1.479e-11;-1.873e-09;-2.409e-09;8.295e-09;2.642e-04;-2.378e-09;1.514e+00;1.001e-06;-1.301e-09;-1.915e-09;-6.660e-01;9.000e-05
30.054735000;9.954e-07;-1.243e-11;-2.087e-09;-2.318e-09;8.431e-09;2.642e-04;-2.220e-09;1.514e+00;1.001e-06;-1.293e-09;-2.032e-09;-6.660e-01;9.000e-05
30.055196000;9.952e-07;-2.039e-11;-2.280e-09;-2.222e-09;8.554e-09;2.649e-04;-2.070e-09;1.510e+00;1.001e-06;-1.251e-09;-2.139e-09;-6.660e-01;9.000e-05
30.056118000;9.947e-07;-7.216e-11;-2.590e-09;-2.026e-09;8.746e-09;2.649e-04;-1.802e-09;1.510e+00;1.000e-06;-1.058e-09;-2.320e-09;-6.660e-01;9.000e-05
30.056578000;9.945e-07;-1.161e-10;-2.703e-09;-1.930e-09;8.810e-09;2.657e-04;-1.688e-09;1.506e+00;1.000e-06;-9.109e-10;-2.395e-09;-6.660e-01;9.000e-05
30.057500000;9.941e-07;-2.383e-10;-2.843e-09;-1.743e-09;8.866e-09;2.657e-04;-1.496e-09;1.506e+00;9.999e-07;-5.326e-10;-2.517e-09;-6.660e-01;9.000e-05
30.057961000;9.939e-07;-3.153e-10;-2.871e-09;-1.652e-09;8.860e-09;2.664e-04;-1.415e-09;1.501e+00;9.997e-07;-3.112e-10;-2.564e-09;-6.660e-01;9.000e-05
30.058882000;9.937e-07;-4.954e-10;-2.847e-09;-1.473e-09;8.790e-09;2.664e-04;-1.269e-09;1.501e+00;9.995e-07;1.690e-10;-2.636e-09;-6.660e-01;9.000e-05
30.059343000;9.936e-07;-5.962e-10;-2.797e-09;-1.385e-09;8.735e-09;2.678e-04;-1.200e-09;1.494e+00;9.994e-07;4.190e-10;-2.662e-09;-6.660e-01;9.000e-05
