time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;NetworkFrequencyPu
30.000002000;1.000e+00;3.494e-01;-2.280e-01;3.494e-01;-2.280e-01;9.999e-01;3.494e-01;-2.280e-01;1.000e+00;1.747e-03;-1.140e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.000010000;1.000e+00;3.494e-01;-2.280e-01;3.494e-01;-2.280e-01;1.000e+00;3.494e-01;-2.280e-01;1.000e+00;1.747e-03;-1.140e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.000026000;1.000e+00;3.494e-01;-2.280e-01;3.494e-01;-2.280e-01;1.000e+00;3.494e-01;-2.280e-01;1.000e+00;1.747e-03;-1.140e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.000058000;1.000e+00;3.494e-01;-2.280e-01;3.493e-01;-2.279e-01;1.000e+00;3.493e-01;-2.280e-01;1.000e+00;1.747e-03;-1.140e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.000122000;1.001e+00;3.496e-01;-2.282e-01;3.494e-01;-2.281e-01;1.001e+00;3.494e-01;-2.279e-01;1.001e+00;1.748e-03;-1.141e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.000250000;1.001e+00;3.498e-01;-2.282e-01;3.494e-01;-2.279e-01;1.001e+00;3.494e-01;-2.279e-01;1.001e+00;1.749e-03;-1.141e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.000506000;1.002e+00;3.502e-01;-2.286e-01;3.493e-01;-2.280e-01;1.002e+00;3.493e-01;-2.280e-01;1.002e+00;1.751e-03;-1.143e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.001018000;1.005e+00;3.508e-01;-2.294e-01;3.490e-01;-2.283e-01;1.005e+00;3.491e-01;-2.283e-01;1.005e+00;1.754e-03;-1.147e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.001530000;1.008e+00;3.516e-01;-2.302e-01;3.490e-01;-2.285e-01;1.008e+00;3.490e-01;-2.285e-01;1.008e+00;1.758e-03;-1.151e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.002530000;1.013e+00;3.530e-01;-2.318e-01;3.486e-01;-2.289e-01;1.012e+00;3.486e-01;-2.289e-01;1.013e+00;1.765e-03;-1.159e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.003430000;1.017e+00;3.542e-01;-2.332e-01;3.483e-01;-2.293e-01;1.017e+00;3.483e-01;-2.293e-01;1.017e+00;1.771e-03;-1.166e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.004330000;1.021e+00;3.552e-01;-2.348e-01;3.477e-01;-2.299e-01;1.021e+00;3.478e-01;-2.299e-01;1.021e+00;1.776e-03;-1.174e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.005230000;1.026e+00;3.564e-01;-2.364e-01;3.474e-01;-2.304e-01;1.026e+00;3.474e-01;-2.304e-01;1.026e+00;1.782e-03;-1.182e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.006130000;1.030e+00;3.574e-01;-2.382e-01;3.469e-01;-2.312e-01;1.030e+00;3.469e-01;-2.310e-01;1.030e+00;1.787e-03;-1.191e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.007030000;1.035e+00;3.584e-01;-2.398e-01;3.464e-01;-2.317e-01;1.035e+00;3.464e-01;-2.318e-01;1.035e+00;1.792e-03;-1.199e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.007930000;1.039e+00;3.594e-01;-2.416e-01;3.459e-01;-2.325e-01;1.039e+00;3.459e-01;-2.325e-01;1.039e+00;1.797e-03;-1.208e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.008830000;1.044e+00;3.604e-01;-2.436e-01;3.453e-01;-2.334e-01;1.044e+00;3.454e-01;-2.332e-01;1.044e+00;1.802e-03;-1.218e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.009730000;1.048e+00;3.612e-01;-2.454e-01;3.447e-01;-2.342e-01;1.048e+00;3.447e-01;-2.342e-01;1.048e+00;1.806e-03;-1.227e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.009994000;1.049e+00;3.614e-01;-2.460e-01;3.445e-01;-2.345e-01;1.049e+00;3.445e-01;-2.345e-01;1.049e+00;1.807e-03;-1.230e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.009994000;1.049e+00;3.616e-01;-2.460e-01;3.446e-01;-2.344e-01;1.049e+00;3.446e-01;-2.344e-01;1.049e+00;1.808e-03;-1.230e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.010026000;1.049e+00;3.616e-01;-2.460e-01;3.446e-01;-2.344e-01;1.049e+00;3.446e-01;-2.344e-01;1.049e+00;1.808e-03;-1.230e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.010058000;1.049e+00;3.614e-01;-2.460e-01;3.444e-01;-2.344e-01;1.049e+00;3.444e-01;-2.344e-01;1.049e+00;1.807e-03;-1.230e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.010122000;1.049e+00;3.614e-01;-2.462e-01;3.444e-01;-2.346e-01;1.049e+00;3.444e-01;-2.345e-01;1.049e+00;1.807e-03;-1.231e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.010250000;1.049e+00;3.614e-01;-2.462e-01;3.444e-01;-2.346e-01;1.049e+00;3.444e-01;-2.346e-01;1.049e+00;1.807e-03;-1.231e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.010378000;1.049e+00;3.612e-01;-2.464e-01;3.442e-01;-2.348e-01;1.049e+00;3.442e-01;-2.348e-01;1.049e+00;1.806e-03;-1.232e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.010634000;1.049e+00;3.610e-01;-2.466e-01;3.441e-01;-2.350e-01;1.049e+00;3.441e-01;-2.350e-01;1.049e+00;1.805e-03;-1.233e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.010864000;1.049e+00;3.608e-01;-2.468e-01;3.439e-01;-2.352e-01;1.049e+00;3.439e-01;-2.352e-01;1.049e+00;1.804e-03;-1.234e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.011095000;1.049e+00;3.608e-01;-2.472e-01;3.439e-01;-2.356e-01;1.049e+00;3.439e-01;-2.354e-01;1.049e+00;1.804e-03;-1.236e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.011325000;1.049e+00;3.606e-01;-2.474e-01;3.437e-01;-2.358e-01;1.049e+00;3.437e-01;-2.358e-01;1.049e+00;1.803e-03;-1.237e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.011556000;1.049e+00;3.604e-01;-2.476e-01;3.435e-01;-2.360e-01;1.049e+00;3.435e-01;-2.360e-01;1.049e+00;1.802e-03;-1.238e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.011786000;1.049e+00;3.602e-01;-2.480e-01;3.433e-01;-2.364e-01;1.049e+00;3.433e-01;-2.362e-01;1.049e+00;1.801e-03;-1.240e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.012016000;1.049e+00;3.600e-01;-2.482e-01;3.432e-01;-2.366e-01;1.049e+00;3.432e-01;-2.366e-01;1.049e+00;1.800e-03;-1.241e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.012247000;1.049e+00;3.598e-01;-2.484e-01;3.430e-01;-2.368e-01;1.049e+00;3.430e-01;-2.368e-01;1.049e+00;1.799e-03;-1.242e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.012477000;1.049e+00;3.596e-01;-2.488e-01;3.428e-01;-2.372e-01;1.049e+00;3.428e-01;-2.370e-01;1.049e+00;1.798e-03;-1.244e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.012938000;1.049e+00;3.592e-01;-2.492e-01;3.424e-01;-2.376e-01;1.049e+00;3.424e-01;-2.376e-01;1.049e+00;1.796e-03;-1.246e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.013399000;1.049e+00;3.588e-01;-2.498e-01;3.421e-01;-2.381e-01;1.049e+00;3.421e-01;-2.382e-01;1.049e+00;1.794e-03;-1.249e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.013860000;1.049e+00;3.584e-01;-2.504e-01;3.417e-01;-2.387e-01;1.049e+00;3.417e-01;-2.387e-01;1.049e+00;1.792e-03;-1.252e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.014320000;1.049e+00;3.580e-01;-2.510e-01;3.413e-01;-2.393e-01;1.049e+00;3.414e-01;-2.393e-01;1.049e+00;1.790e-03;-1.255e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.014781000;1.049e+00;3.576e-01;-2.516e-01;3.410e-01;-2.399e-01;1.049e+00;3.410e-01;-2.399e-01;1.049e+00;1.788e-03;-1.258e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.015242000;1.049e+00;3.572e-01;-2.522e-01;3.406e-01;-2.405e-01;1.049e+00;3.406e-01;-2.405e-01;1.049e+00;1.786e-03;-1.261e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.015703000;1.049e+00;3.568e-01;-2.528e-01;3.403e-01;-2.411e-01;1.049e+00;3.403e-01;-2.409e-01;1.049e+00;1.784e-03;-1.264e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.016164000;1.049e+00;3.564e-01;-2.534e-01;3.399e-01;-2.417e-01;1.049e+00;3.399e-01;-2.415e-01;1.049e+00;1.782e-03;-1.267e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.016624000;1.049e+00;3.560e-01;-2.538e-01;3.395e-01;-2.421e-01;1.048e+00;3.395e-01;-2.421e-01;1.049e+00;1.780e-03;-1.269e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.017085000;1.048e+00;3.556e-01;-2.544e-01;3.392e-01;-2.426e-01;1.048e+00;3.392e-01;-2.427e-01;1.048e+00;1.778e-03;-1.272e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.017546000;1.048e+00;3.554e-01;-2.550e-01;3.390e-01;-2.432e-01;1.048e+00;3.390e-01;-2.432e-01;1.048e+00;1.777e-03;-1.275e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.018007000;1.048e+00;3.550e-01;-2.556e-01;3.386e-01;-2.438e-01;1.048e+00;3.386e-01;-2.438e-01;1.048e+00;1.775e-03;-1.278e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.018468000;1.048e+00;3.546e-01;-2.562e-01;3.383e-01;-2.444e-01;1.048e+00;3.383e-01;-2.444e-01;1.048e+00;1.773e-03;-1.281e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.018928000;1.048e+00;3.542e-01;-2.568e-01;3.379e-01;-2.450e-01;1.048e+00;3.379e-01;-2.448e-01;1.048e+00;1.771e-03;-1.284e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.019389000;1.048e+00;3.538e-01;-2.572e-01;3.375e-01;-2.454e-01;1.048e+00;3.376e-01;-2.454e-01;1.048e+00;1.769e-03;-1.286e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.019850000;1.048e+00;3.534e-01;-2.578e-01;3.372e-01;-2.460e-01;1.048e+00;3.372e-01;-2.460e-01;1.048e+00;1.767e-03;-1.289e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.020311000;1.048e+00;3.530e-01;-2.584e-01;3.368e-01;-2.465e-01;1.048e+00;3.368e-01;-2.464e-01;1.048e+00;1.765e-03;-1.292e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.020772000;1.048e+00;3.526e-01;-2.588e-01;3.364e-01;-2.469e-01;1.048e+00;3.365e-01;-2.470e-01;1.048e+00;1.763e-03;-1.294e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.021693000;1.048e+00;3.520e-01;-2.598e-01;3.359e-01;-2.479e-01;1.048e+00;3.359e-01;-2.479e-01;1.048e+00;1.760e-03;-1.299e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.022523000;1.048e+00;3.512e-01;-2.608e-01;3.352e-01;-2.489e-01;1.048e+00;3.352e-01;-2.487e-01;1.048e+00;1.756e-03;-1.304e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.023352000;1.048e+00;3.506e-01;-2.616e-01;3.346e-01;-2.497e-01;1.048e+00;3.346e-01;-2.497e-01;1.048e+00;1.753e-03;-1.308e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.024182000;1.048e+00;3.500e-01;-2.624e-01;3.341e-01;-2.505e-01;1.048e+00;3.341e-01;-2.505e-01;1.048e+00;1.750e-03;-1.312e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.025011000;1.048e+00;3.494e-01;-2.632e-01;3.335e-01;-2.512e-01;1.048e+00;3.335e-01;-2.513e-01;1.048e+00;1.747e-03;-1.316e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.025840000;1.048e+00;3.488e-01;-2.638e-01;3.330e-01;-2.518e-01;1.047e+00;3.330e-01;-2.518e-01;1.048e+00;1.744e-03;-1.319e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.026670000;1.047e+00;3.482e-01;-2.646e-01;3.324e-01;-2.526e-01;1.047e+00;3.324e-01;-2.526e-01;1.047e+00;1.741e-03;-1.323e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.027499000;1.047e+00;3.478e-01;-2.652e-01;3.321e-01;-2.532e-01;1.047e+00;3.321e-01;-2.532e-01;1.047e+00;1.739e-03;-1.326e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.028329000;1.047e+00;3.472e-01;-2.660e-01;3.315e-01;-2.540e-01;1.047e+00;3.315e-01;-2.538e-01;1.047e+00;1.736e-03;-1.330e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.029158000;1.047e+00;3.466e-01;-2.666e-01;3.310e-01;-2.546e-01;1.047e+00;3.310e-01;-2.546e-01;1.047e+00;1.733e-03;-1.333e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.029988000;1.047e+00;3.462e-01;-2.672e-01;3.306e-01;-2.552e-01;1.047e+00;3.306e-01;-2.550e-01;1.047e+00;1.731e-03;-1.336e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.030817000;1.047e+00;3.456e-01;-2.676e-01;3.301e-01;-2.556e-01;1.047e+00;3.301e-01;-2.556e-01;1.047e+00;1.728e-03;-1.338e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
30.031646000;1.047e+00;3.452e-01;-2.682e-01;3.297e-01;-2.561e-01;1.047e+00;3.297e-01;-2.562e-01;1.047e+00;1.726e-03;-1.341e-03;5.000e+01;3.330e-01;-2.160e-01;5.000e+01
