time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu
30.016236000;4.764e-01;-8.563e-01;-4.705e+00;-1.798e+00;-9.877e+00;4.764e-01;-5.138e-01;-2.823e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.018954000;4.793e-01;-8.750e-01;-4.741e+00;-1.826e+00;-9.891e+00;4.793e-01;-5.250e-01;-2.844e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.019162000;4.796e-01;-8.762e-01;-4.745e+00;-1.827e+00;-9.893e+00;4.796e-01;-5.257e-01;-2.847e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.021670000;4.840e-01;-8.898e-01;-4.801e+00;-1.838e+00;-9.920e+00;4.840e-01;-5.339e-01;-2.881e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.026534000;4.921e-01;-9.116e-01;-4.907e+00;-1.853e+00;-9.971e+00;4.921e-01;-5.470e-01;-2.944e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.028070000;4.944e-01;-9.174e-01;-4.936e+00;-1.856e+00;-9.985e+00;4.944e-01;-5.505e-01;-2.962e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.028531000;4.950e-01;-9.191e-01;-4.945e+00;-1.857e+00;-9.990e+00;4.950e-01;-5.514e-01;-2.967e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.030374000;4.975e-01;-9.253e-01;-4.977e+00;-1.860e+00;-1.001e+01;4.975e-01;-5.552e-01;-2.986e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.035443000;5.032e-01;-9.395e-01;-5.053e+00;-1.867e+00;-1.004e+01;5.032e-01;-5.637e-01;-3.032e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.035904000;5.036e-01;-9.406e-01;-5.059e+00;-1.868e+00;-1.005e+01;5.036e-01;-5.643e-01;-3.036e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.036365000;5.041e-01;-9.417e-01;-5.065e+00;-1.868e+00;-1.005e+01;5.041e-01;-5.650e-01;-3.039e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.038208000;5.058e-01;-9.457e-01;-5.088e+00;-1.870e+00;-1.006e+01;5.058e-01;-5.674e-01;-3.053e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.040973000;5.080e-01;-9.512e-01;-5.118e+00;-1.872e+00;-1.007e+01;5.080e-01;-5.707e-01;-3.071e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.041434000;5.084e-01;-9.520e-01;-5.122e+00;-1.873e+00;-1.008e+01;5.084e-01;-5.712e-01;-3.073e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.043277000;5.097e-01;-9.551e-01;-5.140e+00;-1.874e+00;-1.008e+01;5.097e-01;-5.731e-01;-3.084e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.044198000;5.103e-01;-9.565e-01;-5.148e+00;-1.875e+00;-1.009e+01;5.103e-01;-5.739e-01;-3.089e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.045581000;5.112e-01;-9.586e-01;-5.160e+00;-1.875e+00;-1.009e+01;5.112e-01;-5.751e-01;-3.096e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.053230000;5.150e-01;-9.675e-01;-5.212e+00;-1.878e+00;-1.012e+01;5.150e-01;-5.805e-01;-3.127e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.054060000;5.154e-01;-9.682e-01;-5.217e+00;-1.879e+00;-1.012e+01;5.154e-01;-5.809e-01;-3.130e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.054889000;5.157e-01;-9.690e-01;-5.221e+00;-1.879e+00;-1.012e+01;5.157e-01;-5.814e-01;-3.133e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.055718000;5.160e-01;-9.697e-01;-5.225e+00;-1.879e+00;-1.013e+01;5.160e-01;-5.818e-01;-3.135e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.059866000;5.174e-01;-9.727e-01;-5.244e+00;-1.880e+00;-1.014e+01;5.174e-01;-5.836e-01;-3.147e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.064013000;5.186e-01;-9.751e-01;-5.260e+00;-1.880e+00;-1.014e+01;5.186e-01;-5.851e-01;-3.156e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.065672000;5.190e-01;-9.759e-01;-5.265e+00;-1.881e+00;-1.015e+01;5.190e-01;-5.855e-01;-3.159e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.066501000;5.191e-01;-9.763e-01;-5.268e+00;-1.881e+00;-1.015e+01;5.191e-01;-5.858e-01;-3.161e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.068160000;5.195e-01;-9.770e-01;-5.273e+00;-1.881e+00;-1.015e+01;5.195e-01;-5.862e-01;-3.164e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.070648000;5.200e-01;-9.779e-01;-5.279e+00;-1.881e+00;-1.015e+01;5.200e-01;-5.867e-01;-3.168e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.074796000;5.207e-01;-9.792e-01;-5.289e+00;-1.881e+00;-1.016e+01;5.207e-01;-5.875e-01;-3.173e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.082261000;5.216e-01;-9.808e-01;-5.302e+00;-1.880e+00;-1.016e+01;5.216e-01;-5.885e-01;-3.181e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.089261000;5.223e-01;-9.817e-01;-5.311e+00;-1.880e+00;-1.017e+01;5.223e-01;-5.890e-01;-3.186e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.090261000;5.223e-01;-9.818e-01;-5.312e+00;-1.880e+00;-1.017e+01;5.223e-01;-5.891e-01;-3.187e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.091261000;5.224e-01;-9.819e-01;-5.313e+00;-1.879e+00;-1.017e+01;5.224e-01;-5.891e-01;-3.188e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.100261000;5.230e-01;-9.824e-01;-5.320e+00;-1.878e+00;-1.017e+01;5.230e-01;-5.894e-01;-3.192e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.103261000;5.231e-01;-9.824e-01;-5.322e+00;-1.878e+00;-1.017e+01;5.231e-01;-5.895e-01;-3.193e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.104261000;5.231e-01;-9.825e-01;-5.323e+00;-1.878e+00;-1.017e+01;5.231e-01;-5.895e-01;-3.194e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.105261000;5.232e-01;-9.825e-01;-5.323e+00;-1.878e+00;-1.018e+01;5.232e-01;-5.895e-01;-3.194e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.116261000;5.235e-01;-9.825e-01;-5.329e+00;-1.877e+00;-1.018e+01;5.235e-01;-5.895e-01;-3.197e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.118261000;5.236e-01;-9.824e-01;-5.329e+00;-1.876e+00;-1.018e+01;5.236e-01;-5.895e-01;-3.198e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.152261000;5.242e-01;-9.814e-01;-5.337e+00;-1.872e+00;-1.018e+01;5.242e-01;-5.888e-01;-3.202e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.178261000;5.244e-01;-9.804e-01;-5.341e+00;-1.870e+00;-1.019e+01;5.244e-01;-5.882e-01;-3.205e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.191261000;5.245e-01;-9.800e-01;-5.342e+00;-1.868e+00;-1.019e+01;5.245e-01;-5.880e-01;-3.205e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.258261000;5.248e-01;-9.781e-01;-5.347e+00;-1.864e+00;-1.019e+01;5.248e-01;-5.869e-01;-3.208e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.261261000;5.248e-01;-9.781e-01;-5.348e+00;-1.864e+00;-1.019e+01;5.248e-01;-5.868e-01;-3.209e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.269261000;5.248e-01;-9.779e-01;-5.348e+00;-1.863e+00;-1.019e+01;5.248e-01;-5.867e-01;-3.209e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.279261000;5.249e-01;-9.777e-01;-5.349e+00;-1.863e+00;-1.019e+01;5.249e-01;-5.866e-01;-3.209e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.285261000;5.249e-01;-9.776e-01;-5.349e+00;-1.862e+00;-1.019e+01;5.249e-01;-5.866e-01;-3.209e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.389261000;5.251e-01;-9.762e-01;-5.352e+00;-1.859e+00;-1.019e+01;5.251e-01;-5.857e-01;-3.211e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.432261000;5.252e-01;-9.759e-01;-5.353e+00;-1.858e+00;-1.019e+01;5.252e-01;-5.855e-01;-3.212e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.493261000;5.253e-01;-9.756e-01;-5.354e+00;-1.857e+00;-1.019e+01;5.253e-01;-5.853e-01;-3.213e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.599261000;5.253e-01;-9.752e-01;-5.355e+00;-1.856e+00;-1.019e+01;5.253e-01;-5.851e-01;-3.213e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.681261000;5.253e-01;-9.751e-01;-5.356e+00;-1.856e+00;-1.019e+01;5.253e-01;-5.851e-01;-3.213e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.851261000;5.254e-01;-9.750e-01;-5.356e+00;-1.856e+00;-1.019e+01;5.254e-01;-5.850e-01;-3.214e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
30.911261000;5.254e-01;-9.749e-01;-5.356e+00;-1.856e+00;-1.019e+01;5.254e-01;-5.850e-01;-3.214e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
31.194261000;5.254e-01;-9.749e-01;-5.356e+00;-1.856e+00;-1.019e+01;5.254e-01;-5.849e-01;-3.214e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
100.000000000;5.254e-01;-9.749e-01;-5.356e+00;-1.856e+00;-1.019e+01;5.254e-01;-5.849e-01;-3.214e+00;1.000e+01;-6.666e-01;9.960e-03;9.960e-03
