time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
35.591638000;1.044e+00;6.667e-01;-3.312e-03;6.388e-01;-3.173e-03;1.044e+00;6.546e-01;1.484e-02;1.044e+00;4.000e-01;-1.987e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
35.602638000;1.044e+00;6.667e-01;-3.352e-03;6.388e-01;-3.212e-03;1.044e+00;6.546e-01;1.480e-02;1.044e+00;4.000e-01;-2.011e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
35.773638000;1.043e+00;6.667e-01;-3.923e-03;6.389e-01;-3.760e-03;1.044e+00;6.547e-01;1.426e-02;1.043e+00;4.000e-01;-2.354e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
36.120638000;1.043e+00;6.667e-01;-4.745e-03;6.390e-01;-4.548e-03;1.044e+00;6.549e-01;1.348e-02;1.043e+00;4.000e-01;-2.847e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
36.240638000;1.043e+00;6.667e-01;-4.933e-03;6.391e-01;-4.729e-03;1.044e+00;6.549e-01;1.330e-02;1.043e+00;4.000e-01;-2.960e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
36.516638000;1.043e+00;6.667e-01;-5.197e-03;6.391e-01;-4.982e-03;1.044e+00;6.549e-01;1.305e-02;1.043e+00;4.000e-01;-3.118e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
36.522638000;1.043e+00;6.667e-01;-5.200e-03;6.391e-01;-4.985e-03;1.044e+00;6.549e-01;1.304e-02;1.043e+00;4.000e-01;-3.120e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
36.525638000;1.043e+00;6.667e-01;-5.202e-03;6.391e-01;-4.986e-03;1.044e+00;6.549e-01;1.304e-02;1.043e+00;4.000e-01;-3.121e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
36.528638000;1.043e+00;6.667e-01;-5.203e-03;6.391e-01;-4.988e-03;1.044e+00;6.549e-01;1.304e-02;1.043e+00;4.000e-01;-3.122e-03;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
40.642303000;1.045e+00;6.667e-01;2.333e-04;6.383e-01;2.234e-04;1.045e+00;6.540e-01;1.821e-02;1.045e+00;4.000e-01;1.400e-04;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
41.099303000;1.045e+00;6.667e-01;6.350e-04;6.382e-01;6.079e-04;1.045e+00;6.539e-01;1.859e-02;1.045e+00;4.000e-01;3.810e-04;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
41.705303000;1.045e+00;6.667e-01;9.733e-04;6.381e-01;9.317e-04;1.045e+00;6.539e-01;1.892e-02;1.045e+00;4.000e-01;5.840e-04;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
42.347303000;1.045e+00;6.667e-01;1.120e-03;6.381e-01;1.072e-03;1.045e+00;6.539e-01;1.905e-02;1.045e+00;4.000e-01;6.720e-04;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
42.368303000;1.045e+00;6.667e-01;1.122e-03;6.381e-01;1.074e-03;1.045e+00;6.539e-01;1.905e-02;1.045e+00;4.000e-01;6.730e-04;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
42.372303000;1.045e+00;6.667e-01;1.122e-03;6.381e-01;1.074e-03;1.045e+00;6.539e-01;1.906e-02;1.045e+00;4.000e-01;6.730e-04;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
100.000000000;1.044e+00;6.667e-01;-8.334e-05;6.383e-01;-7.979e-05;1.045e+00;6.541e-01;1.791e-02;1.044e+00;4.000e-01;-5.000e-05;1.000e+01;6.835e-01;1.880e-02;1.051e+00;5.000e+01;5.000e+01
