time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu
0.012065000;1.050e+00;7.716e-01;2.057e-03;7.346e-01;1.958e-03;1.051e+00;1.050e+00;6.944e-01;1.851e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.014008000;1.050e+00;7.730e-01;1.756e-03;7.361e-01;1.672e-03;1.051e+00;1.050e+00;6.957e-01;1.580e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.014185000;1.050e+00;7.730e-01;1.712e-03;7.361e-01;1.631e-03;1.050e+00;1.050e+00;6.957e-01;1.541e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.014715000;1.050e+00;7.730e-01;1.579e-03;7.361e-01;1.504e-03;1.050e+00;1.050e+00;6.957e-01;1.421e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.015068000;1.050e+00;7.729e-01;1.488e-03;7.361e-01;1.417e-03;1.050e+00;1.050e+00;6.956e-01;1.339e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.021394000;1.050e+00;7.697e-01;5.922e-04;7.331e-01;5.641e-04;1.050e+00;1.050e+00;6.927e-01;5.330e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.022666000;1.050e+00;7.694e-01;5.678e-04;7.328e-01;5.408e-04;1.050e+00;1.050e+00;6.925e-01;5.110e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.022984000;1.050e+00;7.694e-01;5.633e-04;7.328e-01;5.366e-04;1.050e+00;1.050e+00;6.924e-01;5.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.023302000;1.050e+00;7.693e-01;5.611e-04;7.328e-01;5.344e-04;1.050e+00;1.050e+00;6.924e-01;5.050e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.078654000;1.050e+00;7.645e-01;-5.889e-05;7.281e-01;-5.608e-05;1.050e+00;1.050e+00;6.881e-01;-5.300e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.081654000;1.050e+00;7.643e-01;-7.333e-05;7.279e-01;-6.984e-05;1.050e+00;1.050e+00;6.879e-01;-6.600e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.082654000;1.050e+00;7.643e-01;-7.779e-05;7.278e-01;-7.407e-05;1.050e+00;1.050e+00;6.878e-01;-7.000e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.086654000;1.050e+00;7.640e-01;-9.668e-05;7.276e-01;-9.206e-05;1.050e+00;1.050e+00;6.876e-01;-8.700e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.088654000;1.050e+00;7.638e-01;-1.056e-04;7.274e-01;-1.005e-04;1.050e+00;1.050e+00;6.874e-01;-9.500e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.128654000;1.050e+00;7.613e-01;-2.700e-04;7.249e-01;-2.571e-04;1.050e+00;1.050e+00;6.852e-01;-2.430e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.129654000;1.050e+00;7.612e-01;-2.733e-04;7.249e-01;-2.603e-04;1.051e+00;1.050e+00;6.851e-01;-2.460e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.248654000;1.050e+00;7.561e-01;-6.000e-04;7.199e-01;-5.712e-04;1.051e+00;1.050e+00;6.805e-01;-5.400e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.251654000;1.050e+00;7.561e-01;-6.056e-04;7.198e-01;-5.765e-04;1.051e+00;1.050e+00;6.804e-01;-5.450e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.262654000;1.050e+00;7.557e-01;-6.267e-04;7.194e-01;-5.966e-04;1.051e+00;1.050e+00;6.802e-01;-5.640e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.329654000;1.050e+00;7.541e-01;-7.267e-04;7.178e-01;-6.917e-04;1.051e+00;1.050e+00;6.787e-01;-6.540e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.330654000;1.051e+00;7.540e-01;-7.278e-04;7.178e-01;-6.928e-04;1.051e+00;1.051e+00;6.786e-01;-6.550e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.442654000;1.051e+00;7.522e-01;-8.244e-04;7.160e-01;-7.847e-04;1.051e+00;1.051e+00;6.770e-01;-7.420e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.459654000;1.051e+00;7.521e-01;-8.322e-04;7.158e-01;-7.921e-04;1.051e+00;1.051e+00;6.768e-01;-7.490e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.467654000;1.051e+00;7.520e-01;-8.367e-04;7.157e-01;-7.964e-04;1.051e+00;1.051e+00;6.768e-01;-7.530e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.638654000;1.051e+00;7.508e-01;-8.656e-04;7.145e-01;-8.238e-04;1.051e+00;1.051e+00;6.757e-01;-7.790e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.725654000;1.051e+00;7.504e-01;-8.544e-04;7.142e-01;-8.132e-04;1.051e+00;1.051e+00;6.754e-01;-7.690e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.747654000;1.051e+00;7.504e-01;-8.500e-04;7.142e-01;-8.090e-04;1.051e+00;1.051e+00;6.753e-01;-7.650e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.754654000;1.051e+00;7.504e-01;-8.489e-04;7.141e-01;-8.079e-04;1.051e+00;1.051e+00;6.753e-01;-7.640e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
2.561654000;1.051e+00;7.499e-01;1.356e-04;7.134e-01;1.290e-04;1.051e+00;1.051e+00;6.749e-01;1.220e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
2.562654000;1.051e+00;7.499e-01;1.367e-04;7.134e-01;1.300e-04;1.052e+00;1.051e+00;6.749e-01;1.230e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
3.859654000;1.051e+00;7.499e-01;9.689e-04;7.131e-01;9.214e-04;1.052e+00;1.051e+00;6.749e-01;8.720e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
3.860654000;1.052e+00;7.499e-01;9.700e-04;7.131e-01;9.225e-04;1.052e+00;1.052e+00;6.749e-01;8.730e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
9.185654000;1.052e+00;7.499e-01;3.083e-03;7.125e-01;2.930e-03;1.053e+00;1.052e+00;6.749e-01;2.775e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
9.657654000;1.052e+00;7.499e-01;3.154e-03;7.125e-01;2.997e-03;1.053e+00;1.052e+00;6.749e-01;2.839e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
9.666654000;1.052e+00;7.499e-01;3.156e-03;7.125e-01;2.998e-03;1.053e+00;1.052e+00;6.749e-01;2.840e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
9.682654000;1.052e+00;7.499e-01;3.158e-03;7.125e-01;3.001e-03;1.053e+00;1.052e+00;6.749e-01;2.842e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;1.052e+00;7.499e-01;3.146e-03;7.125e-01;2.989e-03;1.053e+00;1.052e+00;6.749e-01;2.831e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;4.789e-01;2.266e-01;-6.856e-01;4.732e-01;-1.432e+00;5.593e-01;4.789e-01;2.040e-01;-6.170e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999995000;4.789e-01;2.266e-01;-6.856e-01;4.732e-01;-1.432e+00;5.592e-01;4.789e-01;2.039e-01;-6.170e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999998000;4.787e-01;2.265e-01;-6.856e-01;4.731e-01;-1.432e+00;5.591e-01;4.787e-01;2.038e-01;-6.170e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000002000;4.786e-01;2.263e-01;-6.855e-01;4.730e-01;-1.432e+00;5.588e-01;4.786e-01;2.037e-01;-6.170e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001578000;4.158e-01;1.824e-01;-6.612e-01;4.388e-01;-1.590e+00;4.771e-01;4.158e-01;1.642e-01;-5.951e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002785000;3.749e-01;1.626e-01;-6.339e-01;4.336e-01;-1.691e+00;4.240e-01;3.749e-01;1.463e-01;-5.705e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003123000;3.644e-01;1.585e-01;-6.255e-01;4.349e-01;-1.716e+00;4.104e-01;3.644e-01;1.426e-01;-5.629e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003207000;3.619e-01;1.575e-01;-6.233e-01;4.353e-01;-1.722e+00;4.071e-01;3.619e-01;1.418e-01;-5.610e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.004137000;3.354e-01;1.490e-01;-5.990e-01;4.442e-01;-1.786e+00;3.727e-01;3.354e-01;1.341e-01;-5.391e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.005066000;3.115e-01;1.428e-01;-5.739e-01;4.585e-01;-1.842e+00;3.418e-01;3.115e-01;1.286e-01;-5.165e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.005235000;3.075e-01;1.419e-01;-5.693e-01;4.615e-01;-1.852e+00;3.365e-01;3.075e-01;1.277e-01;-5.124e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.005573000;2.996e-01;1.402e-01;-5.602e-01;4.679e-01;-1.870e+00;3.263e-01;2.996e-01;1.261e-01;-5.042e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.006603000;2.790e-01;1.364e-01;-5.348e-01;4.887e-01;-1.917e+00;2.998e-01;2.790e-01;1.227e-01;-4.813e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.006639000;2.785e-01;1.363e-01;-5.341e-01;4.895e-01;-1.918e+00;2.991e-01;2.785e-01;1.227e-01;-4.807e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.006855000;2.757e-01;1.362e-01;-5.305e-01;4.939e-01;-1.924e+00;2.955e-01;2.757e-01;1.226e-01;-4.774e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.007216000;2.722e-01;1.363e-01;-5.256e-01;5.010e-01;-1.931e+00;2.909e-01;2.722e-01;1.227e-01;-4.731e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.007324000;2.713e-01;1.365e-01;-5.245e-01;5.031e-01;-1.933e+00;2.898e-01;2.713e-01;1.228e-01;-4.720e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.008623000;2.667e-01;1.401e-01;-5.175e-01;5.254e-01;-1.941e+00;2.839e-01;2.667e-01;1.261e-01;-4.657e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.008818000;2.666e-01;1.409e-01;-5.173e-01;5.283e-01;-1.940e+00;2.839e-01;2.666e-01;1.268e-01;-4.655e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.008883000;2.666e-01;1.411e-01;-5.172e-01;5.293e-01;-1.940e+00;2.839e-01;2.666e-01;1.270e-01;-4.655e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.008948000;2.666e-01;1.414e-01;-5.172e-01;5.302e-01;-1.940e+00;2.839e-01;2.666e-01;1.272e-01;-4.655e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.012350000;2.753e-01;1.565e-01;-5.263e-01;5.686e-01;-1.912e+00;2.954e-01;2.753e-01;1.409e-01;-4.737e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.016045000;2.872e-01;1.717e-01;-5.390e-01;5.980e-01;-1.877e+00;3.110e-01;2.872e-01;1.545e-01;-4.851e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.016173000;2.875e-01;1.722e-01;-5.394e-01;5.989e-01;-1.876e+00;3.115e-01;2.875e-01;1.550e-01;-4.854e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.016685000;2.887e-01;1.739e-01;-5.405e-01;6.026e-01;-1.872e+00;3.130e-01;2.887e-01;1.565e-01;-4.865e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.017069000;2.894e-01;1.752e-01;-5.412e-01;6.053e-01;-1.870e+00;3.139e-01;2.894e-01;1.576e-01;-4.871e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.017197000;2.896e-01;1.755e-01;-5.414e-01;6.062e-01;-1.869e+00;3.142e-01;2.896e-01;1.580e-01;-4.872e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.017453000;2.899e-01;1.763e-01;-5.417e-01;6.080e-01;-1.868e+00;3.147e-01;2.899e-01;1.587e-01;-4.875e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.018989000;2.914e-01;1.804e-01;-5.427e-01;6.190e-01;-1.862e+00;3.167e-01;2.914e-01;1.623e-01;-4.884e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.019117000;2.915e-01;1.807e-01;-5.427e-01;6.199e-01;-1.862e+00;3.168e-01;2.915e-01;1.626e-01;-4.885e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.021225000;2.922e-01;1.857e-01;-5.425e-01;6.355e-01;-1.857e+00;3.178e-01;2.922e-01;1.671e-01;-4.883e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.021284000;2.922e-01;1.858e-01;-5.425e-01;6.358e-01;-1.857e+00;3.178e-01;2.922e-01;1.672e-01;-4.883e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.021523000;2.922e-01;1.861e-01;-5.425e-01;6.368e-01;-1.857e+00;3.178e-01;2.922e-01;1.675e-01;-4.883e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.021762000;2.922e-01;1.862e-01;-5.425e-01;6.371e-01;-1.856e+00;3.179e-01;2.922e-01;1.676e-01;-4.883e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.021881000;2.922e-01;1.862e-01;-5.425e-01;6.371e-01;-1.856e+00;3.179e-01;2.922e-01;1.676e-01;-4.883e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.022716000;2.923e-01;1.851e-01;-5.428e-01;6.334e-01;-1.857e+00;3.179e-01;2.923e-01;1.666e-01;-4.886e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.023193000;2.923e-01;1.839e-01;-5.432e-01;6.289e-01;-1.858e+00;3.179e-01;2.923e-01;1.655e-01;-4.888e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.024029000;2.924e-01;1.807e-01;-5.439e-01;6.179e-01;-1.860e+00;3.180e-01;2.924e-01;1.626e-01;-4.895e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.026940000;2.931e-01;1.639e-01;-5.482e-01;5.592e-01;-1.870e+00;3.185e-01;2.931e-01;1.475e-01;-4.934e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.027369000;2.933e-01;1.610e-01;-5.489e-01;5.490e-01;-1.872e+00;3.186e-01;2.933e-01;1.449e-01;-4.940e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.034241000;2.970e-01;1.128e-01;-5.607e-01;3.799e-01;-1.888e+00;3.225e-01;2.970e-01;1.015e-01;-5.046e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.034671000;2.972e-01;1.100e-01;-5.613e-01;3.700e-01;-1.889e+00;3.228e-01;2.972e-01;9.897e-02;-5.052e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.040344000;3.000e-01;7.379e-02;-5.678e-01;2.459e-01;-1.893e+00;3.260e-01;3.000e-01;6.641e-02;-5.111e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.040715000;3.002e-01;7.143e-02;-5.682e-01;2.380e-01;-1.893e+00;3.262e-01;3.002e-01;6.429e-02;-5.114e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.044422000;3.016e-01;4.826e-02;-5.709e-01;1.600e-01;-1.893e+00;3.278e-01;3.016e-01;4.344e-02;-5.138e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.045163000;3.018e-01;4.377e-02;-5.713e-01;1.450e-01;-1.893e+00;3.281e-01;3.018e-01;3.939e-02;-5.142e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.045905000;3.020e-01;3.934e-02;-5.717e-01;1.303e-01;-1.893e+00;3.283e-01;3.020e-01;3.541e-02;-5.145e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.046275000;3.021e-01;3.716e-02;-5.718e-01;1.230e-01;-1.893e+00;3.285e-01;3.021e-01;3.344e-02;-5.146e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.051836000;3.034e-01;6.924e-03;-5.733e-01;2.282e-02;-1.889e+00;3.301e-01;3.034e-01;6.232e-03;-5.160e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.052207000;3.035e-01;5.101e-03;-5.733e-01;1.681e-02;-1.889e+00;3.302e-01;3.035e-01;4.591e-03;-5.160e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.052578000;3.036e-01;3.303e-03;-5.734e-01;1.088e-02;-1.889e+00;3.302e-01;3.036e-01;2.973e-03;-5.160e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.057027000;3.042e-01;-1.625e-02;-5.733e-01;-5.342e-02;-1.885e+00;3.310e-01;3.042e-01;-1.463e-02;-5.160e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.057768000;3.043e-01;-1.915e-02;-5.733e-01;-6.294e-02;-1.884e+00;3.312e-01;3.043e-01;-1.724e-02;-5.159e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.059251000;3.044e-01;-2.465e-02;-5.731e-01;-8.098e-02;-1.883e+00;3.314e-01;3.044e-01;-2.219e-02;-5.158e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.062217000;3.046e-01;-3.452e-02;-5.727e-01;-1.133e-01;-1.880e+00;3.317e-01;3.046e-01;-3.106e-02;-5.155e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.064441000;3.048e-01;-4.099e-02;-5.724e-01;-1.345e-01;-1.878e+00;3.319e-01;3.048e-01;-3.689e-02;-5.152e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.072227000;3.051e-01;-5.851e-02;-5.712e-01;-1.918e-01;-1.872e+00;3.325e-01;3.051e-01;-5.266e-02;-5.141e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.073339000;3.052e-01;-6.047e-02;-5.711e-01;-1.981e-01;-1.871e+00;3.325e-01;3.052e-01;-5.442e-02;-5.140e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.073710000;3.052e-01;-6.110e-02;-5.710e-01;-2.002e-01;-1.871e+00;3.326e-01;3.052e-01;-5.499e-02;-5.139e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.081124000;3.055e-01;-7.141e-02;-5.702e-01;-2.338e-01;-1.867e+00;3.330e-01;3.055e-01;-6.427e-02;-5.132e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.083349000;3.056e-01;-7.381e-02;-5.700e-01;-2.415e-01;-1.865e+00;3.332e-01;3.056e-01;-6.643e-02;-5.130e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.083719000;3.056e-01;-7.418e-02;-5.700e-01;-2.428e-01;-1.865e+00;3.332e-01;3.056e-01;-6.677e-02;-5.130e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.084090000;3.056e-01;-7.455e-02;-5.700e-01;-2.439e-01;-1.865e+00;3.332e-01;3.056e-01;-6.710e-02;-5.130e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.084461000;3.056e-01;-7.491e-02;-5.699e-01;-2.451e-01;-1.865e+00;3.332e-01;3.056e-01;-6.742e-02;-5.129e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.091875000;3.059e-01;-8.091e-02;-5.696e-01;-2.645e-01;-1.862e+00;3.337e-01;3.059e-01;-7.282e-02;-5.126e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.096695000;3.062e-01;-8.380e-02;-5.694e-01;-2.737e-01;-1.860e+00;3.340e-01;3.062e-01;-7.542e-02;-5.125e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.097436000;3.062e-01;-8.419e-02;-5.694e-01;-2.749e-01;-1.860e+00;3.341e-01;3.062e-01;-7.577e-02;-5.125e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.102412000;3.064e-01;-8.648e-02;-5.694e-01;-2.822e-01;-1.858e+00;3.344e-01;3.064e-01;-7.783e-02;-5.124e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.104198000;3.065e-01;-8.718e-02;-5.694e-01;-2.844e-01;-1.857e+00;3.345e-01;3.065e-01;-7.846e-02;-5.124e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.105388000;3.066e-01;-8.761e-02;-5.694e-01;-2.858e-01;-1.857e+00;3.346e-01;3.066e-01;-7.885e-02;-5.124e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.110149000;3.068e-01;-8.913e-02;-5.694e-01;-2.905e-01;-1.856e+00;3.349e-01;3.068e-01;-8.022e-02;-5.125e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.113125000;3.070e-01;-8.993e-02;-5.695e-01;-2.929e-01;-1.855e+00;3.351e-01;3.070e-01;-8.094e-02;-5.126e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.113720000;3.070e-01;-9.008e-02;-5.695e-01;-2.934e-01;-1.855e+00;3.352e-01;3.070e-01;-8.107e-02;-5.126e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.114910000;3.071e-01;-9.036e-02;-5.696e-01;-2.943e-01;-1.855e+00;3.353e-01;3.071e-01;-8.132e-02;-5.126e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.133360000;3.080e-01;-9.329e-02;-5.702e-01;-3.029e-01;-1.851e+00;3.365e-01;3.080e-01;-8.396e-02;-5.132e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.135741000;3.082e-01;-9.353e-02;-5.703e-01;-3.035e-01;-1.851e+00;3.367e-01;3.082e-01;-8.418e-02;-5.133e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.143741000;3.086e-01;-9.419e-02;-5.707e-01;-3.053e-01;-1.849e+00;3.372e-01;3.086e-01;-8.477e-02;-5.136e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.151741000;3.090e-01;-9.469e-02;-5.710e-01;-3.065e-01;-1.848e+00;3.378e-01;3.090e-01;-8.522e-02;-5.139e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.190337000;3.107e-01;-9.611e-02;-5.727e-01;-3.094e-01;-1.844e+00;3.400e-01;3.107e-01;-8.650e-02;-5.155e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.226337000;3.120e-01;-9.670e-02;-5.741e-01;-3.099e-01;-1.840e+00;3.418e-01;3.120e-01;-8.703e-02;-5.167e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.247337000;3.127e-01;-9.700e-02;-5.749e-01;-3.102e-01;-1.838e+00;3.427e-01;3.127e-01;-8.730e-02;-5.174e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.255337000;3.130e-01;-9.711e-02;-5.751e-01;-3.103e-01;-1.838e+00;3.430e-01;3.130e-01;-8.740e-02;-5.176e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.274337000;3.135e-01;-9.735e-02;-5.757e-01;-3.106e-01;-1.836e+00;3.437e-01;3.135e-01;-8.762e-02;-5.181e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.285337000;3.138e-01;-9.749e-02;-5.759e-01;-3.107e-01;-1.836e+00;3.440e-01;3.138e-01;-8.774e-02;-5.184e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.302337000;3.142e-01;-9.768e-02;-5.764e-01;-3.109e-01;-1.834e+00;3.446e-01;3.142e-01;-8.791e-02;-5.187e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.358337000;3.153e-01;-9.821e-02;-5.775e-01;-3.115e-01;-1.832e+00;3.461e-01;3.153e-01;-8.839e-02;-5.198e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
