;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_AVRSetpointPu;Bess_GEN_NetworkFrequencyPu;Bess_GEN_InjectedCurrent;NetworkFrequencyPu
51;1.086e-02;1.058e+00;1.152e+00;3.929e-03;1.089e+00;3.713e-03;1.072e+00;1.000e+01;1.104e+00;-4.261e-02;1.059e+00;1.000e+00;1.105e+00;1.000e+00
52;1.188e-02;1.059e+00;1.145e+00;4.217e-03;1.081e+00;3.982e-03;1.073e+00;1.000e+01;1.096e+00;-4.229e-02;1.059e+00;1.000e+00;1.097e+00;1.000e+00
53;1.291e-02;1.060e+00;1.138e+00;4.358e-03;1.074e+00;4.112e-03;1.073e+00;1.000e+01;1.089e+00;-4.186e-02;1.059e+00;1.000e+00;1.090e+00;1.000e+00
54;1.495e-02;1.061e+00;1.125e+00;4.278e-03;1.060e+00;4.030e-03;1.075e+00;1.000e+01;1.076e+00;-4.076e-02;1.059e+00;1.000e+00;1.076e+00;1.000e+00
55;1.680e-02;1.063e+00;1.115e+00;3.845e-03;1.049e+00;3.619e-03;1.075e+00;1.000e+01;1.064e+00;-3.953e-02;1.059e+00;1.000e+00;1.065e+00;1.000e+00
56;1.864e-02;1.063e+00;1.104e+00;3.150e-03;1.039e+00;2.962e-03;1.076e+00;1.000e+01;1.054e+00;-3.813e-02;1.059e+00;1.000e+00;1.055e+00;1.000e+00
57;2.048e-02;1.064e+00;1.095e+00;2.255e-03;1.029e+00;2.120e-03;1.076e+00;1.000e+01;1.044e+00;-3.662e-02;1.059e+00;1.000e+00;1.045e+00;1.000e+00
58;2.233e-02;1.065e+00;1.086e+00;1.227e-03;1.020e+00;1.153e-03;1.076e+00;1.000e+01;1.035e+00;-3.504e-02;1.059e+00;1.000e+00;1.036e+00;1.000e+00
59;2.417e-02;1.065e+00;1.078e+00;1.122e-04;1.012e+00;1.053e-04;1.076e+00;1.000e+01;1.027e+00;-3.344e-02;1.059e+00;1.000e+00;1.028e+00;1.000e+00
60;2.601e-02;1.066e+00;1.070e+00;-1.048e-03;1.004e+00;-9.831e-04;1.076e+00;1.000e+01;1.020e+00;-3.185e-02;1.059e+00;1.000e+00;1.020e+00;1.000e+00
61;2.779e-02;1.066e+00;1.063e+00;-2.175e-03;9.977e-01;-2.041e-03;1.076e+00;1.000e+01;1.013e+00;-3.035e-02;1.059e+00;1.000e+00;1.014e+00;1.000e+00
62;2.779e-02;1.066e+00;1.063e+00;-2.178e-03;9.977e-01;-2.043e-03;1.076e+00;1.000e+01;1.013e+00;-3.035e-02;1.059e+00;1.000e+00;1.014e+00;1.000e+00
63;2.779e-02;1.066e+00;1.063e+00;-2.178e-03;9.977e-01;-2.044e-03;1.076e+00;1.000e+01;1.013e+00;-3.035e-02;1.059e+00;1.000e+00;1.014e+00;1.000e+00
64;2.779e-02;1.066e+00;1.063e+00;-2.179e-03;9.977e-01;-2.044e-03;1.076e+00;1.000e+01;1.013e+00;-3.035e-02;1.059e+00;1.000e+00;1.014e+00;1.000e+00
65;2.779e-02;1.066e+00;1.063e+00;-2.181e-03;9.977e-01;-2.046e-03;1.076e+00;1.000e+01;1.013e+00;-3.034e-02;1.059e+00;1.000e+00;1.014e+00;1.000e+00
66;2.780e-02;1.066e+00;1.063e+00;-2.184e-03;9.977e-01;-2.049e-03;1.076e+00;1.000e+01;1.013e+00;-3.034e-02;1.059e+00;1.000e+00;1.014e+00;1.000e+00
67;2.780e-02;1.066e+00;1.063e+00;-2.188e-03;9.976e-01;-2.052e-03;1.076e+00;1.000e+01;1.013e+00;-3.033e-02;1.059e+00;1.000e+00;1.014e+00;1.000e+00
68;2.782e-02;1.066e+00;1.063e+00;-2.198e-03;9.976e-01;-2.062e-03;1.076e+00;1.000e+01;1.013e+00;-3.032e-02;1.059e+00;1.000e+00;1.014e+00;1.000e+00
69;2.785e-02;1.066e+00;1.063e+00;-2.219e-03;9.975e-01;-2.082e-03;1.076e+00;1.000e+01;1.013e+00;-3.029e-02;1.059e+00;1.000e+00;1.013e+00;1.000e+00
70;2.792e-02;1.066e+00;1.063e+00;-2.262e-03;9.972e-01;-2.122e-03;1.076e+00;1.000e+01;1.013e+00;-3.024e-02;1.059e+00;1.000e+00;1.013e+00;1.000e+00
71;2.805e-02;1.066e+00;1.063e+00;-2.343e-03;9.968e-01;-2.198e-03;1.076e+00;1.000e+01;1.012e+00;-3.013e-02;1.059e+00;1.000e+00;1.013e+00;1.000e+00
72;2.830e-02;1.066e+00;1.062e+00;-2.507e-03;9.959e-01;-2.351e-03;1.076e+00;1.000e+01;1.011e+00;-2.992e-02;1.059e+00;1.000e+00;1.012e+00;1.000e+00
73;2.881e-02;1.066e+00;1.060e+00;-2.832e-03;9.941e-01;-2.656e-03;1.076e+00;1.000e+01;1.010e+00;-2.950e-02;1.059e+00;1.000e+00;1.010e+00;1.000e+00
74;2.984e-02;1.066e+00;1.056e+00;-3.473e-03;9.906e-01;-3.257e-03;1.076e+00;1.000e+01;1.006e+00;-2.867e-02;1.059e+00;1.000e+00;1.007e+00;1.000e+00
75;3.188e-02;1.067e+00;1.050e+00;-4.716e-03;9.841e-01;-4.422e-03;1.076e+00;1.000e+01;9.997e-01;-2.709e-02;1.059e+00;1.000e+00;1.000e+00;1.000e+00
76;3.393e-02;1.067e+00;1.044e+00;-5.892e-03;9.783e-01;-5.523e-03;1.075e+00;1.000e+01;9.939e-01;-2.561e-02;1.059e+00;1.000e+00;9.942e-01;1.000e+00
77;3.803e-02;1.067e+00;1.033e+00;-8.003e-03;9.679e-01;-7.500e-03;1.075e+00;1.000e+01;9.836e-01;-2.299e-02;1.059e+00;1.000e+00;9.839e-01;1.000e+00
78;4.172e-02;1.067e+00;1.025e+00;-9.621e-03;9.602e-01;-9.014e-03;1.075e+00;1.000e+01;9.759e-01;-2.099e-02;1.059e+00;1.000e+00;9.761e-01;1.000e+00
79;4.540e-02;1.068e+00;1.018e+00;-1.098e-02;9.536e-01;-1.028e-02;1.074e+00;1.000e+01;9.694e-01;-1.932e-02;1.059e+00;1.000e+00;9.696e-01;1.000e+00
80;4.909e-02;1.068e+00;1.012e+00;-1.209e-02;9.481e-01;-1.133e-02;1.074e+00;1.000e+01;9.639e-01;-1.794e-02;1.059e+00;1.000e+00;9.641e-01;1.000e+00
81;5.153e-02;1.068e+00;1.009e+00;-1.272e-02;9.450e-01;-1.191e-02;1.074e+00;1.000e+01;9.608e-01;-1.717e-02;1.059e+00;1.000e+00;9.609e-01;1.000e+00
82;5.153e-02;1.068e+00;1.009e+00;-1.272e-02;9.450e-01;-1.191e-02;1.074e+00;1.000e+01;9.608e-01;-1.717e-02;1.059e+00;1.000e+00;9.609e-01;1.000e+00
83;5.153e-02;1.068e+00;1.009e+00;-1.272e-02;9.450e-01;-1.191e-02;1.074e+00;1.000e+01;9.608e-01;-1.717e-02;1.059e+00;1.000e+00;9.609e-01;1.000e+00
84;5.153e-02;1.068e+00;1.009e+00;-1.272e-02;9.450e-01;-1.191e-02;1.074e+00;1.000e+01;9.608e-01;-1.717e-02;1.059e+00;1.000e+00;9.609e-01;1.000e+00
85;5.153e-02;1.068e+00;1.009e+00;-1.272e-02;9.450e-01;-1.191e-02;1.074e+00;1.000e+01;9.608e-01;-1.717e-02;1.059e+00;1.000e+00;9.609e-01;1.000e+00
86;5.154e-02;1.068e+00;1.009e+00;-1.272e-02;9.450e-01;-1.191e-02;1.074e+00;1.000e+01;9.608e-01;-1.716e-02;1.059e+00;1.000e+00;9.609e-01;1.000e+00
87;5.156e-02;1.068e+00;1.009e+00;-1.273e-02;9.449e-01;-1.192e-02;1.074e+00;1.000e+01;9.608e-01;-1.716e-02;1.059e+00;1.000e+00;9.609e-01;1.000e+00
88;5.159e-02;1.068e+00;1.009e+00;-1.273e-02;9.449e-01;-1.192e-02;1.074e+00;1.000e+01;9.607e-01;-1.715e-02;1.059e+00;1.000e+00;9.609e-01;1.000e+00
89;5.165e-02;1.068e+00;1.009e+00;-1.275e-02;9.448e-01;-1.194e-02;1.074e+00;1.000e+01;9.606e-01;-1.713e-02;1.059e+00;1.000e+00;9.608e-01;1.000e+00
90;5.178e-02;1.068e+00;1.009e+00;-1.278e-02;9.447e-01;-1.197e-02;1.074e+00;1.000e+01;9.605e-01;-1.709e-02;1.059e+00;1.000e+00;9.606e-01;1.000e+00
91;5.204e-02;1.068e+00;1.008e+00;-1.284e-02;9.444e-01;-1.202e-02;1.074e+00;1.000e+01;9.602e-01;-1.702e-02;1.059e+00;1.000e+00;9.603e-01;1.000e+00
92;5.255e-02;1.068e+00;1.008e+00;-1.295e-02;9.438e-01;-1.213e-02;1.074e+00;1.000e+01;9.596e-01;-1.688e-02;1.059e+00;1.000e+00;9.597e-01;1.000e+00
93;5.357e-02;1.068e+00;1.007e+00;-1.317e-02;9.426e-01;-1.233e-02;1.074e+00;1.000e+01;9.585e-01;-1.661e-02;1.059e+00;1.000e+00;9.586e-01;1.000e+00
94;5.562e-02;1.068e+00;1.004e+00;-1.357e-02;9.405e-01;-1.271e-02;1.074e+00;1.000e+01;9.563e-01;-1.611e-02;1.059e+00;1.000e+00;9.565e-01;1.000e+00
95;5.767e-02;1.068e+00;1.002e+00;-1.393e-02;9.385e-01;-1.304e-02;1.074e+00;1.000e+01;9.544e-01;-1.566e-02;1.059e+00;1.000e+00;9.545e-01;1.000e+00
96;6.177e-02;1.068e+00;9.990e-01;-1.453e-02;9.352e-01;-1.360e-02;1.073e+00;1.000e+01;9.510e-01;-1.490e-02;1.059e+00;1.000e+00;9.511e-01;1.000e+00
97;6.545e-02;1.068e+00;9.963e-01;-1.496e-02;9.326e-01;-1.401e-02;1.073e+00;1.000e+01;9.485e-01;-1.435e-02;1.059e+00;1.000e+00;9.486e-01;1.000e+00
98;6.914e-02;1.068e+00;9.941e-01;-1.532e-02;9.305e-01;-1.434e-02;1.073e+00;1.000e+01;9.464e-01;-1.390e-02;1.059e+00;1.000e+00;9.465e-01;1.000e+00
99;7.282e-02;1.068e+00;9.923e-01;-1.560e-02;9.287e-01;-1.460e-02;1.073e+00;1.000e+01;9.446e-01;-1.353e-02;1.059e+00;1.000e+00;9.447e-01;1.000e+00
100;7.651e-02;1.069e+00;9.908e-01;-1.584e-02;9.272e-01;-1.482e-02;1.073e+00;1.000e+01;9.431e-01;-1.323e-02;1.059e+00;1.000e+00;9.432e-01;1.000e+00
101;8.020e-02;1.069e+00;9.895e-01;-1.604e-02;9.259e-01;-1.501e-02;1.073e+00;1.000e+01;9.418e-01;-1.298e-02;1.059e+00;1.000e+00;9.419e-01;1.000e+00
102;8.388e-02;1.069e+00;9.884e-01;-1.620e-02;9.249e-01;-1.516e-02;1.073e+00;1.000e+01;9.408e-01;-1.277e-02;1.059e+00;1.000e+00;9.409e-01;1.000e+00
103;8.757e-02;1.069e+00;9.875e-01;-1.633e-02;9.240e-01;-1.528e-02;1.073e+00;1.000e+01;9.399e-01;-1.260e-02;1.059e+00;1.000e+00;9.400e-01;1.000e+00
104;9.126e-02;1.069e+00;9.867e-01;-1.645e-02;9.233e-01;-1.539e-02;1.073e+00;1.000e+01;9.392e-01;-1.246e-02;1.059e+00;1.000e+00;9.392e-01;1.000e+00
105;9.494e-02;1.069e+00;9.861e-01;-1.654e-02;9.226e-01;-1.548e-02;1.073e+00;1.000e+01;9.385e-01;-1.234e-02;1.059e+00;1.000e+00;9.386e-01;1.000e+00
106;1.023e-01;1.069e+00;9.851e-01;-1.670e-02;9.216e-01;-1.562e-02;1.073e+00;1.000e+01;9.376e-01;-1.216e-02;1.059e+00;1.000e+00;9.376e-01;1.000e+00
107;1.097e-01;1.069e+00;9.843e-01;-1.680e-02;9.210e-01;-1.572e-02;1.073e+00;1.000e+01;9.369e-01;-1.203e-02;1.059e+00;1.000e+00;9.369e-01;1.000e+00
108;1.171e-01;1.069e+00;9.838e-01;-1.688e-02;9.205e-01;-1.579e-02;1.073e+00;1.000e+01;9.364e-01;-1.195e-02;1.059e+00;1.000e+00;9.365e-01;1.000e+00
109;1.244e-01;1.069e+00;9.835e-01;-1.693e-02;9.201e-01;-1.584e-02;1.073e+00;1.000e+01;9.360e-01;-1.190e-02;1.059e+00;1.000e+00;9.361e-01;1.000e+00
110;1.318e-01;1.069e+00;9.833e-01;-1.696e-02;9.199e-01;-1.587e-02;1.073e+00;1.000e+01;9.358e-01;-1.186e-02;1.059e+00;1.000e+00;9.359e-01;1.000e+00
111;1.392e-01;1.069e+00;9.831e-01;-1.699e-02;9.197e-01;-1.590e-02;1.073e+00;1.000e+01;9.356e-01;-1.184e-02;1.059e+00;1.000e+00;9.357e-01;1.000e+00
112;1.466e-01;1.069e+00;9.830e-01;-1.701e-02;9.196e-01;-1.591e-02;1.073e+00;1.000e+01;9.355e-01;-1.183e-02;1.059e+00;1.000e+00;9.356e-01;1.000e+00
113;1.539e-01;1.069e+00;9.829e-01;-1.702e-02;9.195e-01;-1.592e-02;1.073e+00;1.000e+01;9.354e-01;-1.183e-02;1.059e+00;1.000e+00;9.355e-01;1.000e+00
114;1.613e-01;1.069e+00;9.828e-01;-1.703e-02;9.195e-01;-1.593e-02;1.073e+00;1.000e+01;9.354e-01;-1.183e-02;1.059e+00;1.000e+00;9.355e-01;1.000e+00
115;1.687e-01;1.069e+00;9.828e-01;-1.704e-02;9.194e-01;-1.594e-02;1.073e+00;1.000e+01;9.354e-01;-1.183e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
116;1.760e-01;1.069e+00;9.828e-01;-1.704e-02;9.194e-01;-1.595e-02;1.073e+00;1.000e+01;9.353e-01;-1.183e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
117;1.834e-01;1.069e+00;9.827e-01;-1.705e-02;9.194e-01;-1.595e-02;1.073e+00;1.000e+01;9.353e-01;-1.184e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
118;1.908e-01;1.069e+00;9.827e-01;-1.706e-02;9.194e-01;-1.596e-02;1.073e+00;1.000e+01;9.353e-01;-1.184e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
119;1.982e-01;1.069e+00;9.827e-01;-1.706e-02;9.194e-01;-1.596e-02;1.073e+00;1.000e+01;9.353e-01;-1.184e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
120;1.982e-01;1.069e+00;9.827e-01;-1.706e-02;9.194e-01;-1.596e-02;1.073e+00;1.000e+01;9.353e-01;-1.184e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
121;1.982e-01;1.069e+00;9.827e-01;-1.706e-02;9.194e-01;-1.596e-02;1.073e+00;1.000e+01;9.353e-01;-1.184e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
122;1.982e-01;1.069e+00;9.827e-01;-1.706e-02;9.194e-01;-1.596e-02;1.073e+00;1.000e+01;9.353e-01;-1.184e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
123;1.982e-01;1.069e+00;9.827e-01;-1.706e-02;9.194e-01;-1.596e-02;1.073e+00;1.000e+01;9.353e-01;-1.184e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
124;1.982e-01;1.069e+00;9.827e-01;-1.706e-02;9.194e-01;-1.596e-02;1.073e+00;1.000e+01;9.353e-01;-1.184e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
125;1.982e-01;1.069e+00;9.827e-01;-1.706e-02;9.194e-01;-1.596e-02;1.073e+00;1.000e+01;9.353e-01;-1.184e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
126;1.982e-01;1.069e+00;9.827e-01;-1.706e-02;9.194e-01;-1.596e-02;1.073e+00;1.000e+01;9.353e-01;-1.184e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
127;1.982e-01;1.069e+00;9.827e-01;-1.706e-02;9.194e-01;-1.596e-02;1.073e+00;1.000e+01;9.353e-01;-1.184e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
128;1.983e-01;1.069e+00;9.827e-01;-1.706e-02;9.194e-01;-1.596e-02;1.073e+00;1.000e+01;9.353e-01;-1.184e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
129;1.984e-01;1.069e+00;9.827e-01;-1.706e-02;9.194e-01;-1.596e-02;1.073e+00;1.000e+01;9.353e-01;-1.184e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
130;1.987e-01;1.069e+00;9.827e-01;-1.706e-02;9.194e-01;-1.596e-02;1.073e+00;1.000e+01;9.353e-01;-1.184e-02;1.059e+00;1.000e+00;9.354e-01;1.000e+00
