time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_InjectedCurrent
0.013455000;1.055e+00;1.137e+00;7.338e-03;1.079e+00;6.958e-03;1.055e+00;1.000e+01;1.250e+00;1.045e+00;1.078e+00;-3.248e-02;1.079e+00
0.013457000;1.055e+00;1.137e+00;7.338e-03;1.079e+00;6.958e-03;1.055e+00;1.000e+01;1.250e+00;1.045e+00;1.078e+00;-3.248e-02;1.079e+00
0.013461000;1.055e+00;1.137e+00;7.338e-03;1.078e+00;6.958e-03;1.055e+00;1.000e+01;1.250e+00;1.045e+00;1.078e+00;-3.248e-02;1.079e+00
0.013469000;1.055e+00;1.137e+00;7.338e-03;1.078e+00;6.958e-03;1.055e+00;1.000e+01;1.250e+00;1.045e+00;1.078e+00;-3.248e-02;1.078e+00
0.013485000;1.055e+00;1.137e+00;7.340e-03;1.078e+00;6.960e-03;1.055e+00;1.000e+01;1.250e+00;1.045e+00;1.078e+00;-3.247e-02;1.078e+00
0.013517000;1.055e+00;1.137e+00;7.341e-03;1.078e+00;6.960e-03;1.055e+00;1.000e+01;1.250e+00;1.045e+00;1.078e+00;-3.247e-02;1.078e+00
0.013581000;1.055e+00;1.137e+00;7.343e-03;1.078e+00;6.962e-03;1.056e+00;1.000e+01;1.250e+00;1.045e+00;1.077e+00;-3.246e-02;1.078e+00
0.013709000;1.055e+00;1.136e+00;7.348e-03;1.077e+00;6.966e-03;1.056e+00;1.000e+01;1.250e+00;1.045e+00;1.076e+00;-3.243e-02;1.077e+00
0.013965000;1.055e+00;1.134e+00;7.352e-03;1.075e+00;6.969e-03;1.056e+00;1.000e+01;1.250e+00;1.045e+00;1.075e+00;-3.237e-02;1.075e+00
0.014477000;1.055e+00;1.131e+00;7.346e-03;1.072e+00;6.961e-03;1.056e+00;1.000e+01;1.250e+00;1.045e+00;1.072e+00;-3.225e-02;1.072e+00
0.015501000;1.056e+00;1.126e+00;7.265e-03;1.066e+00;6.880e-03;1.057e+00;1.000e+01;1.250e+00;1.045e+00;1.066e+00;-3.194e-02;1.066e+00
0.016525000;1.056e+00;1.120e+00;7.100e-03;1.060e+00;6.720e-03;1.057e+00;1.000e+01;1.250e+00;1.045e+00;1.060e+00;-3.157e-02;1.061e+00
0.017549000;1.057e+00;1.115e+00;6.853e-03;1.055e+00;6.483e-03;1.058e+00;1.000e+01;1.250e+00;1.045e+00;1.055e+00;-3.113e-02;1.055e+00
0.018573000;1.058e+00;1.110e+00;6.531e-03;1.050e+00;6.175e-03;1.058e+00;1.000e+01;1.250e+00;1.045e+00;1.049e+00;-3.063e-02;1.050e+00
0.019597000;1.058e+00;1.106e+00;6.134e-03;1.045e+00;5.797e-03;1.059e+00;1.000e+01;1.250e+00;1.045e+00;1.044e+00;-3.006e-02;1.045e+00
0.020621000;1.059e+00;1.101e+00;5.669e-03;1.040e+00;5.355e-03;1.059e+00;1.000e+01;1.250e+00;1.045e+00;1.040e+00;-2.944e-02;1.040e+00
0.022669000;1.060e+00;1.093e+00;4.548e-03;1.031e+00;4.291e-03;1.061e+00;1.000e+01;1.250e+00;1.045e+00;1.031e+00;-2.805e-02;1.031e+00
0.024513000;1.061e+00;1.086e+00;3.338e-03;1.024e+00;3.147e-03;1.062e+00;1.000e+01;1.250e+00;1.045e+00;1.023e+00;-2.662e-02;1.024e+00
0.026356000;1.062e+00;1.080e+00;1.954e-03;1.017e+00;1.840e-03;1.062e+00;1.000e+01;1.250e+00;1.045e+00;1.017e+00;-2.506e-02;1.017e+00
0.028199000;1.063e+00;1.074e+00;4.154e-04;1.011e+00;3.909e-04;1.063e+00;1.000e+01;1.250e+00;1.045e+00;1.010e+00;-2.337e-02;1.011e+00
0.030042000;1.064e+00;1.069e+00;-1.263e-03;1.005e+00;-1.187e-03;1.064e+00;1.000e+01;1.250e+00;1.045e+00;1.004e+00;-2.158e-02;1.005e+00
0.031885000;1.065e+00;1.064e+00;-3.065e-03;9.993e-01;-2.878e-03;1.065e+00;1.000e+01;1.250e+00;1.045e+00;9.991e-01;-1.968e-02;9.993e-01
0.033729000;1.066e+00;1.060e+00;-4.978e-03;9.943e-01;-4.672e-03;1.066e+00;1.000e+01;1.250e+00;1.045e+00;9.942e-01;-1.769e-02;9.943e-01
0.035572000;1.067e+00;1.056e+00;-6.990e-03;9.897e-01;-6.554e-03;1.067e+00;1.000e+01;1.250e+00;1.045e+00;9.896e-01;-1.563e-02;9.897e-01
0.037415000;1.067e+00;1.052e+00;-9.087e-03;9.854e-01;-8.513e-03;1.068e+00;1.000e+01;1.250e+00;1.045e+00;9.853e-01;-1.351e-02;9.854e-01
0.039258000;1.068e+00;1.048e+00;-1.126e-02;9.814e-01;-1.054e-02;1.069e+00;1.000e+01;1.250e+00;1.045e+00;9.814e-01;-1.132e-02;9.814e-01
0.041101000;1.069e+00;1.045e+00;-1.350e-02;9.776e-01;-1.263e-02;1.069e+00;1.000e+01;1.250e+00;1.045e+00;9.777e-01;-9.092e-03;9.777e-01
0.042945000;1.070e+00;1.042e+00;-1.579e-02;9.742e-01;-1.476e-02;1.070e+00;1.000e+01;1.250e+00;1.045e+00;9.743e-01;-6.820e-03;9.743e-01
0.044788000;1.071e+00;1.040e+00;-1.814e-02;9.709e-01;-1.693e-02;1.071e+00;1.000e+01;1.250e+00;1.045e+00;9.711e-01;-4.514e-03;9.711e-01
0.046631000;1.072e+00;1.037e+00;-2.052e-02;9.679e-01;-1.915e-02;1.072e+00;1.000e+01;1.250e+00;1.045e+00;9.681e-01;-2.180e-03;9.681e-01
0.048474000;1.073e+00;1.035e+00;-2.294e-02;9.651e-01;-2.139e-02;1.073e+00;1.000e+01;1.250e+00;1.045e+00;9.653e-01;1.760e-04;9.653e-01
0.050317000;1.073e+00;1.033e+00;-2.539e-02;9.624e-01;-2.365e-02;1.073e+00;1.000e+01;1.250e+00;1.045e+00;9.627e-01;2.550e-03;9.627e-01
0.052161000;1.074e+00;1.031e+00;-2.786e-02;9.600e-01;-2.593e-02;1.074e+00;1.000e+01;1.250e+00;1.045e+00;9.603e-01;4.935e-03;9.603e-01
0.054004000;1.075e+00;1.030e+00;-3.035e-02;9.576e-01;-2.823e-02;1.075e+00;1.000e+01;1.250e+00;1.045e+00;9.580e-01;7.329e-03;9.580e-01
0.055847000;1.076e+00;1.028e+00;-3.285e-02;9.554e-01;-3.054e-02;1.076e+00;1.000e+01;1.250e+00;1.045e+00;9.559e-01;9.728e-03;9.559e-01
0.057690000;1.077e+00;1.026e+00;-3.536e-02;9.534e-01;-3.285e-02;1.076e+00;1.000e+01;1.250e+00;1.045e+00;9.539e-01;1.213e-02;9.539e-01
0.061377000;1.078e+00;1.024e+00;-4.040e-02;9.496e-01;-3.747e-02;1.078e+00;1.000e+01;1.250e+00;1.045e+00;9.502e-01;1.692e-02;9.503e-01
0.065063000;1.080e+00;1.022e+00;-4.544e-02;9.462e-01;-4.208e-02;1.079e+00;1.000e+01;1.250e+00;1.045e+00;9.469e-01;2.168e-02;9.471e-01
0.068749000;1.081e+00;1.020e+00;-5.045e-02;9.431e-01;-4.667e-02;1.081e+00;1.000e+01;1.250e+00;1.045e+00;9.439e-01;2.640e-02;9.443e-01
0.072436000;1.083e+00;1.018e+00;-5.544e-02;9.404e-01;-5.121e-02;1.082e+00;1.000e+01;1.250e+00;1.045e+00;9.413e-01;3.107e-02;9.418e-01
0.076122000;1.084e+00;1.017e+00;-6.037e-02;9.379e-01;-5.569e-02;1.083e+00;1.000e+01;1.250e+00;1.045e+00;9.389e-01;3.567e-02;9.395e-01
0.079809000;1.085e+00;1.015e+00;-6.524e-02;9.356e-01;-6.011e-02;1.084e+00;1.000e+01;1.250e+00;1.045e+00;9.367e-01;4.020e-02;9.375e-01
0.087181000;1.088e+00;1.013e+00;-7.477e-02;9.315e-01;-6.873e-02;1.087e+00;1.000e+01;1.250e+00;1.045e+00;9.327e-01;4.902e-02;9.340e-01
0.094554000;1.090e+00;1.012e+00;-8.399e-02;9.280e-01;-7.703e-02;1.089e+00;1.000e+01;1.250e+00;1.045e+00;9.294e-01;5.751e-02;9.312e-01
0.101927000;1.093e+00;1.011e+00;-9.288e-02;9.249e-01;-8.500e-02;1.091e+00;1.000e+01;1.250e+00;1.045e+00;9.264e-01;6.564e-02;9.288e-01
0.109300000;1.095e+00;1.010e+00;-1.014e-01;9.221e-01;-9.263e-02;1.093e+00;1.000e+01;1.250e+00;1.045e+00;9.238e-01;7.342e-02;9.267e-01
0.119300000;1.098e+00;1.009e+00;-1.125e-01;9.187e-01;-1.024e-01;1.096e+00;1.000e+01;1.250e+00;1.045e+00;9.207e-01;8.342e-02;9.244e-01
0.129300000;1.100e+00;1.008e+00;-1.229e-01;9.158e-01;-1.117e-01;1.098e+00;1.000e+01;1.250e+00;1.045e+00;9.179e-01;9.280e-02;9.226e-01
0.137014000;1.102e+00;1.007e+00;-1.305e-01;9.137e-01;-1.184e-01;1.100e+00;1.000e+01;1.250e+00;1.045e+00;9.159e-01;9.964e-02;9.213e-01
0.137015000;1.102e+00;1.007e+00;-1.305e-01;9.137e-01;-1.184e-01;1.100e+00;1.000e+01;1.250e+00;1.045e+00;9.159e-01;9.964e-02;9.213e-01
0.137016000;1.102e+00;1.007e+00;-1.305e-01;9.137e-01;-1.184e-01;1.100e+00;1.000e+01;1.250e+00;1.045e+00;9.159e-01;9.964e-02;9.213e-01
0.137018000;1.102e+00;1.007e+00;-1.305e-01;9.137e-01;-1.184e-01;1.100e+00;1.000e+01;1.250e+00;1.045e+00;9.159e-01;9.965e-02;9.213e-01
0.137022000;1.102e+00;1.007e+00;-1.305e-01;9.137e-01;-1.184e-01;1.100e+00;1.000e+01;1.250e+00;1.045e+00;9.159e-01;9.965e-02;9.213e-01
0.137030000;1.102e+00;1.007e+00;-1.305e-01;9.137e-01;-1.184e-01;1.100e+00;1.000e+01;1.250e+00;1.045e+00;9.159e-01;9.966e-02;9.213e-01
0.137046000;1.102e+00;1.007e+00;-1.305e-01;9.137e-01;-1.184e-01;1.100e+00;1.000e+01;1.250e+00;1.045e+00;9.159e-01;9.967e-02;9.213e-01
0.137078000;1.102e+00;1.007e+00;-1.306e-01;9.137e-01;-1.184e-01;1.100e+00;1.000e+01;1.250e+00;1.045e+00;9.159e-01;9.970e-02;9.213e-01
0.137142000;1.102e+00;1.007e+00;-1.306e-01;9.137e-01;-1.185e-01;1.100e+00;1.000e+01;1.250e+00;1.045e+00;9.159e-01;9.975e-02;9.213e-01
0.137270000;1.102e+00;1.007e+00;-1.308e-01;9.136e-01;-1.186e-01;1.100e+00;1.000e+01;1.250e+00;1.045e+00;9.159e-01;9.986e-02;9.213e-01
0.137526000;1.103e+00;1.007e+00;-1.310e-01;9.136e-01;-1.188e-01;1.100e+00;1.000e+01;1.250e+00;1.045e+00;9.158e-01;1.001e-01;9.213e-01
0.138038000;1.103e+00;1.007e+00;-1.315e-01;9.134e-01;-1.193e-01;1.100e+00;1.000e+01;1.250e+00;1.045e+00;9.157e-01;1.005e-01;9.212e-01
0.139062000;1.103e+00;1.007e+00;-1.325e-01;9.132e-01;-1.201e-01;1.100e+00;1.000e+01;1.250e+00;1.045e+00;9.154e-01;1.014e-01;9.210e-01
0.141110000;1.103e+00;1.007e+00;-1.344e-01;9.127e-01;-1.218e-01;1.101e+00;1.000e+01;1.250e+00;1.045e+00;9.150e-01;1.031e-01;9.207e-01
0.145206000;1.104e+00;1.007e+00;-1.382e-01;9.116e-01;-1.251e-01;1.102e+00;1.000e+01;1.250e+00;1.045e+00;9.140e-01;1.065e-01;9.202e-01
0.153398000;1.106e+00;1.006e+00;-1.454e-01;9.097e-01;-1.314e-01;1.103e+00;1.000e+01;1.250e+00;1.045e+00;9.122e-01;1.129e-01;9.192e-01
0.161590000;1.108e+00;1.006e+00;-1.521e-01;9.080e-01;-1.373e-01;1.105e+00;1.000e+01;1.250e+00;1.045e+00;9.106e-01;1.189e-01;9.183e-01
0.169782000;1.109e+00;1.005e+00;-1.585e-01;9.063e-01;-1.428e-01;1.106e+00;1.000e+01;1.250e+00;1.045e+00;9.090e-01;1.245e-01;9.175e-01
0.177974000;1.111e+00;1.005e+00;-1.644e-01;9.048e-01;-1.480e-01;1.108e+00;1.000e+01;1.250e+00;1.045e+00;9.075e-01;1.298e-01;9.168e-01
0.187974000;1.113e+00;1.005e+00;-1.712e-01;9.030e-01;-1.539e-01;1.109e+00;1.000e+01;1.250e+00;1.045e+00;9.059e-01;1.358e-01;9.160e-01
0.197974000;1.114e+00;1.004e+00;-1.775e-01;9.014e-01;-1.593e-01;1.111e+00;1.000e+01;1.250e+00;1.045e+00;9.044e-01;1.413e-01;9.154e-01
0.207974000;1.116e+00;1.004e+00;-1.833e-01;8.999e-01;-1.643e-01;1.112e+00;1.000e+01;1.250e+00;1.045e+00;9.030e-01;1.464e-01;9.148e-01
0.217974000;1.117e+00;1.004e+00;-1.887e-01;8.986e-01;-1.689e-01;1.113e+00;1.000e+01;1.250e+00;1.045e+00;9.017e-01;1.510e-01;9.143e-01
0.227974000;1.118e+00;1.003e+00;-1.937e-01;8.973e-01;-1.732e-01;1.114e+00;1.000e+01;1.250e+00;1.045e+00;9.006e-01;1.554e-01;9.139e-01
0.237974000;1.119e+00;1.003e+00;-1.982e-01;8.962e-01;-1.771e-01;1.115e+00;1.000e+01;1.250e+00;1.045e+00;8.995e-01;1.594e-01;9.135e-01
0.247974000;1.120e+00;1.003e+00;-2.025e-01;8.951e-01;-1.807e-01;1.116e+00;1.000e+01;1.250e+00;1.045e+00;8.985e-01;1.631e-01;9.132e-01
0.257974000;1.121e+00;1.003e+00;-2.064e-01;8.941e-01;-1.841e-01;1.117e+00;1.000e+01;1.250e+00;1.045e+00;8.976e-01;1.664e-01;9.129e-01
0.267974000;1.122e+00;1.002e+00;-2.100e-01;8.932e-01;-1.872e-01;1.118e+00;1.000e+01;1.250e+00;1.045e+00;8.967e-01;1.696e-01;9.126e-01
0.277974000;1.123e+00;1.002e+00;-2.134e-01;8.924e-01;-1.900e-01;1.119e+00;1.000e+01;1.250e+00;1.045e+00;8.960e-01;1.725e-01;9.124e-01
0.287974000;1.124e+00;1.002e+00;-2.165e-01;8.917e-01;-1.926e-01;1.119e+00;1.000e+01;1.250e+00;1.045e+00;8.953e-01;1.751e-01;9.122e-01
0.297974000;1.124e+00;1.002e+00;-2.193e-01;8.910e-01;-1.950e-01;1.120e+00;1.000e+01;1.250e+00;1.045e+00;8.946e-01;1.776e-01;9.121e-01
0.307974000;1.125e+00;1.002e+00;-2.219e-01;8.903e-01;-1.973e-01;1.121e+00;1.000e+01;1.250e+00;1.045e+00;8.940e-01;1.799e-01;9.119e-01
0.317974000;1.126e+00;1.001e+00;-2.244e-01;8.897e-01;-1.993e-01;1.121e+00;1.000e+01;1.250e+00;1.045e+00;8.934e-01;1.819e-01;9.118e-01
0.327974000;1.126e+00;1.001e+00;-2.266e-01;8.892e-01;-2.012e-01;1.122e+00;1.000e+01;1.250e+00;1.045e+00;8.929e-01;1.839e-01;9.117e-01
0.337974000;1.127e+00;1.001e+00;-2.287e-01;8.887e-01;-2.030e-01;1.122e+00;1.000e+01;1.250e+00;1.045e+00;8.925e-01;1.856e-01;9.116e-01
0.347974000;1.127e+00;1.001e+00;-2.306e-01;8.882e-01;-2.046e-01;1.123e+00;1.000e+01;1.250e+00;1.045e+00;8.920e-01;1.873e-01;9.115e-01
0.357974000;1.128e+00;1.001e+00;-2.323e-01;8.878e-01;-2.061e-01;1.123e+00;1.000e+01;1.250e+00;1.045e+00;8.916e-01;1.888e-01;9.114e-01
0.367974000;1.128e+00;1.001e+00;-2.340e-01;8.874e-01;-2.074e-01;1.123e+00;1.000e+01;1.250e+00;1.045e+00;8.912e-01;1.902e-01;9.113e-01
0.377974000;1.128e+00;1.001e+00;-2.355e-01;8.870e-01;-2.087e-01;1.124e+00;1.000e+01;1.250e+00;1.045e+00;8.909e-01;1.915e-01;9.113e-01
0.387974000;1.129e+00;1.001e+00;-2.368e-01;8.867e-01;-2.099e-01;1.124e+00;1.000e+01;1.250e+00;1.045e+00;8.906e-01;1.926e-01;9.112e-01
0.397974000;1.129e+00;1.001e+00;-2.381e-01;8.864e-01;-2.109e-01;1.124e+00;1.000e+01;1.250e+00;1.045e+00;8.903e-01;1.937e-01;9.111e-01
0.407974000;1.129e+00;1.001e+00;-2.393e-01;8.861e-01;-2.119e-01;1.124e+00;1.000e+01;1.250e+00;1.045e+00;8.900e-01;1.947e-01;9.111e-01
0.417974000;1.129e+00;1.001e+00;-2.404e-01;8.859e-01;-2.128e-01;1.125e+00;1.000e+01;1.250e+00;1.045e+00;8.898e-01;1.957e-01;9.111e-01
0.427974000;1.130e+00;1.000e+00;-2.414e-01;8.856e-01;-2.137e-01;1.125e+00;1.000e+01;1.250e+00;1.045e+00;8.896e-01;1.965e-01;9.110e-01
0.437974000;1.130e+00;1.000e+00;-2.423e-01;8.854e-01;-2.144e-01;1.125e+00;1.000e+01;1.250e+00;1.045e+00;8.894e-01;1.973e-01;9.110e-01
0.447974000;1.130e+00;1.000e+00;-2.431e-01;8.852e-01;-2.151e-01;1.125e+00;1.000e+01;1.250e+00;1.045e+00;8.892e-01;1.980e-01;9.110e-01
0.457974000;1.130e+00;1.000e+00;-2.439e-01;8.850e-01;-2.158e-01;1.125e+00;1.000e+01;1.250e+00;1.045e+00;8.890e-01;1.987e-01;9.109e-01
0.467974000;1.130e+00;1.000e+00;-2.446e-01;8.848e-01;-2.164e-01;1.126e+00;1.000e+01;1.250e+00;1.045e+00;8.888e-01;1.993e-01;9.109e-01
0.477974000;1.131e+00;1.000e+00;-2.453e-01;8.847e-01;-2.170e-01;1.126e+00;1.000e+01;1.250e+00;1.045e+00;8.887e-01;1.999e-01;9.109e-01
0.487974000;1.131e+00;1.000e+00;-2.459e-01;8.845e-01;-2.175e-01;1.126e+00;1.000e+01;1.250e+00;1.045e+00;8.886e-01;2.004e-01;9.109e-01
0.497974000;1.131e+00;1.000e+00;-2.465e-01;8.844e-01;-2.180e-01;1.126e+00;1.000e+01;1.250e+00;1.045e+00;8.884e-01;2.009e-01;9.109e-01
0.507974000;1.131e+00;1.000e+00;-2.470e-01;8.843e-01;-2.184e-01;1.126e+00;1.000e+01;1.250e+00;1.045e+00;8.883e-01;2.013e-01;9.108e-01
0.517974000;1.131e+00;1.000e+00;-2.475e-01;8.842e-01;-2.188e-01;1.126e+00;1.000e+01;1.250e+00;1.045e+00;8.882e-01;2.017e-01;9.108e-01
0.527974000;1.131e+00;1.000e+00;-2.479e-01;8.840e-01;-2.192e-01;1.126e+00;1.000e+01;1.250e+00;1.045e+00;8.881e-01;2.021e-01;9.108e-01
0.537974000;1.131e+00;1.000e+00;-2.483e-01;8.840e-01;-2.195e-01;1.126e+00;1.000e+01;1.250e+00;1.045e+00;8.880e-01;2.024e-01;9.108e-01
0.547974000;1.131e+00;1.000e+00;-2.487e-01;8.839e-01;-2.198e-01;1.127e+00;1.000e+01;1.250e+00;1.045e+00;8.879e-01;2.028e-01;9.108e-01
0.557974000;1.132e+00;1.000e+00;-2.491e-01;8.838e-01;-2.201e-01;1.127e+00;1.000e+01;1.250e+00;1.045e+00;8.879e-01;2.031e-01;9.108e-01
0.567974000;1.132e+00;1.000e+00;-2.494e-01;8.837e-01;-2.204e-01;1.127e+00;1.000e+01;1.250e+00;1.045e+00;8.878e-01;2.033e-01;9.108e-01
0.577974000;1.132e+00;1.000e+00;-2.497e-01;8.836e-01;-2.206e-01;1.127e+00;1.000e+01;1.250e+00;1.045e+00;8.877e-01;2.036e-01;9.108e-01
0.587974000;1.132e+00;1.000e+00;-2.499e-01;8.836e-01;-2.208e-01;1.127e+00;1.000e+01;1.250e+00;1.045e+00;8.877e-01;2.038e-01;9.108e-01
0.597974000;1.132e+00;9.999e-01;-2.502e-01;8.835e-01;-2.211e-01;1.127e+00;1.000e+01;1.250e+00;1.045e+00;8.876e-01;2.040e-01;9.107e-01
0.607974000;1.132e+00;9.999e-01;-2.504e-01;8.835e-01;-2.212e-01;1.127e+00;1.000e+01;1.250e+00;1.045e+00;8.875e-01;2.042e-01;9.107e-01
0.617974000;1.132e+00;9.999e-01;-2.506e-01;8.834e-01;-2.214e-01;1.127e+00;1.000e+01;1.250e+00;1.045e+00;8.875e-01;2.044e-01;9.107e-01
0.627974000;1.132e+00;9.999e-01;-2.508e-01;8.834e-01;-2.216e-01;1.127e+00;1.000e+01;1.250e+00;1.045e+00;8.875e-01;2.046e-01;9.107e-01
0.637974000;1.132e+00;9.999e-01;-2.510e-01;8.833e-01;-2.217e-01;1.127e+00;1.000e+01;1.250e+00;1.045e+00;8.874e-01;2.047e-01;9.107e-01
0.647974000;1.132e+00;9.999e-01;-2.512e-01;8.833e-01;-2.219e-01;1.127e+00;1.000e+01;1.250e+00;1.045e+00;8.874e-01;2.049e-01;9.107e-01
0.657974000;1.132e+00;9.999e-01;-2.513e-01;8.832e-01;-2.220e-01;1.127e+00;1.000e+01;1.250e+00;1.045e+00;8.873e-01;2.050e-01;9.107e-01
