time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_InjectedCurrent
0.007168000;1.048e+00;-1.179e+00;2.396e-03;-1.125e+00;2.287e-03;1.048e+00;1.000e+01;-1.250e+00;2.101e-02;-1.125e+00;-2.919e-02;1.125e+00
0.008192000;1.048e+00;-1.169e+00;2.455e-03;-1.115e+00;2.342e-03;1.048e+00;1.000e+01;-1.250e+00;2.101e-02;-1.114e+00;-2.875e-02;1.115e+00
0.009216000;1.049e+00;-1.158e+00;2.544e-03;-1.105e+00;2.426e-03;1.049e+00;1.000e+01;-1.250e+00;2.101e-02;-1.104e+00;-2.833e-02;1.105e+00
0.010240000;1.049e+00;-1.148e+00;2.658e-03;-1.094e+00;2.533e-03;1.049e+00;1.000e+01;-1.250e+00;2.101e-02;-1.094e+00;-2.795e-02;1.094e+00
0.011264000;1.050e+00;-1.138e+00;2.792e-03;-1.084e+00;2.660e-03;1.050e+00;1.000e+01;-1.250e+00;2.101e-02;-1.084e+00;-2.759e-02;1.084e+00
0.013312000;1.051e+00;-1.117e+00;3.106e-03;-1.064e+00;2.956e-03;1.051e+00;1.000e+01;-1.250e+00;2.101e-02;-1.063e+00;-2.692e-02;1.064e+00
0.015155000;1.051e+00;-1.099e+00;3.428e-03;-1.045e+00;3.260e-03;1.051e+00;1.000e+01;-1.250e+00;2.101e-02;-1.045e+00;-2.638e-02;1.045e+00
0.016998000;1.052e+00;-1.080e+00;3.779e-03;-1.027e+00;3.592e-03;1.052e+00;1.000e+01;-1.250e+00;2.101e-02;-1.026e+00;-2.587e-02;1.027e+00
0.018842000;1.053e+00;-1.062e+00;4.146e-03;-1.008e+00;3.938e-03;1.053e+00;1.000e+01;-1.250e+00;2.101e-02;-1.008e+00;-2.541e-02;1.008e+00
0.020685000;1.054e+00;-1.043e+00;4.526e-03;-9.898e-01;4.296e-03;1.054e+00;1.000e+01;-1.250e+00;2.101e-02;-9.895e-01;-2.496e-02;9.898e-01
0.020904000;1.054e+00;-1.041e+00;4.573e-03;-9.876e-01;4.340e-03;1.054e+00;1.000e+01;-1.250e+00;2.101e-02;-9.873e-01;-2.491e-02;9.876e-01
0.020905000;1.054e+00;-1.041e+00;4.573e-03;-9.876e-01;4.341e-03;1.054e+00;1.000e+01;-1.250e+00;2.101e-02;-9.873e-01;-2.491e-02;9.876e-01
0.020906000;1.054e+00;-1.041e+00;4.574e-03;-9.876e-01;4.341e-03;1.054e+00;1.000e+01;-1.250e+00;2.101e-02;-9.873e-01;-2.491e-02;9.876e-01
0.020908000;1.054e+00;-1.040e+00;4.574e-03;-9.876e-01;4.341e-03;1.054e+00;1.000e+01;-1.250e+00;2.101e-02;-9.873e-01;-2.491e-02;9.876e-01
0.020912000;1.054e+00;-1.040e+00;4.575e-03;-9.875e-01;4.342e-03;1.054e+00;1.000e+01;-1.250e+00;2.101e-02;-9.872e-01;-2.491e-02;9.875e-01
0.020920000;1.054e+00;-1.040e+00;4.576e-03;-9.874e-01;4.343e-03;1.054e+00;1.000e+01;-1.250e+00;2.101e-02;-9.871e-01;-2.491e-02;9.875e-01
0.020936000;1.054e+00;-1.040e+00;4.579e-03;-9.873e-01;4.346e-03;1.054e+00;1.000e+01;-1.250e+00;2.101e-02;-9.870e-01;-2.490e-02;9.873e-01
0.020968000;1.054e+00;-1.040e+00;4.587e-03;-9.870e-01;4.353e-03;1.054e+00;1.000e+01;-1.250e+00;2.101e-02;-9.867e-01;-2.490e-02;9.870e-01
0.021032000;1.054e+00;-1.039e+00;4.599e-03;-9.863e-01;4.365e-03;1.054e+00;1.000e+01;-1.250e+00;2.101e-02;-9.860e-01;-2.488e-02;9.863e-01
0.021160000;1.054e+00;-1.038e+00;4.625e-03;-9.850e-01;4.390e-03;1.054e+00;1.000e+01;-1.250e+00;2.101e-02;-9.847e-01;-2.485e-02;9.851e-01
0.021416000;1.054e+00;-1.035e+00;4.676e-03;-9.825e-01;4.437e-03;1.054e+00;1.000e+01;-1.250e+00;2.101e-02;-9.822e-01;-2.479e-02;9.825e-01
0.021928000;1.054e+00;-1.030e+00;4.770e-03;-9.774e-01;4.526e-03;1.054e+00;1.000e+01;-1.250e+00;2.101e-02;-9.771e-01;-2.466e-02;9.774e-01
0.022952000;1.054e+00;-1.020e+00;4.932e-03;-9.671e-01;4.678e-03;1.054e+00;1.000e+01;-1.250e+00;2.101e-02;-9.668e-01;-2.438e-02;9.671e-01
0.025000000;1.055e+00;-9.988e-01;5.163e-03;-9.466e-01;4.893e-03;1.055e+00;1.000e+01;-1.250e+00;2.101e-02;-9.463e-01;-2.374e-02;9.466e-01
0.027048000;1.056e+00;-9.778e-01;5.283e-03;-9.261e-01;5.003e-03;1.056e+00;1.000e+01;-1.250e+00;2.101e-02;-9.259e-01;-2.302e-02;9.261e-01
0.029096000;1.057e+00;-9.569e-01;5.310e-03;-9.056e-01;5.026e-03;1.057e+00;1.000e+01;-1.250e+00;2.101e-02;-9.054e-01;-2.223e-02;9.057e-01
0.031144000;1.057e+00;-9.359e-01;5.259e-03;-8.851e-01;4.974e-03;1.057e+00;1.000e+01;-1.250e+00;2.101e-02;-8.849e-01;-2.138e-02;8.852e-01
0.033192000;1.058e+00;-9.148e-01;5.143e-03;-8.646e-01;4.861e-03;1.058e+00;1.000e+01;-1.250e+00;2.101e-02;-8.644e-01;-2.049e-02;8.647e-01
0.035240000;1.059e+00;-8.937e-01;4.968e-03;-8.442e-01;4.693e-03;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-8.439e-01;-1.957e-02;8.442e-01
0.037288000;1.059e+00;-8.726e-01;4.749e-03;-8.237e-01;4.483e-03;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-8.235e-01;-1.862e-02;8.237e-01
0.039336000;1.060e+00;-8.514e-01;4.493e-03;-8.032e-01;4.238e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-8.030e-01;-1.766e-02;8.032e-01
0.041384000;1.061e+00;-8.302e-01;4.206e-03;-7.827e-01;3.965e-03;1.061e+00;1.000e+01;-1.250e+00;2.101e-02;-7.825e-01;-1.668e-02;7.827e-01
0.043432000;1.061e+00;-8.089e-01;3.893e-03;-7.622e-01;3.668e-03;1.061e+00;1.000e+01;-1.250e+00;2.101e-02;-7.620e-01;-1.571e-02;7.622e-01
0.045480000;1.062e+00;-7.876e-01;3.562e-03;-7.417e-01;3.354e-03;1.062e+00;1.000e+01;-1.250e+00;2.101e-02;-7.415e-01;-1.473e-02;7.417e-01
0.047528000;1.062e+00;-7.662e-01;3.218e-03;-7.212e-01;3.029e-03;1.063e+00;1.000e+01;-1.250e+00;2.101e-02;-7.211e-01;-1.377e-02;7.212e-01
0.049576000;1.063e+00;-7.448e-01;2.868e-03;-7.007e-01;2.698e-03;1.063e+00;1.000e+01;-1.250e+00;2.101e-02;-7.006e-01;-1.281e-02;7.007e-01
0.053672000;1.064e+00;-7.019e-01;2.157e-03;-6.597e-01;2.027e-03;1.064e+00;1.000e+01;-1.250e+00;2.101e-02;-6.596e-01;-1.095e-02;6.597e-01
0.057358000;1.065e+00;-6.632e-01;1.526e-03;-6.228e-01;1.434e-03;1.065e+00;1.000e+01;-1.250e+00;2.101e-02;-6.228e-01;-9.353e-03;6.228e-01
0.061045000;1.065e+00;-6.243e-01;9.213e-04;-5.859e-01;8.647e-04;1.065e+00;1.000e+01;-1.250e+00;2.101e-02;-5.859e-01;-7.840e-03;5.859e-01
0.064731000;1.066e+00;-5.853e-01;3.573e-04;-5.491e-01;3.352e-04;1.066e+00;1.000e+01;-1.250e+00;2.101e-02;-5.490e-01;-6.426e-03;5.491e-01
0.068418000;1.067e+00;-5.463e-01;-1.522e-04;-5.122e-01;-1.427e-04;1.066e+00;1.000e+01;-1.250e+00;2.101e-02;-5.122e-01;-5.124e-03;5.122e-01
0.072104000;1.067e+00;-5.071e-01;-5.964e-04;-4.753e-01;-5.590e-04;1.067e+00;1.000e+01;-1.250e+00;2.101e-02;-4.753e-01;-3.944e-03;4.753e-01
0.075790000;1.067e+00;-4.679e-01;-9.670e-04;-4.384e-01;-9.062e-04;1.067e+00;1.000e+01;-1.250e+00;2.101e-02;-4.384e-01;-2.892e-03;4.384e-01
0.079477000;1.067e+00;-4.286e-01;-1.258e-03;-4.016e-01;-1.179e-03;1.067e+00;1.000e+01;-1.250e+00;2.101e-02;-4.016e-01;-1.976e-03;4.016e-01
0.083163000;1.067e+00;-3.892e-01;-1.459e-03;-3.647e-01;-1.367e-03;1.067e+00;1.000e+01;-1.250e+00;2.101e-02;-3.647e-01;-1.202e-03;3.647e-01
0.086850000;1.067e+00;-3.499e-01;-1.569e-03;-3.278e-01;-1.470e-03;1.067e+00;1.000e+01;-1.250e+00;2.101e-02;-3.278e-01;-5.750e-04;3.278e-01
0.090536000;1.067e+00;-3.105e-01;-1.581e-03;-2.910e-01;-1.482e-03;1.067e+00;1.000e+01;-1.250e+00;2.101e-02;-2.910e-01;-9.700e-05;2.910e-01
0.094222000;1.067e+00;-2.710e-01;-1.492e-03;-2.541e-01;-1.399e-03;1.067e+00;1.000e+01;-1.250e+00;2.101e-02;-2.541e-01;2.260e-04;2.541e-01
0.097909000;1.066e+00;-2.316e-01;-1.301e-03;-2.172e-01;-1.220e-03;1.066e+00;1.000e+01;-1.250e+00;2.101e-02;-2.173e-01;3.940e-04;2.173e-01
0.099643000;1.066e+00;-2.131e-01;-1.176e-03;-1.999e-01;-1.103e-03;1.066e+00;1.000e+01;-1.250e+00;2.101e-02;-1.999e-01;4.190e-04;1.999e-01
0.100800000;1.066e+00;-2.012e-01;-1.092e-03;-1.888e-01;-1.025e-03;1.066e+00;1.000e+01;-1.250e+00;2.101e-02;-1.888e-01;4.150e-04;1.888e-01
0.101957000;1.066e+00;-1.899e-01;-1.008e-03;-1.782e-01;-9.460e-04;1.066e+00;1.000e+01;-1.250e+00;2.101e-02;-1.782e-01;3.960e-04;1.782e-01
0.103114000;1.065e+00;-1.792e-01;-9.181e-04;-1.682e-01;-8.618e-04;1.065e+00;1.000e+01;-1.250e+00;2.101e-02;-1.682e-01;3.600e-04;1.682e-01
0.104271000;1.065e+00;-1.691e-01;-8.171e-04;-1.587e-01;-7.671e-04;1.065e+00;1.000e+01;-1.250e+00;2.101e-02;-1.587e-01;3.090e-04;1.587e-01
0.105428000;1.065e+00;-1.595e-01;-7.053e-04;-1.498e-01;-6.622e-04;1.065e+00;1.000e+01;-1.250e+00;2.101e-02;-1.498e-01;2.440e-04;1.498e-01
0.107742000;1.065e+00;-1.420e-01;-4.511e-04;-1.334e-01;-4.237e-04;1.065e+00;1.000e+01;-1.250e+00;2.101e-02;-1.334e-01;7.300e-05;1.334e-01
0.109766000;1.064e+00;-1.283e-01;-1.949e-04;-1.205e-01;-1.831e-04;1.064e+00;1.000e+01;-1.250e+00;2.101e-02;-1.205e-01;-1.180e-04;1.205e-01
0.111790000;1.064e+00;-1.158e-01;8.904e-05;-1.088e-01;8.368e-05;1.064e+00;1.000e+01;-1.250e+00;2.101e-02;-1.088e-01;-3.410e-04;1.088e-01
0.113814000;1.064e+00;-1.046e-01;3.943e-04;-9.833e-02;3.707e-04;1.064e+00;1.000e+01;-1.250e+00;2.101e-02;-9.833e-02;-5.930e-04;9.833e-02
0.115838000;1.064e+00;-9.447e-02;7.218e-04;-8.882e-02;6.786e-04;1.064e+00;1.000e+01;-1.250e+00;2.101e-02;-8.882e-02;-8.700e-04;8.883e-02
0.117861000;1.063e+00;-8.531e-02;1.064e-03;-8.024e-02;1.001e-03;1.063e+00;1.000e+01;-1.250e+00;2.101e-02;-8.023e-02;-1.168e-03;8.024e-02
0.119885000;1.063e+00;-7.705e-02;1.421e-03;-7.248e-02;1.337e-03;1.063e+00;1.000e+01;-1.250e+00;2.101e-02;-7.248e-02;-1.482e-03;7.249e-02
0.121909000;1.063e+00;-6.958e-02;1.790e-03;-6.547e-02;1.684e-03;1.063e+00;1.000e+01;-1.250e+00;2.101e-02;-6.547e-02;-1.809e-03;6.549e-02
0.123933000;1.063e+00;-6.284e-02;2.164e-03;-5.914e-02;2.037e-03;1.063e+00;1.000e+01;-1.250e+00;2.101e-02;-5.914e-02;-2.146e-03;5.918e-02
0.125957000;1.062e+00;-5.676e-02;2.543e-03;-5.343e-02;2.393e-03;1.062e+00;1.000e+01;-1.250e+00;2.101e-02;-5.342e-02;-2.490e-03;5.348e-02
0.127981000;1.062e+00;-5.126e-02;2.924e-03;-4.826e-02;2.753e-03;1.062e+00;1.000e+01;-1.250e+00;2.101e-02;-4.826e-02;-2.837e-03;4.834e-02
0.130005000;1.062e+00;-4.630e-02;3.304e-03;-4.360e-02;3.111e-03;1.062e+00;1.000e+01;-1.250e+00;2.101e-02;-4.359e-02;-3.185e-03;4.371e-02
0.132029000;1.062e+00;-4.181e-02;3.681e-03;-3.938e-02;3.467e-03;1.062e+00;1.000e+01;-1.250e+00;2.101e-02;-3.938e-02;-3.532e-03;3.954e-02
0.134053000;1.062e+00;-3.776e-02;4.056e-03;-3.558e-02;3.820e-03;1.062e+00;1.000e+01;-1.250e+00;2.101e-02;-3.557e-02;-3.876e-03;3.578e-02
0.136077000;1.061e+00;-3.411e-02;4.421e-03;-3.214e-02;4.166e-03;1.061e+00;1.000e+01;-1.250e+00;2.101e-02;-3.213e-02;-4.215e-03;3.241e-02
0.138101000;1.061e+00;-3.081e-02;4.781e-03;-2.903e-02;4.505e-03;1.061e+00;1.000e+01;-1.250e+00;2.101e-02;-2.902e-02;-4.549e-03;2.938e-02
0.140125000;1.061e+00;-2.782e-02;5.131e-03;-2.622e-02;4.836e-03;1.061e+00;1.000e+01;-1.250e+00;2.101e-02;-2.622e-02;-4.875e-03;2.667e-02
0.142149000;1.061e+00;-2.513e-02;5.473e-03;-2.369e-02;5.159e-03;1.061e+00;1.000e+01;-1.250e+00;2.101e-02;-2.368e-02;-5.192e-03;2.425e-02
0.144172000;1.061e+00;-2.270e-02;5.804e-03;-2.140e-02;5.472e-03;1.061e+00;1.000e+01;-1.250e+00;2.101e-02;-2.139e-02;-5.501e-03;2.209e-02
0.146196000;1.061e+00;-2.050e-02;6.123e-03;-1.933e-02;5.773e-03;1.061e+00;1.000e+01;-1.250e+00;2.101e-02;-1.932e-02;-5.800e-03;2.018e-02
0.148220000;1.060e+00;-1.852e-02;6.433e-03;-1.746e-02;6.066e-03;1.061e+00;1.000e+01;-1.250e+00;2.101e-02;-1.746e-02;-6.088e-03;1.849e-02
0.150244000;1.060e+00;-1.673e-02;6.730e-03;-1.578e-02;6.347e-03;1.061e+00;1.000e+01;-1.250e+00;2.101e-02;-1.577e-02;-6.366e-03;1.701e-02
0.152268000;1.060e+00;-1.511e-02;7.014e-03;-1.425e-02;6.615e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-1.425e-02;-6.634e-03;1.571e-02
0.154292000;1.060e+00;-1.365e-02;7.288e-03;-1.288e-02;6.875e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-1.287e-02;-6.890e-03;1.460e-02
0.156316000;1.060e+00;-1.233e-02;7.548e-03;-1.163e-02;7.121e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-1.162e-02;-7.135e-03;1.364e-02
0.158340000;1.060e+00;-1.114e-02;7.798e-03;-1.051e-02;7.357e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-1.050e-02;-7.370e-03;1.283e-02
0.160364000;1.060e+00;-1.006e-02;8.036e-03;-9.493e-03;7.582e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-9.484e-03;-7.594e-03;1.215e-02
0.162388000;1.060e+00;-9.088e-03;8.263e-03;-8.575e-03;7.797e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-8.567e-03;-7.807e-03;1.159e-02
0.164412000;1.060e+00;-8.210e-03;8.479e-03;-7.747e-03;8.002e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-7.739e-03;-8.010e-03;1.114e-02
0.166436000;1.060e+00;-7.417e-03;8.683e-03;-6.999e-03;8.195e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-6.991e-03;-8.202e-03;1.078e-02
0.168460000;1.060e+00;-6.700e-03;8.878e-03;-6.323e-03;8.379e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-6.315e-03;-8.385e-03;1.050e-02
0.170484000;1.060e+00;-6.052e-03;9.061e-03;-5.712e-03;8.552e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-5.704e-03;-8.559e-03;1.029e-02
0.172507000;1.059e+00;-5.468e-03;9.235e-03;-5.162e-03;8.717e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-5.153e-03;-8.723e-03;1.013e-02
0.174531000;1.059e+00;-4.939e-03;9.401e-03;-4.662e-03;8.874e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-4.655e-03;-8.879e-03;1.003e-02
0.176555000;1.059e+00;-4.463e-03;9.557e-03;-4.213e-03;9.021e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-4.205e-03;-9.025e-03;9.957e-03
0.178579000;1.059e+00;-4.032e-03;9.704e-03;-3.806e-03;9.160e-03;1.060e+00;1.000e+01;-1.250e+00;2.101e-02;-3.798e-03;-9.164e-03;9.920e-03
0.180603000;1.059e+00;-3.644e-03;9.842e-03;-3.440e-03;9.291e-03;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-3.431e-03;-9.295e-03;9.908e-03
0.182627000;1.059e+00;-3.292e-03;9.973e-03;-3.108e-03;9.415e-03;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-3.099e-03;-9.419e-03;9.916e-03
0.184651000;1.059e+00;-2.973e-03;1.010e-02;-2.807e-03;9.532e-03;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-2.800e-03;-9.536e-03;9.939e-03
0.186675000;1.059e+00;-2.687e-03;1.021e-02;-2.537e-03;9.643e-03;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-2.529e-03;-9.645e-03;9.971e-03
0.188699000;1.059e+00;-2.429e-03;1.032e-02;-2.293e-03;9.746e-03;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-2.284e-03;-9.749e-03;1.001e-02
0.190723000;1.059e+00;-2.195e-03;1.043e-02;-2.073e-03;9.845e-03;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-2.064e-03;-9.846e-03;1.006e-02
0.192747000;1.059e+00;-1.983e-03;1.052e-02;-1.872e-03;9.937e-03;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-1.864e-03;-9.938e-03;1.011e-02
0.194771000;1.059e+00;-1.792e-03;1.061e-02;-1.692e-03;1.002e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-1.684e-03;-1.002e-02;1.016e-02
0.198819000;1.059e+00;-1.461e-03;1.078e-02;-1.379e-03;1.018e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-1.372e-03;-1.018e-02;1.027e-02
0.202462000;1.059e+00;-1.217e-03;1.092e-02;-1.149e-03;1.031e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-1.141e-03;-1.031e-02;1.037e-02
0.206105000;1.059e+00;-1.013e-03;1.103e-02;-9.569e-04;1.042e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-9.480e-04;-1.042e-02;1.046e-02
0.209748000;1.059e+00;-8.434e-04;1.114e-02;-7.966e-04;1.052e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-7.880e-04;-1.052e-02;1.055e-02
0.213391000;1.059e+00;-7.019e-04;1.124e-02;-6.629e-04;1.061e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-6.550e-04;-1.061e-02;1.063e-02
0.217034000;1.059e+00;-5.834e-04;1.132e-02;-5.510e-04;1.069e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-5.440e-04;-1.069e-02;1.071e-02
0.220677000;1.059e+00;-4.861e-04;1.140e-02;-4.592e-04;1.077e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-4.520e-04;-1.077e-02;1.078e-02
0.224320000;1.059e+00;-4.048e-04;1.147e-02;-3.823e-04;1.083e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-3.760e-04;-1.083e-02;1.084e-02
0.227963000;1.059e+00;-3.376e-04;1.153e-02;-3.189e-04;1.089e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-3.120e-04;-1.089e-02;1.089e-02
0.231606000;1.059e+00;-2.828e-04;1.158e-02;-2.671e-04;1.094e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-2.600e-04;-1.094e-02;1.095e-02
0.235249000;1.059e+00;-2.350e-04;1.164e-02;-2.220e-04;1.099e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-2.160e-04;-1.099e-02;1.099e-02
0.238892000;1.059e+00;-1.961e-04;1.168e-02;-1.852e-04;1.103e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-1.790e-04;-1.103e-02;1.103e-02
0.242535000;1.059e+00;-1.643e-04;1.172e-02;-1.552e-04;1.107e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-1.490e-04;-1.107e-02;1.107e-02
0.246178000;1.059e+00;-1.378e-04;1.176e-02;-1.301e-04;1.111e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-1.240e-04;-1.111e-02;1.111e-02
0.249822000;1.059e+00;-1.148e-04;1.179e-02;-1.084e-04;1.114e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-1.030e-04;-1.114e-02;1.114e-02
0.253465000;1.059e+00;-9.710e-05;1.182e-02;-9.172e-05;1.117e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-8.500e-05;-1.117e-02;1.117e-02
0.257108000;1.059e+00;-8.119e-05;1.185e-02;-7.670e-05;1.119e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-7.100e-05;-1.120e-02;1.120e-02
0.260751000;1.059e+00;-6.883e-05;1.188e-02;-6.502e-05;1.122e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-5.900e-05;-1.122e-02;1.122e-02
0.264394000;1.059e+00;-5.822e-05;1.190e-02;-5.499e-05;1.124e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-4.900e-05;-1.124e-02;1.124e-02
0.268037000;1.059e+00;-4.939e-05;1.192e-02;-4.665e-05;1.126e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-4.100e-05;-1.126e-02;1.126e-02
0.271680000;1.059e+00;-4.231e-05;1.194e-02;-3.997e-05;1.128e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-3.400e-05;-1.128e-02;1.128e-02
0.275323000;1.059e+00;-3.525e-05;1.197e-02;-3.330e-05;1.130e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-2.800e-05;-1.130e-02;1.130e-02
0.278966000;1.059e+00;-2.996e-05;1.198e-02;-2.830e-05;1.132e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-2.300e-05;-1.132e-02;1.132e-02
0.282609000;1.059e+00;-2.643e-05;1.200e-02;-2.497e-05;1.134e-02;1.059e+00;1.000e+01;-1.250e+00;2.101e-02;-1.900e-05;-1.134e-02;1.134e-02
