time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.001480000;1.042e+00;8.307e-01;-4.245e-02;7.971e-01;-4.073e-02;1.029e+00;1.054e+00;8.083e-01;1.735e-02;1.042e+00;7.476e-01;-3.821e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.001640000;1.042e+00;8.307e-01;-4.284e-02;7.971e-01;-4.110e-02;1.029e+00;1.054e+00;8.083e-01;1.699e-02;1.042e+00;7.476e-01;-3.855e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.001672000;1.042e+00;8.307e-01;-4.291e-02;7.970e-01;-4.118e-02;1.029e+00;1.054e+00;8.083e-01;1.692e-02;1.042e+00;7.476e-01;-3.862e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.001832000;1.042e+00;8.307e-01;-4.329e-02;7.970e-01;-4.153e-02;1.029e+00;1.054e+00;8.083e-01;1.656e-02;1.042e+00;7.476e-01;-3.896e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.001864000;1.042e+00;8.306e-01;-4.336e-02;7.970e-01;-4.160e-02;1.029e+00;1.054e+00;8.083e-01;1.650e-02;1.042e+00;7.476e-01;-3.902e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.002088000;1.042e+00;8.306e-01;-4.386e-02;7.970e-01;-4.208e-02;1.029e+00;1.054e+00;8.083e-01;1.603e-02;1.042e+00;7.476e-01;-3.947e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.002120000;1.042e+00;8.306e-01;-4.393e-02;7.970e-01;-4.215e-02;1.029e+00;1.054e+00;8.083e-01;1.596e-02;1.042e+00;7.475e-01;-3.954e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.002523000;1.042e+00;8.306e-01;-4.477e-02;7.970e-01;-4.296e-02;1.029e+00;1.054e+00;8.084e-01;1.517e-02;1.042e+00;7.475e-01;-4.029e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.002555000;1.042e+00;8.305e-01;-4.483e-02;7.970e-01;-4.302e-02;1.029e+00;1.053e+00;8.084e-01;1.511e-02;1.042e+00;7.475e-01;-4.035e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.002587000;1.042e+00;8.305e-01;-4.489e-02;7.970e-01;-4.308e-02;1.029e+00;1.053e+00;8.084e-01;1.505e-02;1.042e+00;7.475e-01;-4.040e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.002774000;1.042e+00;8.305e-01;-4.525e-02;7.970e-01;-4.343e-02;1.029e+00;1.053e+00;8.084e-01;1.471e-02;1.042e+00;7.475e-01;-4.073e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.002790000;1.042e+00;8.305e-01;-4.528e-02;7.970e-01;-4.346e-02;1.028e+00;1.053e+00;8.084e-01;1.468e-02;1.042e+00;7.475e-01;-4.076e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.002950000;1.042e+00;8.305e-01;-4.558e-02;7.970e-01;-4.374e-02;1.028e+00;1.053e+00;8.084e-01;1.440e-02;1.042e+00;7.475e-01;-4.102e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.003014000;1.042e+00;8.305e-01;-4.570e-02;7.970e-01;-4.385e-02;1.028e+00;1.053e+00;8.084e-01;1.429e-02;1.042e+00;7.474e-01;-4.113e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.003334000;1.042e+00;8.305e-01;-4.625e-02;7.970e-01;-4.439e-02;1.028e+00;1.053e+00;8.084e-01;1.376e-02;1.042e+00;7.474e-01;-4.163e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.003686000;1.042e+00;8.305e-01;-4.682e-02;7.970e-01;-4.494e-02;1.028e+00;1.053e+00;8.085e-01;1.323e-02;1.042e+00;7.474e-01;-4.214e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.003750000;1.042e+00;8.304e-01;-4.692e-02;7.970e-01;-4.503e-02;1.028e+00;1.053e+00;8.085e-01;1.314e-02;1.042e+00;7.474e-01;-4.223e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.004198000;1.042e+00;8.304e-01;-4.757e-02;7.970e-01;-4.565e-02;1.028e+00;1.053e+00;8.085e-01;1.253e-02;1.042e+00;7.474e-01;-4.281e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.004557000;1.042e+00;8.304e-01;-4.804e-02;7.970e-01;-4.610e-02;1.028e+00;1.053e+00;8.086e-01;1.209e-02;1.042e+00;7.474e-01;-4.323e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.004672000;1.042e+00;8.304e-01;-4.818e-02;7.970e-01;-4.624e-02;1.027e+00;1.053e+00;8.086e-01;1.196e-02;1.042e+00;7.474e-01;-4.336e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.005017000;1.042e+00;8.304e-01;-4.858e-02;7.970e-01;-4.662e-02;1.027e+00;1.053e+00;8.086e-01;1.158e-02;1.042e+00;7.474e-01;-4.372e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.005133000;1.042e+00;8.304e-01;-4.870e-02;7.970e-01;-4.674e-02;1.027e+00;1.053e+00;8.087e-01;1.147e-02;1.042e+00;7.474e-01;-4.383e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.005248000;1.042e+00;8.304e-01;-4.882e-02;7.971e-01;-4.686e-02;1.027e+00;1.053e+00;8.087e-01;1.136e-02;1.042e+00;7.474e-01;-4.394e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.005363000;1.042e+00;8.304e-01;-4.894e-02;7.971e-01;-4.697e-02;1.027e+00;1.053e+00;8.087e-01;1.125e-02;1.042e+00;7.474e-01;-4.404e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.005478000;1.042e+00;8.305e-01;-4.905e-02;7.971e-01;-4.708e-02;1.027e+00;1.053e+00;8.087e-01;1.114e-02;1.042e+00;7.474e-01;-4.414e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.006285000;1.042e+00;8.305e-01;-4.973e-02;7.971e-01;-4.773e-02;1.027e+00;1.053e+00;8.088e-01;1.051e-02;1.042e+00;7.474e-01;-4.476e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.006400000;1.042e+00;8.305e-01;-4.981e-02;7.972e-01;-4.781e-02;1.027e+00;1.053e+00;8.088e-01;1.043e-02;1.042e+00;7.475e-01;-4.483e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.006745000;1.042e+00;8.305e-01;-5.004e-02;7.972e-01;-4.803e-02;1.027e+00;1.053e+00;8.089e-01;1.022e-02;1.042e+00;7.475e-01;-4.504e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.006953000;1.042e+00;8.306e-01;-5.016e-02;7.972e-01;-4.815e-02;1.027e+00;1.053e+00;8.089e-01;1.011e-02;1.042e+00;7.475e-01;-4.515e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.007160000;1.042e+00;8.306e-01;-5.027e-02;7.972e-01;-4.826e-02;1.027e+00;1.053e+00;8.090e-01;1.001e-02;1.042e+00;7.475e-01;-4.525e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.007367000;1.042e+00;8.306e-01;-5.038e-02;7.973e-01;-4.836e-02;1.027e+00;1.053e+00;8.090e-01;9.916e-03;1.042e+00;7.475e-01;-4.534e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.007575000;1.042e+00;8.306e-01;-5.047e-02;7.973e-01;-4.844e-02;1.027e+00;1.053e+00;8.090e-01;9.832e-03;1.042e+00;7.476e-01;-4.542e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.007782000;1.042e+00;8.306e-01;-5.055e-02;7.973e-01;-4.852e-02;1.027e+00;1.053e+00;8.090e-01;9.758e-03;1.042e+00;7.476e-01;-4.550e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.007990000;1.042e+00;8.307e-01;-5.063e-02;7.973e-01;-4.859e-02;1.027e+00;1.053e+00;8.091e-01;9.692e-03;1.042e+00;7.476e-01;-4.556e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.008197000;1.042e+00;8.307e-01;-5.069e-02;7.974e-01;-4.866e-02;1.027e+00;1.053e+00;8.091e-01;9.634e-03;1.042e+00;7.476e-01;-4.562e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.008404000;1.042e+00;8.307e-01;-5.075e-02;7.974e-01;-4.871e-02;1.027e+00;1.053e+00;8.091e-01;9.585e-03;1.042e+00;7.476e-01;-4.567e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.008612000;1.042e+00;8.307e-01;-5.079e-02;7.974e-01;-4.876e-02;1.027e+00;1.053e+00;8.092e-01;9.544e-03;1.042e+00;7.477e-01;-4.571e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.008819000;1.042e+00;8.308e-01;-5.083e-02;7.975e-01;-4.879e-02;1.027e+00;1.053e+00;8.092e-01;9.510e-03;1.042e+00;7.477e-01;-4.575e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.009234000;1.042e+00;8.308e-01;-5.089e-02;7.975e-01;-4.885e-02;1.027e+00;1.053e+00;8.093e-01;9.465e-03;1.042e+00;7.477e-01;-4.580e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.009441000;1.042e+00;8.309e-01;-5.091e-02;7.975e-01;-4.887e-02;1.027e+00;1.053e+00;8.093e-01;9.453e-03;1.042e+00;7.478e-01;-4.582e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.009648000;1.042e+00;8.309e-01;-5.092e-02;7.976e-01;-4.887e-02;1.027e+00;1.053e+00;8.093e-01;9.448e-03;1.042e+00;7.478e-01;-4.582e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.009856000;1.042e+00;8.309e-01;-5.092e-02;7.976e-01;-4.888e-02;1.027e+00;1.053e+00;8.094e-01;9.449e-03;1.042e+00;7.478e-01;-4.583e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.010063000;1.042e+00;8.310e-01;-5.092e-02;7.976e-01;-4.887e-02;1.027e+00;1.053e+00;8.094e-01;9.456e-03;1.042e+00;7.479e-01;-4.582e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.010270000;1.042e+00;8.310e-01;-5.090e-02;7.977e-01;-4.886e-02;1.027e+00;1.053e+00;8.094e-01;9.470e-03;1.042e+00;7.479e-01;-4.581e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.010478000;1.042e+00;8.310e-01;-5.089e-02;7.977e-01;-4.885e-02;1.027e+00;1.053e+00;8.094e-01;9.489e-03;1.042e+00;7.479e-01;-4.580e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.010685000;1.042e+00;8.310e-01;-5.087e-02;7.977e-01;-4.883e-02;1.027e+00;1.053e+00;8.095e-01;9.514e-03;1.042e+00;7.479e-01;-4.578e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.010893000;1.042e+00;8.311e-01;-5.084e-02;7.977e-01;-4.880e-02;1.027e+00;1.053e+00;8.095e-01;9.544e-03;1.042e+00;7.480e-01;-4.575e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.011100000;1.042e+00;8.311e-01;-5.080e-02;7.978e-01;-4.877e-02;1.027e+00;1.053e+00;8.095e-01;9.579e-03;1.042e+00;7.480e-01;-4.572e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.011307000;1.042e+00;8.311e-01;-5.077e-02;7.978e-01;-4.873e-02;1.027e+00;1.053e+00;8.096e-01;9.621e-03;1.042e+00;7.480e-01;-4.569e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.011515000;1.042e+00;8.312e-01;-5.072e-02;7.978e-01;-4.869e-02;1.027e+00;1.053e+00;8.096e-01;9.665e-03;1.042e+00;7.481e-01;-4.565e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.011929000;1.042e+00;8.312e-01;-5.062e-02;7.979e-01;-4.859e-02;1.027e+00;1.053e+00;8.096e-01;9.769e-03;1.042e+00;7.481e-01;-4.556e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.012137000;1.042e+00;8.313e-01;-5.056e-02;7.979e-01;-4.853e-02;1.027e+00;1.053e+00;8.097e-01;9.828e-03;1.042e+00;7.482e-01;-4.551e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.012344000;1.042e+00;8.313e-01;-5.050e-02;7.980e-01;-4.847e-02;1.027e+00;1.053e+00;8.097e-01;9.890e-03;1.042e+00;7.482e-01;-4.545e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.012759000;1.042e+00;8.314e-01;-5.036e-02;7.980e-01;-4.834e-02;1.027e+00;1.053e+00;8.097e-01;1.003e-02;1.042e+00;7.482e-01;-4.533e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.013132000;1.042e+00;8.314e-01;-5.023e-02;7.981e-01;-4.821e-02;1.027e+00;1.053e+00;8.098e-01;1.016e-02;1.042e+00;7.483e-01;-4.520e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.013505000;1.042e+00;8.315e-01;-5.008e-02;7.981e-01;-4.807e-02;1.027e+00;1.053e+00;8.098e-01;1.031e-02;1.042e+00;7.483e-01;-4.507e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.013879000;1.042e+00;8.316e-01;-4.992e-02;7.982e-01;-4.792e-02;1.027e+00;1.053e+00;8.099e-01;1.046e-02;1.042e+00;7.484e-01;-4.493e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.014252000;1.042e+00;8.316e-01;-4.975e-02;7.982e-01;-4.775e-02;1.027e+00;1.053e+00;8.099e-01;1.063e-02;1.042e+00;7.485e-01;-4.478e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.014625000;1.042e+00;8.317e-01;-4.958e-02;7.983e-01;-4.758e-02;1.027e+00;1.053e+00;8.099e-01;1.080e-02;1.042e+00;7.485e-01;-4.462e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.015372000;1.042e+00;8.318e-01;-4.920e-02;7.984e-01;-4.722e-02;1.027e+00;1.053e+00;8.100e-01;1.117e-02;1.042e+00;7.486e-01;-4.428e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.015745000;1.042e+00;8.318e-01;-4.900e-02;7.984e-01;-4.703e-02;1.027e+00;1.053e+00;8.100e-01;1.136e-02;1.042e+00;7.487e-01;-4.410e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.016118000;1.042e+00;8.319e-01;-4.880e-02;7.985e-01;-4.683e-02;1.027e+00;1.053e+00;8.101e-01;1.156e-02;1.042e+00;7.487e-01;-4.392e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.016491000;1.042e+00;8.320e-01;-4.859e-02;7.985e-01;-4.663e-02;1.027e+00;1.053e+00;8.101e-01;1.176e-02;1.042e+00;7.488e-01;-4.373e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.016865000;1.042e+00;8.320e-01;-4.837e-02;7.985e-01;-4.643e-02;1.027e+00;1.053e+00;8.101e-01;1.197e-02;1.042e+00;7.488e-01;-4.353e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.017238000;1.042e+00;8.321e-01;-4.815e-02;7.986e-01;-4.622e-02;1.027e+00;1.053e+00;8.102e-01;1.218e-02;1.042e+00;7.489e-01;-4.334e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.017611000;1.042e+00;8.321e-01;-4.793e-02;7.986e-01;-4.600e-02;1.028e+00;1.053e+00;8.102e-01;1.239e-02;1.042e+00;7.489e-01;-4.314e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.017984000;1.042e+00;8.322e-01;-4.771e-02;7.987e-01;-4.579e-02;1.028e+00;1.053e+00;8.102e-01;1.261e-02;1.042e+00;7.489e-01;-4.294e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.018731000;1.042e+00;8.322e-01;-4.725e-02;7.987e-01;-4.535e-02;1.028e+00;1.053e+00;8.102e-01;1.305e-02;1.042e+00;7.490e-01;-4.253e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.019104000;1.042e+00;8.323e-01;-4.702e-02;7.988e-01;-4.513e-02;1.028e+00;1.053e+00;8.103e-01;1.327e-02;1.042e+00;7.491e-01;-4.232e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.019572000;1.042e+00;8.323e-01;-4.673e-02;7.988e-01;-4.485e-02;1.028e+00;1.053e+00;8.103e-01;1.355e-02;1.042e+00;7.491e-01;-4.206e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.019700000;1.042e+00;8.324e-01;-4.665e-02;7.988e-01;-4.477e-02;1.028e+00;1.053e+00;8.103e-01;1.362e-02;1.042e+00;7.491e-01;-4.199e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.019956000;1.042e+00;8.324e-01;-4.649e-02;7.988e-01;-4.462e-02;1.028e+00;1.053e+00;8.103e-01;1.378e-02;1.042e+00;7.491e-01;-4.185e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.020212000;1.042e+00;8.324e-01;-4.634e-02;7.989e-01;-4.447e-02;1.028e+00;1.053e+00;8.103e-01;1.393e-02;1.042e+00;7.492e-01;-4.170e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.020724000;1.042e+00;8.325e-01;-4.602e-02;7.989e-01;-4.416e-02;1.028e+00;1.053e+00;8.103e-01;1.423e-02;1.042e+00;7.492e-01;-4.142e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.021185000;1.042e+00;8.325e-01;-4.573e-02;7.989e-01;-4.389e-02;1.028e+00;1.053e+00;8.103e-01;1.451e-02;1.042e+00;7.493e-01;-4.116e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.021646000;1.042e+00;8.326e-01;-4.545e-02;7.990e-01;-4.361e-02;1.028e+00;1.053e+00;8.104e-01;1.478e-02;1.042e+00;7.493e-01;-4.090e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.022106000;1.042e+00;8.326e-01;-4.516e-02;7.990e-01;-4.334e-02;1.029e+00;1.053e+00;8.104e-01;1.505e-02;1.042e+00;7.493e-01;-4.065e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.022567000;1.042e+00;8.326e-01;-4.488e-02;7.990e-01;-4.307e-02;1.029e+00;1.054e+00;8.104e-01;1.532e-02;1.042e+00;7.494e-01;-4.040e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.023028000;1.042e+00;8.327e-01;-4.460e-02;7.990e-01;-4.280e-02;1.029e+00;1.054e+00;8.104e-01;1.558e-02;1.042e+00;7.494e-01;-4.014e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.023469000;1.042e+00;8.327e-01;-4.434e-02;7.990e-01;-4.255e-02;1.029e+00;1.054e+00;8.104e-01;1.583e-02;1.042e+00;7.494e-01;-3.991e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.023485000;1.042e+00;8.327e-01;-4.433e-02;7.991e-01;-4.254e-02;1.029e+00;1.054e+00;8.104e-01;1.584e-02;1.042e+00;7.494e-01;-3.990e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.023581000;1.042e+00;8.327e-01;-4.427e-02;7.991e-01;-4.248e-02;1.029e+00;1.054e+00;8.104e-01;1.590e-02;1.042e+00;7.494e-01;-3.985e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.023709000;1.042e+00;8.327e-01;-4.420e-02;7.991e-01;-4.241e-02;1.029e+00;1.054e+00;8.104e-01;1.597e-02;1.042e+00;7.495e-01;-3.978e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.023965000;1.042e+00;8.327e-01;-4.405e-02;7.991e-01;-4.227e-02;1.029e+00;1.054e+00;8.104e-01;1.611e-02;1.042e+00;7.495e-01;-3.964e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
