time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
20.004441000;1.059e+00;8.456e-01;3.836e-02;7.982e-01;3.621e-02;1.061e+00;1.059e+00;7.611e-01;3.453e-02;1.000e+01;8.335e-01;1.097e+00
20.004649000;1.060e+00;8.460e-01;3.973e-02;7.982e-01;3.748e-02;1.061e+00;1.060e+00;7.614e-01;3.576e-02;1.000e+01;8.335e-01;1.097e+00
20.004856000;1.060e+00;8.464e-01;4.105e-02;7.982e-01;3.872e-02;1.062e+00;1.060e+00;7.618e-01;3.695e-02;1.000e+01;8.335e-01;1.097e+00
20.005064000;1.061e+00;8.468e-01;4.235e-02;7.982e-01;3.992e-02;1.062e+00;1.061e+00;7.621e-01;3.811e-02;1.000e+01;8.335e-01;1.097e+00
20.005271000;1.061e+00;8.471e-01;4.360e-02;7.981e-01;4.108e-02;1.063e+00;1.061e+00;7.624e-01;3.924e-02;1.000e+01;8.335e-01;1.097e+00
20.005478000;1.062e+00;8.475e-01;4.482e-02;7.981e-01;4.221e-02;1.063e+00;1.062e+00;7.627e-01;4.034e-02;1.000e+01;8.335e-01;1.097e+00
20.005686000;1.062e+00;8.478e-01;4.601e-02;7.981e-01;4.331e-02;1.064e+00;1.062e+00;7.630e-01;4.141e-02;1.000e+01;8.335e-01;1.097e+00
20.005893000;1.063e+00;8.481e-01;4.716e-02;7.980e-01;4.438e-02;1.064e+00;1.063e+00;7.633e-01;4.245e-02;1.000e+01;8.335e-01;1.097e+00
20.006100000;1.063e+00;8.484e-01;4.828e-02;7.980e-01;4.541e-02;1.065e+00;1.063e+00;7.636e-01;4.345e-02;1.000e+01;8.335e-01;1.097e+00
20.006308000;1.064e+00;8.487e-01;4.937e-02;7.979e-01;4.642e-02;1.065e+00;1.064e+00;7.638e-01;4.443e-02;1.000e+01;8.335e-01;1.097e+00
20.006515000;1.064e+00;8.489e-01;5.042e-02;7.979e-01;4.739e-02;1.066e+00;1.064e+00;7.640e-01;4.538e-02;1.000e+01;8.335e-01;1.097e+00
20.006722000;1.064e+00;8.492e-01;5.144e-02;7.978e-01;4.833e-02;1.066e+00;1.064e+00;7.643e-01;4.630e-02;1.000e+01;8.335e-01;1.097e+00
20.006930000;1.065e+00;8.494e-01;5.243e-02;7.978e-01;4.924e-02;1.066e+00;1.065e+00;7.645e-01;4.719e-02;1.000e+01;8.335e-01;1.097e+00
20.007137000;1.065e+00;8.497e-01;5.339e-02;7.977e-01;5.013e-02;1.067e+00;1.065e+00;7.647e-01;4.805e-02;1.000e+01;8.335e-01;1.097e+00
20.007344000;1.065e+00;8.499e-01;5.432e-02;7.976e-01;5.098e-02;1.067e+00;1.065e+00;7.649e-01;4.889e-02;1.000e+01;8.335e-01;1.097e+00
20.007552000;1.066e+00;8.501e-01;5.522e-02;7.976e-01;5.181e-02;1.068e+00;1.066e+00;7.651e-01;4.970e-02;1.000e+01;8.335e-01;1.097e+00
20.007759000;1.066e+00;8.503e-01;5.609e-02;7.975e-01;5.261e-02;1.068e+00;1.066e+00;7.652e-01;5.048e-02;1.000e+01;8.335e-01;1.097e+00
20.007967000;1.067e+00;8.504e-01;5.693e-02;7.974e-01;5.338e-02;1.068e+00;1.067e+00;7.654e-01;5.123e-02;1.000e+01;8.335e-01;1.097e+00
20.008174000;1.067e+00;8.506e-01;5.774e-02;7.973e-01;5.412e-02;1.069e+00;1.067e+00;7.655e-01;5.196e-02;1.000e+01;8.335e-01;1.097e+00
20.008381000;1.067e+00;8.507e-01;5.852e-02;7.972e-01;5.484e-02;1.069e+00;1.067e+00;7.657e-01;5.267e-02;1.000e+01;8.335e-01;1.097e+00
20.008589000;1.067e+00;8.509e-01;5.927e-02;7.971e-01;5.553e-02;1.069e+00;1.067e+00;7.658e-01;5.335e-02;1.000e+01;8.335e-01;1.097e+00
20.008796000;1.068e+00;8.510e-01;6.000e-02;7.970e-01;5.620e-02;1.069e+00;1.068e+00;7.659e-01;5.400e-02;1.000e+01;8.335e-01;1.097e+00
20.009003000;1.068e+00;8.511e-01;6.070e-02;7.970e-01;5.684e-02;1.070e+00;1.068e+00;7.660e-01;5.463e-02;1.000e+01;8.335e-01;1.097e+00
20.009211000;1.068e+00;8.512e-01;6.138e-02;7.969e-01;5.746e-02;1.070e+00;1.068e+00;7.661e-01;5.524e-02;1.000e+01;8.335e-01;1.097e+00
20.009418000;1.068e+00;8.513e-01;6.203e-02;7.968e-01;5.805e-02;1.070e+00;1.068e+00;7.662e-01;5.582e-02;1.000e+01;8.335e-01;1.097e+00
20.009625000;1.069e+00;8.514e-01;6.265e-02;7.967e-01;5.862e-02;1.071e+00;1.069e+00;7.663e-01;5.639e-02;1.000e+01;8.335e-01;1.097e+00
20.009833000;1.069e+00;8.515e-01;6.325e-02;7.965e-01;5.917e-02;1.071e+00;1.069e+00;7.663e-01;5.693e-02;1.000e+01;8.335e-01;1.097e+00
20.010040000;1.069e+00;8.515e-01;6.383e-02;7.964e-01;5.970e-02;1.071e+00;1.069e+00;7.664e-01;5.745e-02;1.000e+01;8.335e-01;1.097e+00
20.010248000;1.069e+00;8.516e-01;6.438e-02;7.963e-01;6.020e-02;1.071e+00;1.069e+00;7.664e-01;5.794e-02;1.000e+01;8.335e-01;1.097e+00
20.010455000;1.070e+00;8.516e-01;6.491e-02;7.962e-01;6.068e-02;1.071e+00;1.070e+00;7.665e-01;5.842e-02;1.000e+01;8.335e-01;1.097e+00
20.010662000;1.070e+00;8.517e-01;6.542e-02;7.961e-01;6.115e-02;1.072e+00;1.070e+00;7.665e-01;5.888e-02;1.000e+01;8.335e-01;1.097e+00
20.010870000;1.070e+00;8.517e-01;6.590e-02;7.960e-01;6.159e-02;1.072e+00;1.070e+00;7.665e-01;5.931e-02;1.000e+01;8.335e-01;1.097e+00
20.011077000;1.070e+00;8.517e-01;6.637e-02;7.958e-01;6.201e-02;1.072e+00;1.070e+00;7.665e-01;5.973e-02;1.000e+01;8.335e-01;1.097e+00
20.011284000;1.070e+00;8.517e-01;6.681e-02;7.957e-01;6.242e-02;1.072e+00;1.070e+00;7.666e-01;6.013e-02;1.000e+01;8.335e-01;1.097e+00
20.011492000;1.071e+00;8.517e-01;6.723e-02;7.956e-01;6.280e-02;1.072e+00;1.071e+00;7.666e-01;6.051e-02;1.000e+01;8.335e-01;1.097e+00
20.011699000;1.071e+00;8.517e-01;6.764e-02;7.955e-01;6.317e-02;1.073e+00;1.071e+00;7.665e-01;6.087e-02;1.000e+01;8.335e-01;1.097e+00
20.011906000;1.071e+00;8.517e-01;6.802e-02;7.953e-01;6.352e-02;1.073e+00;1.071e+00;7.665e-01;6.122e-02;1.000e+01;8.335e-01;1.097e+00
20.012114000;1.071e+00;8.517e-01;6.839e-02;7.952e-01;6.385e-02;1.073e+00;1.071e+00;7.665e-01;6.155e-02;1.000e+01;8.335e-01;1.097e+00
20.012321000;1.071e+00;8.516e-01;6.873e-02;7.951e-01;6.417e-02;1.073e+00;1.071e+00;7.665e-01;6.186e-02;1.000e+01;8.335e-01;1.097e+00
20.012528000;1.071e+00;8.516e-01;6.906e-02;7.949e-01;6.447e-02;1.073e+00;1.071e+00;7.664e-01;6.216e-02;1.000e+01;8.335e-01;1.097e+00
20.012736000;1.071e+00;8.516e-01;6.938e-02;7.948e-01;6.475e-02;1.073e+00;1.071e+00;7.664e-01;6.244e-02;1.000e+01;8.335e-01;1.097e+00
20.013151000;1.072e+00;8.514e-01;6.995e-02;7.945e-01;6.527e-02;1.074e+00;1.072e+00;7.663e-01;6.295e-02;1.000e+01;8.335e-01;1.097e+00
20.013524000;1.072e+00;8.513e-01;7.041e-02;7.943e-01;6.569e-02;1.074e+00;1.072e+00;7.662e-01;6.337e-02;1.000e+01;8.335e-01;1.097e+00
20.013897000;1.072e+00;8.512e-01;7.083e-02;7.940e-01;6.607e-02;1.074e+00;1.072e+00;7.661e-01;6.374e-02;1.000e+01;8.335e-01;1.097e+00
20.014270000;1.072e+00;8.510e-01;7.119e-02;7.937e-01;6.640e-02;1.074e+00;1.072e+00;7.659e-01;6.407e-02;1.000e+01;8.335e-01;1.097e+00
20.014644000;1.072e+00;8.509e-01;7.152e-02;7.935e-01;6.669e-02;1.074e+00;1.072e+00;7.658e-01;6.436e-02;1.000e+01;8.335e-01;1.097e+00
20.015017000;1.072e+00;8.507e-01;7.180e-02;7.932e-01;6.695e-02;1.074e+00;1.072e+00;7.656e-01;6.462e-02;1.000e+01;8.335e-01;1.097e+00
20.015390000;1.073e+00;8.505e-01;7.204e-02;7.929e-01;6.717e-02;1.075e+00;1.073e+00;7.654e-01;6.484e-02;1.000e+01;8.335e-01;1.097e+00
20.015763000;1.073e+00;8.502e-01;7.225e-02;7.926e-01;6.735e-02;1.075e+00;1.073e+00;7.652e-01;6.502e-02;1.000e+01;8.335e-01;1.097e+00
20.016137000;1.073e+00;8.500e-01;7.242e-02;7.924e-01;6.751e-02;1.075e+00;1.073e+00;7.650e-01;6.518e-02;1.000e+01;8.335e-01;1.097e+00
20.016510000;1.073e+00;8.498e-01;7.256e-02;7.921e-01;6.763e-02;1.075e+00;1.073e+00;7.648e-01;6.530e-02;1.000e+01;8.335e-01;1.097e+00
20.016883000;1.073e+00;8.495e-01;7.267e-02;7.918e-01;6.773e-02;1.075e+00;1.073e+00;7.646e-01;6.540e-02;1.000e+01;8.335e-01;1.097e+00
20.017256000;1.073e+00;8.493e-01;7.275e-02;7.915e-01;6.780e-02;1.075e+00;1.073e+00;7.643e-01;6.547e-02;1.000e+01;8.335e-01;1.097e+00
20.017630000;1.073e+00;8.490e-01;7.280e-02;7.913e-01;6.785e-02;1.075e+00;1.073e+00;7.641e-01;6.552e-02;1.000e+01;8.335e-01;1.097e+00
20.018003000;1.073e+00;8.487e-01;7.283e-02;7.910e-01;6.788e-02;1.075e+00;1.073e+00;7.639e-01;6.555e-02;1.000e+01;8.335e-01;1.097e+00
20.018376000;1.073e+00;8.485e-01;7.284e-02;7.907e-01;6.788e-02;1.075e+00;1.073e+00;7.636e-01;6.556e-02;1.000e+01;8.335e-01;1.097e+00
20.018749000;1.073e+00;8.482e-01;7.283e-02;7.904e-01;6.787e-02;1.075e+00;1.073e+00;7.634e-01;6.555e-02;1.000e+01;8.335e-01;1.097e+00
20.019123000;1.073e+00;8.479e-01;7.280e-02;7.901e-01;6.784e-02;1.075e+00;1.073e+00;7.631e-01;6.552e-02;1.000e+01;8.335e-01;1.097e+00
20.019496000;1.073e+00;8.476e-01;7.275e-02;7.899e-01;6.779e-02;1.075e+00;1.073e+00;7.628e-01;6.547e-02;1.000e+01;8.335e-01;1.097e+00
20.019869000;1.073e+00;8.473e-01;7.268e-02;7.896e-01;6.773e-02;1.075e+00;1.073e+00;7.626e-01;6.542e-02;1.000e+01;8.335e-01;1.097e+00
20.020242000;1.073e+00;8.470e-01;7.260e-02;7.893e-01;6.766e-02;1.075e+00;1.073e+00;7.623e-01;6.534e-02;1.000e+01;8.335e-01;1.097e+00
20.020616000;1.073e+00;8.467e-01;7.251e-02;7.891e-01;6.757e-02;1.075e+00;1.073e+00;7.620e-01;6.526e-02;1.000e+01;8.335e-01;1.097e+00
20.020989000;1.073e+00;8.464e-01;7.241e-02;7.888e-01;6.748e-02;1.075e+00;1.073e+00;7.618e-01;6.517e-02;1.000e+01;8.335e-01;1.097e+00
20.021362000;1.073e+00;8.461e-01;7.229e-02;7.885e-01;6.737e-02;1.075e+00;1.073e+00;7.615e-01;6.506e-02;1.000e+01;8.335e-01;1.097e+00
20.021735000;1.073e+00;8.458e-01;7.217e-02;7.883e-01;6.726e-02;1.075e+00;1.073e+00;7.612e-01;6.495e-02;1.000e+01;8.335e-01;1.097e+00
20.022109000;1.073e+00;8.455e-01;7.203e-02;7.880e-01;6.714e-02;1.075e+00;1.073e+00;7.610e-01;6.483e-02;1.000e+01;8.335e-01;1.097e+00
20.022482000;1.073e+00;8.452e-01;7.189e-02;7.877e-01;6.701e-02;1.075e+00;1.073e+00;7.607e-01;6.470e-02;1.000e+01;8.335e-01;1.097e+00
20.022855000;1.073e+00;8.449e-01;7.175e-02;7.875e-01;6.687e-02;1.075e+00;1.073e+00;7.604e-01;6.457e-02;1.000e+01;8.335e-01;1.097e+00
20.023228000;1.073e+00;8.446e-01;7.160e-02;7.872e-01;6.673e-02;1.075e+00;1.073e+00;7.601e-01;6.444e-02;1.000e+01;8.335e-01;1.097e+00
20.023602000;1.073e+00;8.443e-01;7.144e-02;7.870e-01;6.659e-02;1.075e+00;1.073e+00;7.599e-01;6.430e-02;1.000e+01;8.335e-01;1.097e+00
20.023975000;1.073e+00;8.440e-01;7.128e-02;7.868e-01;6.644e-02;1.075e+00;1.073e+00;7.596e-01;6.415e-02;1.000e+01;8.335e-01;1.097e+00
20.024348000;1.073e+00;8.437e-01;7.112e-02;7.865e-01;6.630e-02;1.075e+00;1.073e+00;7.594e-01;6.401e-02;1.000e+01;8.335e-01;1.097e+00
20.024721000;1.073e+00;8.435e-01;7.095e-02;7.863e-01;6.615e-02;1.075e+00;1.073e+00;7.591e-01;6.386e-02;1.000e+01;8.335e-01;1.097e+00
20.025094000;1.073e+00;8.432e-01;7.079e-02;7.861e-01;6.599e-02;1.075e+00;1.073e+00;7.589e-01;6.371e-02;1.000e+01;8.335e-01;1.097e+00
20.025468000;1.073e+00;8.429e-01;7.062e-02;7.858e-01;6.584e-02;1.075e+00;1.073e+00;7.586e-01;6.356e-02;1.000e+01;8.335e-01;1.097e+00
20.025841000;1.073e+00;8.426e-01;7.046e-02;7.856e-01;6.569e-02;1.075e+00;1.073e+00;7.584e-01;6.341e-02;1.000e+01;8.335e-01;1.097e+00
20.026214000;1.073e+00;8.424e-01;7.029e-02;7.854e-01;6.554e-02;1.075e+00;1.073e+00;7.581e-01;6.326e-02;1.000e+01;8.335e-01;1.097e+00
20.026587000;1.072e+00;8.421e-01;7.012e-02;7.852e-01;6.539e-02;1.074e+00;1.072e+00;7.579e-01;6.311e-02;1.000e+01;8.335e-01;1.097e+00
20.026961000;1.072e+00;8.418e-01;6.996e-02;7.850e-01;6.524e-02;1.074e+00;1.072e+00;7.577e-01;6.296e-02;1.000e+01;8.335e-01;1.097e+00
20.027334000;1.072e+00;8.416e-01;6.980e-02;7.848e-01;6.509e-02;1.074e+00;1.072e+00;7.574e-01;6.282e-02;1.000e+01;8.335e-01;1.097e+00
20.027707000;1.072e+00;8.413e-01;6.964e-02;7.846e-01;6.494e-02;1.074e+00;1.072e+00;7.572e-01;6.267e-02;1.000e+01;8.335e-01;1.097e+00
20.028080000;1.072e+00;8.411e-01;6.948e-02;7.844e-01;6.480e-02;1.074e+00;1.072e+00;7.570e-01;6.253e-02;1.000e+01;8.335e-01;1.097e+00
20.028454000;1.072e+00;8.408e-01;6.933e-02;7.842e-01;6.466e-02;1.074e+00;1.072e+00;7.568e-01;6.239e-02;1.000e+01;8.335e-01;1.097e+00
20.028827000;1.072e+00;8.406e-01;6.918e-02;7.840e-01;6.452e-02;1.074e+00;1.072e+00;7.566e-01;6.226e-02;1.000e+01;8.335e-01;1.097e+00
20.029200000;1.072e+00;8.404e-01;6.903e-02;7.838e-01;6.438e-02;1.074e+00;1.072e+00;7.563e-01;6.213e-02;1.000e+01;8.335e-01;1.097e+00
20.029573000;1.072e+00;8.402e-01;6.889e-02;7.836e-01;6.425e-02;1.074e+00;1.072e+00;7.561e-01;6.200e-02;1.000e+01;8.335e-01;1.097e+00
20.029947000;1.072e+00;8.399e-01;6.875e-02;7.835e-01;6.412e-02;1.074e+00;1.072e+00;7.559e-01;6.187e-02;1.000e+01;8.335e-01;1.097e+00
20.030320000;1.072e+00;8.397e-01;6.861e-02;7.833e-01;6.400e-02;1.074e+00;1.072e+00;7.558e-01;6.175e-02;1.000e+01;8.335e-01;1.097e+00
20.030693000;1.072e+00;8.395e-01;6.848e-02;7.831e-01;6.388e-02;1.074e+00;1.072e+00;7.556e-01;6.163e-02;1.000e+01;8.335e-01;1.097e+00
20.031066000;1.072e+00;8.393e-01;6.835e-02;7.830e-01;6.376e-02;1.074e+00;1.072e+00;7.554e-01;6.152e-02;1.000e+01;8.335e-01;1.097e+00
20.031813000;1.072e+00;8.389e-01;6.811e-02;7.826e-01;6.354e-02;1.074e+00;1.072e+00;7.550e-01;6.130e-02;1.000e+01;8.335e-01;1.097e+00
20.032186000;1.072e+00;8.388e-01;6.800e-02;7.825e-01;6.344e-02;1.074e+00;1.072e+00;7.549e-01;6.120e-02;1.000e+01;8.335e-01;1.097e+00
20.032559000;1.072e+00;8.386e-01;6.789e-02;7.823e-01;6.334e-02;1.074e+00;1.072e+00;7.547e-01;6.110e-02;1.000e+01;8.335e-01;1.097e+00
20.032933000;1.072e+00;8.384e-01;6.779e-02;7.822e-01;6.324e-02;1.074e+00;1.072e+00;7.546e-01;6.101e-02;1.000e+01;8.335e-01;1.097e+00
20.033306000;1.072e+00;8.382e-01;6.769e-02;7.821e-01;6.315e-02;1.074e+00;1.072e+00;7.544e-01;6.092e-02;1.000e+01;8.335e-01;1.097e+00
20.033679000;1.072e+00;8.381e-01;6.760e-02;7.819e-01;6.307e-02;1.074e+00;1.072e+00;7.543e-01;6.084e-02;1.000e+01;8.335e-01;1.097e+00
20.034052000;1.072e+00;8.379e-01;6.751e-02;7.818e-01;6.299e-02;1.074e+00;1.072e+00;7.541e-01;6.076e-02;1.000e+01;8.335e-01;1.097e+00
20.034799000;1.072e+00;8.376e-01;6.734e-02;7.815e-01;6.284e-02;1.074e+00;1.072e+00;7.538e-01;6.061e-02;1.000e+01;8.335e-01;1.097e+00
20.035471000;1.072e+00;8.374e-01;6.721e-02;7.813e-01;6.272e-02;1.074e+00;1.072e+00;7.536e-01;6.049e-02;1.000e+01;8.335e-01;1.097e+00
20.036143000;1.072e+00;8.371e-01;6.710e-02;7.811e-01;6.261e-02;1.074e+00;1.072e+00;7.534e-01;6.039e-02;1.000e+01;8.335e-01;1.097e+00
20.037486000;1.072e+00;8.367e-01;6.691e-02;7.807e-01;6.244e-02;1.074e+00;1.072e+00;7.530e-01;6.022e-02;1.000e+01;8.335e-01;1.097e+00
20.038158000;1.072e+00;8.365e-01;6.684e-02;7.806e-01;6.237e-02;1.074e+00;1.072e+00;7.528e-01;6.016e-02;1.000e+01;8.335e-01;1.097e+00
20.038830000;1.072e+00;8.363e-01;6.678e-02;7.804e-01;6.232e-02;1.074e+00;1.072e+00;7.527e-01;6.010e-02;1.000e+01;8.335e-01;1.097e+00
20.039502000;1.072e+00;8.361e-01;6.674e-02;7.803e-01;6.228e-02;1.074e+00;1.072e+00;7.525e-01;6.006e-02;1.000e+01;8.335e-01;1.097e+00
20.040174000;1.072e+00;8.360e-01;6.670e-02;7.801e-01;6.225e-02;1.074e+00;1.072e+00;7.524e-01;6.003e-02;1.000e+01;8.335e-01;1.097e+00
