time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;Wind_Turbine1_GEN_UPuInjTerminal;Wind_Turbine1_GEN_IpInjTerminal;Wind_Turbine1_GEN_IqInjTerminal;Wind_Turbine2_GEN_UPuInjTerminal;Wind_Turbine2_GEN_IpInjTerminal;Wind_Turbine2_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr1_XFMR_Tap;StepUp_Xfmr2_XFMR_Tap;Wind_Turbine1_GEN_AVRSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_AVRSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;NetworkFrequencyPu
19.994491000;1.102e+00;4.393e-01;-2.338e-01;3.987e-01;-2.122e-01;1.029e+00;1.029e+00;1.097e+00;2.030e-01;-1.029e-01;1.097e+00;2.030e-01;-1.029e-01;1.102e+00;7.907e-01;-4.209e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
19.994619000;1.103e+00;4.399e-01;-2.342e-01;3.987e-01;-2.122e-01;1.031e+00;1.031e+00;1.098e+00;2.029e-01;-1.029e-01;1.098e+00;2.029e-01;-1.029e-01;1.103e+00;7.919e-01;-4.215e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
19.995131000;1.110e+00;4.424e-01;-2.356e-01;3.986e-01;-2.122e-01;1.037e+00;1.037e+00;1.105e+00;2.029e-01;-1.029e-01;1.105e+00;2.029e-01;-1.029e-01;1.110e+00;7.964e-01;-4.240e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
19.995643000;1.117e+00;4.449e-01;-2.370e-01;3.984e-01;-2.122e-01;1.043e+00;1.043e+00;1.112e+00;2.028e-01;-1.030e-01;1.112e+00;2.028e-01;-1.030e-01;1.117e+00;8.008e-01;-4.266e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
19.996155000;1.123e+00;4.473e-01;-2.384e-01;3.983e-01;-2.123e-01;1.049e+00;1.049e+00;1.118e+00;2.027e-01;-1.030e-01;1.118e+00;2.027e-01;-1.030e-01;1.123e+00;8.052e-01;-4.292e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
19.997691000;1.143e+00;4.544e-01;-2.431e-01;3.977e-01;-2.127e-01;1.067e+00;1.067e+00;1.138e+00;2.024e-01;-1.033e-01;1.138e+00;2.024e-01;-1.033e-01;1.143e+00;8.180e-01;-4.375e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
19.998203000;1.149e+00;4.567e-01;-2.447e-01;3.974e-01;-2.129e-01;1.073e+00;1.073e+00;1.144e+00;2.023e-01;-1.034e-01;1.144e+00;2.023e-01;-1.034e-01;1.149e+00;8.221e-01;-4.405e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
19.998715000;1.156e+00;4.590e-01;-2.464e-01;3.971e-01;-2.132e-01;1.079e+00;1.079e+00;1.151e+00;2.021e-01;-1.035e-01;1.151e+00;2.021e-01;-1.035e-01;1.156e+00;8.262e-01;-4.436e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
19.999227000;1.162e+00;4.613e-01;-2.482e-01;3.968e-01;-2.135e-01;1.085e+00;1.085e+00;1.157e+00;2.020e-01;-1.037e-01;1.157e+00;2.020e-01;-1.037e-01;1.162e+00;8.303e-01;-4.467e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
19.999982000;1.172e+00;4.645e-01;-2.509e-01;3.963e-01;-2.141e-01;1.094e+00;1.094e+00;1.167e+00;2.017e-01;-1.040e-01;1.167e+00;2.017e-01;-1.040e-01;1.172e+00;8.361e-01;-4.516e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.000060000;1.173e+00;4.648e-01;-2.512e-01;3.963e-01;-2.141e-01;1.095e+00;1.095e+00;1.168e+00;2.017e-01;-1.040e-01;1.168e+00;2.017e-01;-1.040e-01;1.173e+00;8.367e-01;-4.521e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.000124000;1.174e+00;4.651e-01;-2.514e-01;3.962e-01;-2.142e-01;1.096e+00;1.096e+00;1.169e+00;2.017e-01;-1.040e-01;1.169e+00;2.017e-01;-1.040e-01;1.174e+00;8.371e-01;-4.525e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.000508000;1.179e+00;4.667e-01;-2.528e-01;3.959e-01;-2.145e-01;1.100e+00;1.100e+00;1.174e+00;2.015e-01;-1.042e-01;1.174e+00;2.015e-01;-1.042e-01;1.179e+00;8.400e-01;-4.551e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.001532000;1.192e+00;4.708e-01;-2.568e-01;3.951e-01;-2.155e-01;1.112e+00;1.112e+00;1.187e+00;2.011e-01;-1.047e-01;1.187e+00;2.011e-01;-1.047e-01;1.192e+00;8.475e-01;-4.623e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.002044000;1.198e+00;4.729e-01;-2.589e-01;3.946e-01;-2.161e-01;1.118e+00;1.118e+00;1.193e+00;2.008e-01;-1.050e-01;1.193e+00;2.008e-01;-1.050e-01;1.198e+00;8.512e-01;-4.661e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.002556000;1.205e+00;4.748e-01;-2.611e-01;3.941e-01;-2.167e-01;1.124e+00;1.124e+00;1.200e+00;2.006e-01;-1.054e-01;1.200e+00;2.006e-01;-1.054e-01;1.205e+00;8.547e-01;-4.700e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.003068000;1.211e+00;4.768e-01;-2.633e-01;3.936e-01;-2.174e-01;1.130e+00;1.130e+00;1.206e+00;2.003e-01;-1.057e-01;1.206e+00;2.003e-01;-1.057e-01;1.211e+00;8.582e-01;-4.740e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.004092000;1.225e+00;4.806e-01;-2.680e-01;3.924e-01;-2.188e-01;1.141e+00;1.141e+00;1.219e+00;1.997e-01;-1.065e-01;1.219e+00;1.997e-01;-1.065e-01;1.225e+00;8.650e-01;-4.823e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.004604000;1.231e+00;4.824e-01;-2.704e-01;3.918e-01;-2.196e-01;1.147e+00;1.147e+00;1.226e+00;1.994e-01;-1.069e-01;1.226e+00;1.994e-01;-1.069e-01;1.231e+00;8.683e-01;-4.867e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.005116000;1.238e+00;4.841e-01;-2.729e-01;3.912e-01;-2.205e-01;1.153e+00;1.153e+00;1.232e+00;1.991e-01;-1.073e-01;1.232e+00;1.991e-01;-1.073e-01;1.238e+00;8.715e-01;-4.911e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.005628000;1.244e+00;4.859e-01;-2.754e-01;3.905e-01;-2.214e-01;1.159e+00;1.159e+00;1.239e+00;1.988e-01;-1.078e-01;1.239e+00;1.988e-01;-1.078e-01;1.244e+00;8.746e-01;-4.957e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.007165000;1.264e+00;4.908e-01;-2.835e-01;3.884e-01;-2.243e-01;1.176e+00;1.176e+00;1.258e+00;1.977e-01;-1.093e-01;1.258e+00;1.977e-01;-1.093e-01;1.264e+00;8.835e-01;-5.102e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.007168000;1.264e+00;4.909e-01;-2.835e-01;3.884e-01;-2.243e-01;1.176e+00;1.176e+00;1.259e+00;1.977e-01;-1.093e-01;1.259e+00;1.977e-01;-1.093e-01;1.264e+00;8.835e-01;-5.102e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.007196000;1.264e+00;4.909e-01;-2.836e-01;3.884e-01;-2.244e-01;1.176e+00;1.176e+00;1.259e+00;1.977e-01;-1.093e-01;1.259e+00;1.977e-01;-1.093e-01;1.264e+00;8.837e-01;-5.105e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.007228000;1.265e+00;4.910e-01;-2.838e-01;3.883e-01;-2.244e-01;1.177e+00;1.177e+00;1.259e+00;1.977e-01;-1.094e-01;1.259e+00;1.977e-01;-1.094e-01;1.265e+00;8.839e-01;-5.108e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.009724000;1.296e+00;4.983e-01;-2.993e-01;3.843e-01;-2.308e-01;1.204e+00;1.204e+00;1.291e+00;1.957e-01;-1.126e-01;1.291e+00;1.957e-01;-1.126e-01;1.296e+00;8.969e-01;-5.387e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.009984000;1.300e+00;4.990e-01;-3.011e-01;3.839e-01;-2.316e-01;1.207e+00;1.207e+00;1.294e+00;1.955e-01;-1.130e-01;1.294e+00;1.955e-01;-1.130e-01;1.300e+00;8.982e-01;-5.420e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.009996000;1.300e+00;4.990e-01;-3.012e-01;3.839e-01;-2.317e-01;1.207e+00;1.207e+00;1.295e+00;1.954e-01;-1.131e-01;1.295e+00;1.955e-01;-1.131e-01;1.300e+00;8.983e-01;-5.421e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.009997000;1.300e+00;4.990e-01;-3.012e-01;3.839e-01;-2.317e-01;1.207e+00;1.207e+00;1.295e+00;1.954e-01;-1.131e-01;1.295e+00;1.955e-01;-1.131e-01;1.300e+00;8.983e-01;-5.422e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.009998000;1.300e+00;4.990e-01;-3.012e-01;3.839e-01;-2.317e-01;1.207e+00;1.207e+00;1.295e+00;1.954e-01;-1.131e-01;1.295e+00;1.954e-01;-1.131e-01;1.300e+00;8.983e-01;-5.422e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.010061000;1.300e+00;4.989e-01;-3.015e-01;3.838e-01;-2.319e-01;1.207e+00;1.207e+00;1.295e+00;1.954e-01;-1.132e-01;1.295e+00;1.954e-01;-1.132e-01;1.300e+00;8.980e-01;-5.426e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.010125000;1.300e+00;4.988e-01;-3.017e-01;3.837e-01;-2.321e-01;1.207e+00;1.207e+00;1.294e+00;1.953e-01;-1.133e-01;1.294e+00;1.953e-01;-1.133e-01;1.300e+00;8.978e-01;-5.431e-01;1.000e+01;1.000e+01;9.751e-01;4.998e+01;9.751e-01;4.998e+01;4.998e+01
20.010253000;1.300e+00;4.985e-01;-3.023e-01;3.834e-01;-2.325e-01;1.206e+00;1.206e+00;1.294e+00;1.952e-01;-1.135e-01;1.294e+00;1.952e-01;-1.135e-01;1.300e+00;8.972e-01;-5.441e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.010765000;1.300e+00;4.973e-01;-3.045e-01;3.825e-01;-2.343e-01;1.206e+00;1.206e+00;1.294e+00;1.948e-01;-1.144e-01;1.294e+00;1.948e-01;-1.144e-01;1.300e+00;8.951e-01;-5.481e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.011021000;1.300e+00;4.967e-01;-3.057e-01;3.821e-01;-2.352e-01;1.205e+00;1.205e+00;1.294e+00;1.945e-01;-1.148e-01;1.294e+00;1.946e-01;-1.148e-01;1.300e+00;8.940e-01;-5.503e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.011789000;1.300e+00;4.949e-01;-3.094e-01;3.807e-01;-2.380e-01;1.204e+00;1.204e+00;1.294e+00;1.939e-01;-1.162e-01;1.294e+00;1.939e-01;-1.162e-01;1.300e+00;8.908e-01;-5.569e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.012045000;1.300e+00;4.942e-01;-3.107e-01;3.802e-01;-2.390e-01;1.204e+00;1.204e+00;1.294e+00;1.936e-01;-1.167e-01;1.294e+00;1.936e-01;-1.167e-01;1.300e+00;8.896e-01;-5.592e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.012557000;1.300e+00;4.930e-01;-3.133e-01;3.792e-01;-2.410e-01;1.203e+00;1.203e+00;1.294e+00;1.931e-01;-1.177e-01;1.294e+00;1.932e-01;-1.177e-01;1.300e+00;8.874e-01;-5.639e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.012813000;1.300e+00;4.924e-01;-3.146e-01;3.788e-01;-2.420e-01;1.202e+00;1.202e+00;1.294e+00;1.929e-01;-1.183e-01;1.294e+00;1.929e-01;-1.183e-01;1.300e+00;8.863e-01;-5.663e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.013069000;1.300e+00;4.918e-01;-3.160e-01;3.783e-01;-2.430e-01;1.202e+00;1.202e+00;1.294e+00;1.927e-01;-1.188e-01;1.294e+00;1.927e-01;-1.188e-01;1.300e+00;8.852e-01;-5.687e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.013325000;1.300e+00;4.911e-01;-3.173e-01;3.778e-01;-2.441e-01;1.202e+00;1.202e+00;1.294e+00;1.924e-01;-1.193e-01;1.294e+00;1.924e-01;-1.193e-01;1.300e+00;8.840e-01;-5.712e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.013837000;1.300e+00;4.899e-01;-3.201e-01;3.768e-01;-2.463e-01;1.201e+00;1.201e+00;1.294e+00;1.919e-01;-1.204e-01;1.294e+00;1.920e-01;-1.204e-01;1.300e+00;8.817e-01;-5.762e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.014349000;1.300e+00;4.886e-01;-3.230e-01;3.758e-01;-2.484e-01;1.200e+00;1.200e+00;1.294e+00;1.915e-01;-1.215e-01;1.294e+00;1.915e-01;-1.215e-01;1.300e+00;8.794e-01;-5.814e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.014605000;1.300e+00;4.879e-01;-3.244e-01;3.753e-01;-2.496e-01;1.199e+00;1.199e+00;1.294e+00;1.912e-01;-1.221e-01;1.294e+00;1.912e-01;-1.221e-01;1.300e+00;8.783e-01;-5.840e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.015117000;1.300e+00;4.867e-01;-3.273e-01;3.744e-01;-2.518e-01;1.198e+00;1.198e+00;1.294e+00;1.907e-01;-1.232e-01;1.294e+00;1.908e-01;-1.232e-01;1.300e+00;8.760e-01;-5.892e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.015578000;1.300e+00;4.855e-01;-3.300e-01;3.735e-01;-2.538e-01;1.198e+00;1.198e+00;1.294e+00;1.903e-01;-1.242e-01;1.294e+00;1.903e-01;-1.242e-01;1.300e+00;8.739e-01;-5.940e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.016039000;1.300e+00;4.844e-01;-3.327e-01;3.726e-01;-2.559e-01;1.197e+00;1.197e+00;1.294e+00;1.899e-01;-1.253e-01;1.294e+00;1.899e-01;-1.253e-01;1.300e+00;8.719e-01;-5.988e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.017882000;1.300e+00;4.798e-01;-3.436e-01;3.691e-01;-2.643e-01;1.193e+00;1.193e+00;1.294e+00;1.881e-01;-1.295e-01;1.294e+00;1.882e-01;-1.295e-01;1.300e+00;8.637e-01;-6.185e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.018343000;1.300e+00;4.787e-01;-3.464e-01;3.682e-01;-2.664e-01;1.192e+00;1.192e+00;1.294e+00;1.877e-01;-1.305e-01;1.294e+00;1.877e-01;-1.305e-01;1.300e+00;8.617e-01;-6.235e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.019264000;1.300e+00;4.765e-01;-3.519e-01;3.665e-01;-2.707e-01;1.191e+00;1.191e+00;1.294e+00;1.869e-01;-1.327e-01;1.294e+00;1.869e-01;-1.327e-01;1.300e+00;8.577e-01;-6.334e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.019725000;1.300e+00;4.754e-01;-3.546e-01;3.657e-01;-2.728e-01;1.190e+00;1.190e+00;1.293e+00;1.865e-01;-1.337e-01;1.293e+00;1.865e-01;-1.337e-01;1.300e+00;8.557e-01;-6.383e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.020186000;1.300e+00;4.743e-01;-3.574e-01;3.649e-01;-2.749e-01;1.189e+00;1.189e+00;1.293e+00;1.860e-01;-1.348e-01;1.293e+00;1.861e-01;-1.348e-01;1.300e+00;8.538e-01;-6.433e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.021568000;1.300e+00;4.711e-01;-3.656e-01;3.624e-01;-2.812e-01;1.186e+00;1.186e+00;1.293e+00;1.848e-01;-1.380e-01;1.293e+00;1.849e-01;-1.380e-01;1.300e+00;8.480e-01;-6.580e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.022951000;1.300e+00;4.680e-01;-3.736e-01;3.600e-01;-2.874e-01;1.184e+00;1.184e+00;1.293e+00;1.836e-01;-1.411e-01;1.293e+00;1.837e-01;-1.411e-01;1.300e+00;8.425e-01;-6.725e-01;1.000e+01;1.000e+01;9.751e-01;4.999e+01;9.751e-01;4.999e+01;4.999e+01
20.023411000;1.300e+00;4.670e-01;-3.763e-01;3.593e-01;-2.894e-01;1.183e+00;1.183e+00;1.293e+00;1.833e-01;-1.421e-01;1.293e+00;1.833e-01;-1.421e-01;1.300e+00;8.407e-01;-6.773e-01;1.000e+01;1.000e+01;9.751e-01;5.000e+01;9.751e-01;5.000e+01;5.000e+01
20.023872000;1.300e+00;4.660e-01;-3.789e-01;3.585e-01;-2.915e-01;1.182e+00;1.182e+00;1.293e+00;1.829e-01;-1.431e-01;1.293e+00;1.829e-01;-1.431e-01;1.300e+00;8.389e-01;-6.820e-01;1.000e+01;1.000e+01;9.751e-01;5.000e+01;9.751e-01;5.000e+01;5.000e+01
20.024333000;1.300e+00;4.651e-01;-3.815e-01;3.577e-01;-2.935e-01;1.181e+00;1.181e+00;1.293e+00;1.825e-01;-1.441e-01;1.293e+00;1.826e-01;-1.441e-01;1.300e+00;8.371e-01;-6.867e-01;1.000e+01;1.000e+01;9.751e-01;5.000e+01;9.751e-01;5.000e+01;5.000e+01
20.024794000;1.300e+00;4.641e-01;-3.841e-01;3.570e-01;-2.955e-01;1.180e+00;1.180e+00;1.293e+00;1.821e-01;-1.451e-01;1.293e+00;1.822e-01;-1.451e-01;1.300e+00;8.353e-01;-6.914e-01;1.000e+01;1.000e+01;9.751e-01;5.000e+01;9.751e-01;5.000e+01;5.000e+01
20.025255000;1.300e+00;4.631e-01;-3.867e-01;3.563e-01;-2.974e-01;1.180e+00;1.180e+00;1.293e+00;1.818e-01;-1.461e-01;1.293e+00;1.818e-01;-1.461e-01;1.300e+00;8.336e-01;-6.960e-01;1.000e+01;1.000e+01;9.751e-01;5.000e+01;9.751e-01;5.000e+01;5.000e+01
20.025715000;1.300e+00;4.622e-01;-3.892e-01;3.555e-01;-2.994e-01;1.179e+00;1.179e+00;1.293e+00;1.814e-01;-1.471e-01;1.293e+00;1.815e-01;-1.471e-01;1.300e+00;8.319e-01;-7.006e-01;1.000e+01;1.000e+01;9.751e-01;5.000e+01;9.751e-01;5.000e+01;5.000e+01
20.026637000;1.300e+00;4.603e-01;-3.942e-01;3.541e-01;-3.032e-01;1.177e+00;1.177e+00;1.293e+00;1.807e-01;-1.490e-01;1.293e+00;1.808e-01;-1.490e-01;1.300e+00;8.286e-01;-7.096e-01;1.000e+01;1.000e+01;9.751e-01;5.000e+01;9.751e-01;5.000e+01;5.000e+01
20.027098000;1.300e+00;4.594e-01;-3.967e-01;3.534e-01;-3.051e-01;1.176e+00;1.176e+00;1.293e+00;1.804e-01;-1.500e-01;1.293e+00;1.804e-01;-1.500e-01;1.300e+00;8.270e-01;-7.140e-01;1.000e+01;1.000e+01;9.751e-01;5.000e+01;9.751e-01;5.000e+01;5.000e+01
20.027559000;1.300e+00;4.585e-01;-3.991e-01;3.527e-01;-3.070e-01;1.176e+00;1.176e+00;1.293e+00;1.800e-01;-1.509e-01;1.293e+00;1.801e-01;-1.509e-01;1.300e+00;8.254e-01;-7.183e-01;1.000e+01;1.000e+01;9.751e-01;5.000e+01;9.751e-01;5.000e+01;5.000e+01
20.028019000;1.300e+00;4.577e-01;-4.015e-01;3.521e-01;-3.088e-01;1.175e+00;1.175e+00;1.293e+00;1.797e-01;-1.519e-01;1.293e+00;1.798e-01;-1.519e-01;1.300e+00;8.238e-01;-7.227e-01;1.000e+01;1.000e+01;9.751e-01;5.000e+01;9.751e-01;5.000e+01;5.000e+01
20.028941000;1.300e+00;4.560e-01;-4.062e-01;3.507e-01;-3.125e-01;1.173e+00;1.173e+00;1.293e+00;1.791e-01;-1.537e-01;1.293e+00;1.791e-01;-1.537e-01;1.300e+00;8.207e-01;-7.311e-01;1.000e+01;1.000e+01;9.751e-01;5.000e+01;9.751e-01;5.000e+01;5.000e+01
