time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;NetworkFrequencyPu
0.026245000;1.048e+00;7.803e-01;-2.592e-03;7.447e-01;-2.474e-03;1.048e+00;1.048e+00;7.023e-01;-2.333e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.027075000;1.048e+00;7.792e-01;-2.456e-03;7.436e-01;-2.343e-03;1.048e+00;1.048e+00;7.013e-01;-2.210e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.027904000;1.048e+00;7.781e-01;-2.313e-03;7.425e-01;-2.207e-03;1.048e+00;1.048e+00;7.003e-01;-2.082e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.028733000;1.048e+00;7.771e-01;-2.168e-03;7.414e-01;-2.068e-03;1.048e+00;1.048e+00;6.994e-01;-1.951e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.029563000;1.048e+00;7.762e-01;-2.019e-03;7.404e-01;-1.926e-03;1.049e+00;1.048e+00;6.985e-01;-1.817e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.030392000;1.048e+00;7.752e-01;-1.869e-03;7.394e-01;-1.783e-03;1.049e+00;1.048e+00;6.977e-01;-1.682e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.031222000;1.049e+00;7.744e-01;-1.719e-03;7.385e-01;-1.639e-03;1.049e+00;1.049e+00;6.969e-01;-1.547e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.032051000;1.049e+00;7.735e-01;-1.569e-03;7.376e-01;-1.496e-03;1.049e+00;1.049e+00;6.962e-01;-1.412e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.032881000;1.049e+00;7.727e-01;-1.420e-03;7.368e-01;-1.354e-03;1.049e+00;1.049e+00;6.955e-01;-1.278e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.033710000;1.049e+00;7.720e-01;-1.273e-03;7.360e-01;-1.214e-03;1.049e+00;1.049e+00;6.948e-01;-1.146e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.034540000;1.049e+00;7.713e-01;-1.130e-03;7.352e-01;-1.077e-03;1.049e+00;1.049e+00;6.941e-01;-1.017e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.035369000;1.049e+00;7.705e-01;-9.889e-04;7.344e-01;-9.425e-04;1.050e+00;1.049e+00;6.935e-01;-8.900e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.037028000;1.049e+00;7.692e-01;-7.200e-04;7.330e-01;-6.861e-04;1.050e+00;1.049e+00;6.923e-01;-6.480e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.037857000;1.049e+00;7.686e-01;-5.922e-04;7.323e-01;-5.643e-04;1.050e+00;1.049e+00;6.917e-01;-5.330e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.038687000;1.050e+00;7.680e-01;-4.689e-04;7.317e-01;-4.467e-04;1.050e+00;1.050e+00;6.912e-01;-4.220e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.039516000;1.050e+00;7.674e-01;-3.500e-04;7.311e-01;-3.334e-04;1.050e+00;1.050e+00;6.906e-01;-3.150e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.040346000;1.050e+00;7.668e-01;-2.378e-04;7.305e-01;-2.265e-04;1.050e+00;1.050e+00;6.901e-01;-2.140e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.042004000;1.050e+00;7.657e-01;-2.778e-05;7.293e-01;-2.646e-05;1.050e+00;1.050e+00;6.891e-01;-2.500e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.042834000;1.050e+00;7.652e-01;6.778e-05;7.287e-01;6.455e-05;1.050e+00;1.050e+00;6.887e-01;6.100e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.043663000;1.050e+00;7.647e-01;1.589e-04;7.282e-01;1.513e-04;1.050e+00;1.050e+00;6.882e-01;1.430e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.044493000;1.050e+00;7.642e-01;2.444e-04;7.277e-01;2.328e-04;1.051e+00;1.050e+00;6.878e-01;2.200e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.045322000;1.050e+00;7.637e-01;3.233e-04;7.272e-01;3.079e-04;1.051e+00;1.050e+00;6.874e-01;2.910e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.046152000;1.050e+00;7.633e-01;3.978e-04;7.267e-01;3.787e-04;1.051e+00;1.050e+00;6.869e-01;3.580e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.046981000;1.050e+00;7.628e-01;4.667e-04;7.263e-01;4.443e-04;1.051e+00;1.050e+00;6.865e-01;4.200e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.048640000;1.050e+00;7.620e-01;5.878e-04;7.254e-01;5.595e-04;1.051e+00;1.050e+00;6.858e-01;5.290e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.049469000;1.051e+00;7.616e-01;6.400e-04;7.249e-01;6.092e-04;1.051e+00;1.051e+00;6.854e-01;5.760e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.051128000;1.051e+00;7.608e-01;7.311e-04;7.241e-01;6.959e-04;1.051e+00;1.051e+00;6.847e-01;6.580e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.052167000;1.051e+00;7.603e-01;7.778e-04;7.237e-01;7.403e-04;1.051e+00;1.051e+00;6.843e-01;7.000e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.053167000;1.051e+00;7.599e-01;8.156e-04;7.232e-01;7.762e-04;1.051e+00;1.051e+00;6.839e-01;7.340e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.055167000;1.051e+00;7.591e-01;8.733e-04;7.224e-01;8.311e-04;1.051e+00;1.051e+00;6.832e-01;7.860e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.056167000;1.051e+00;7.587e-01;8.933e-04;7.220e-01;8.501e-04;1.051e+00;1.051e+00;6.828e-01;8.040e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.057167000;1.051e+00;7.583e-01;9.078e-04;7.216e-01;8.638e-04;1.051e+00;1.051e+00;6.825e-01;8.170e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.059167000;1.051e+00;7.577e-01;9.222e-04;7.209e-01;8.775e-04;1.051e+00;1.051e+00;6.819e-01;8.300e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.061167000;1.051e+00;7.570e-01;9.178e-04;7.203e-01;8.733e-04;1.051e+00;1.051e+00;6.813e-01;8.260e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.062167000;1.051e+00;7.567e-01;9.089e-04;7.200e-01;8.648e-04;1.051e+00;1.051e+00;6.810e-01;8.180e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.063167000;1.051e+00;7.564e-01;8.978e-04;7.197e-01;8.542e-04;1.051e+00;1.051e+00;6.808e-01;8.080e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.064167000;1.051e+00;7.561e-01;8.822e-04;7.194e-01;8.394e-04;1.051e+00;1.051e+00;6.805e-01;7.940e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.066167000;1.051e+00;7.556e-01;8.444e-04;7.189e-01;8.034e-04;1.051e+00;1.051e+00;6.800e-01;7.600e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.067167000;1.051e+00;7.553e-01;8.211e-04;7.187e-01;7.812e-04;1.051e+00;1.051e+00;6.798e-01;7.390e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.068167000;1.051e+00;7.551e-01;7.956e-04;7.184e-01;7.569e-04;1.051e+00;1.051e+00;6.796e-01;7.160e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.070167000;1.051e+00;7.546e-01;7.400e-04;7.180e-01;7.040e-04;1.051e+00;1.051e+00;6.792e-01;6.660e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.071167000;1.051e+00;7.544e-01;7.100e-04;7.178e-01;6.755e-04;1.051e+00;1.051e+00;6.790e-01;6.390e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.073167000;1.051e+00;7.540e-01;6.478e-04;7.174e-01;6.163e-04;1.051e+00;1.051e+00;6.786e-01;5.830e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.074167000;1.051e+00;7.538e-01;6.144e-04;7.172e-01;5.846e-04;1.051e+00;1.051e+00;6.784e-01;5.530e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.075167000;1.051e+00;7.537e-01;5.822e-04;7.170e-01;5.539e-04;1.051e+00;1.051e+00;6.783e-01;5.240e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.078167000;1.051e+00;7.531e-01;4.822e-04;7.166e-01;4.588e-04;1.051e+00;1.051e+00;6.778e-01;4.340e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.081167000;1.051e+00;7.527e-01;3.833e-04;7.161e-01;3.647e-04;1.051e+00;1.051e+00;6.774e-01;3.450e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.082167000;1.051e+00;7.526e-01;3.511e-04;7.160e-01;3.341e-04;1.051e+00;1.051e+00;6.773e-01;3.160e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.083167000;1.051e+00;7.524e-01;3.200e-04;7.159e-01;3.045e-04;1.051e+00;1.051e+00;6.772e-01;2.880e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.085167000;1.051e+00;7.522e-01;2.600e-04;7.157e-01;2.474e-04;1.051e+00;1.051e+00;6.770e-01;2.340e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.086167000;1.051e+00;7.521e-01;2.311e-04;7.156e-01;2.199e-04;1.051e+00;1.051e+00;6.769e-01;2.080e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.089167000;1.051e+00;7.518e-01;1.511e-04;7.153e-01;1.438e-04;1.051e+00;1.051e+00;6.766e-01;1.360e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.090167000;1.051e+00;7.517e-01;1.267e-04;7.152e-01;1.205e-04;1.051e+00;1.051e+00;6.765e-01;1.140e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.091167000;1.051e+00;7.516e-01;1.033e-04;7.151e-01;9.832e-05;1.051e+00;1.051e+00;6.764e-01;9.300e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.093167000;1.051e+00;7.514e-01;5.889e-05;7.149e-01;5.603e-05;1.051e+00;1.051e+00;6.763e-01;5.300e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.094167000;1.051e+00;7.513e-01;3.889e-05;7.149e-01;3.700e-05;1.051e+00;1.051e+00;6.762e-01;3.500e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.095167000;1.051e+00;7.513e-01;2.000e-05;7.148e-01;1.903e-05;1.051e+00;1.051e+00;6.761e-01;1.800e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.099167000;1.051e+00;7.510e-01;-4.556e-05;7.146e-01;-4.334e-05;1.051e+00;1.051e+00;6.759e-01;-4.100e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.100167000;1.051e+00;7.510e-01;-5.889e-05;7.145e-01;-5.603e-05;1.051e+00;1.051e+00;6.759e-01;-5.300e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.104167000;1.051e+00;7.508e-01;-1.033e-04;7.143e-01;-9.832e-05;1.051e+00;1.051e+00;6.757e-01;-9.300e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.105167000;1.051e+00;7.507e-01;-1.122e-04;7.143e-01;-1.068e-04;1.051e+00;1.051e+00;6.756e-01;-1.010e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.106167000;1.051e+00;7.507e-01;-1.200e-04;7.142e-01;-1.142e-04;1.051e+00;1.051e+00;6.756e-01;-1.080e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.107167000;1.051e+00;7.506e-01;-1.267e-04;7.142e-01;-1.205e-04;1.051e+00;1.051e+00;6.756e-01;-1.140e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.109167000;1.051e+00;7.506e-01;-1.389e-04;7.141e-01;-1.321e-04;1.051e+00;1.051e+00;6.755e-01;-1.250e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.112167000;1.051e+00;7.505e-01;-1.522e-04;7.141e-01;-1.448e-04;1.051e+00;1.051e+00;6.754e-01;-1.370e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.113167000;1.051e+00;7.504e-01;-1.544e-04;7.140e-01;-1.470e-04;1.051e+00;1.051e+00;6.754e-01;-1.390e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.115167000;1.051e+00;7.504e-01;-1.589e-04;7.140e-01;-1.512e-04;1.051e+00;1.051e+00;6.753e-01;-1.430e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.116167000;1.051e+00;7.504e-01;-1.611e-04;7.140e-01;-1.533e-04;1.051e+00;1.051e+00;6.753e-01;-1.450e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.117167000;1.051e+00;7.503e-01;-1.622e-04;7.139e-01;-1.544e-04;1.051e+00;1.051e+00;6.753e-01;-1.460e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.122167000;1.051e+00;7.502e-01;-1.633e-04;7.138e-01;-1.554e-04;1.051e+00;1.051e+00;6.752e-01;-1.470e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.127167000;1.051e+00;7.502e-01;-1.578e-04;7.138e-01;-1.501e-04;1.051e+00;1.051e+00;6.752e-01;-1.420e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.128167000;1.051e+00;7.502e-01;-1.567e-04;7.137e-01;-1.491e-04;1.051e+00;1.051e+00;6.751e-01;-1.410e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.129167000;1.051e+00;7.501e-01;-1.544e-04;7.137e-01;-1.469e-04;1.051e+00;1.051e+00;6.751e-01;-1.390e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.139167000;1.051e+00;7.501e-01;-1.389e-04;7.136e-01;-1.321e-04;1.051e+00;1.051e+00;6.751e-01;-1.250e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.140167000;1.051e+00;7.500e-01;-1.378e-04;7.136e-01;-1.311e-04;1.051e+00;1.051e+00;6.750e-01;-1.240e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
