time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;NetworkFrequencyPu
0.004120000;1.047e+00;7.730e-01;-4.754e-03;7.380e-01;-4.539e-03;1.047e+00;6.957e-01;-4.279e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.004218000;1.048e+00;7.721e-01;-4.677e-03;7.371e-01;-4.465e-03;1.048e+00;6.949e-01;-4.209e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.004413000;1.048e+00;7.705e-01;-4.504e-03;7.354e-01;-4.299e-03;1.048e+00;6.934e-01;-4.054e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.004511000;1.048e+00;7.697e-01;-4.410e-03;7.346e-01;-4.209e-03;1.048e+00;6.927e-01;-3.969e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.004609000;1.048e+00;7.690e-01;-4.311e-03;7.338e-01;-4.114e-03;1.048e+00;6.921e-01;-3.880e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.004707000;1.048e+00;7.683e-01;-4.208e-03;7.331e-01;-4.015e-03;1.048e+00;6.915e-01;-3.787e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.005000000;1.048e+00;7.664e-01;-3.873e-03;7.311e-01;-3.695e-03;1.048e+00;6.898e-01;-3.486e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.005196000;1.048e+00;7.654e-01;-3.632e-03;7.300e-01;-3.464e-03;1.048e+00;6.889e-01;-3.269e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.005294000;1.049e+00;7.649e-01;-3.509e-03;7.295e-01;-3.346e-03;1.049e+00;6.884e-01;-3.158e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.005392000;1.049e+00;7.645e-01;-3.382e-03;7.290e-01;-3.225e-03;1.049e+00;6.880e-01;-3.044e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.005881000;1.049e+00;7.628e-01;-2.722e-03;7.272e-01;-2.595e-03;1.049e+00;6.865e-01;-2.450e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.006077000;1.049e+00;7.624e-01;-2.451e-03;7.266e-01;-2.336e-03;1.049e+00;6.861e-01;-2.206e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.006272000;1.049e+00;7.620e-01;-2.179e-03;7.262e-01;-2.076e-03;1.049e+00;6.858e-01;-1.961e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.006468000;1.049e+00;7.618e-01;-1.907e-03;7.259e-01;-1.817e-03;1.049e+00;6.856e-01;-1.716e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.006566000;1.050e+00;7.617e-01;-1.771e-03;7.258e-01;-1.688e-03;1.050e+00;6.856e-01;-1.594e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.006664000;1.050e+00;7.617e-01;-1.637e-03;7.257e-01;-1.559e-03;1.050e+00;6.855e-01;-1.473e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.006762000;1.050e+00;7.616e-01;-1.503e-03;7.256e-01;-1.432e-03;1.050e+00;6.855e-01;-1.353e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.006859000;1.050e+00;7.616e-01;-1.371e-03;7.256e-01;-1.306e-03;1.050e+00;6.855e-01;-1.234e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.007153000;1.050e+00;7.617e-01;-9.811e-04;7.256e-01;-9.345e-04;1.050e+00;6.855e-01;-8.830e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.007251000;1.050e+00;7.618e-01;-8.544e-04;7.256e-01;-8.138e-04;1.050e+00;6.856e-01;-7.690e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.007447000;1.050e+00;7.620e-01;-6.078e-04;7.257e-01;-5.789e-04;1.050e+00;6.858e-01;-5.470e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.007623000;1.050e+00;7.622e-01;-3.922e-04;7.259e-01;-3.735e-04;1.050e+00;6.860e-01;-3.530e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.007799000;1.050e+00;7.624e-01;-1.844e-04;7.261e-01;-1.756e-04;1.050e+00;6.862e-01;-1.660e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.007975000;1.050e+00;7.627e-01;1.554e-05;7.263e-01;1.485e-05;1.050e+00;6.865e-01;1.402e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.008151000;1.050e+00;7.631e-01;2.067e-04;7.266e-01;1.968e-04;1.050e+00;6.868e-01;1.860e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.008327000;1.050e+00;7.634e-01;3.889e-04;7.269e-01;3.703e-04;1.050e+00;6.871e-01;3.500e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.008503000;1.050e+00;7.638e-01;5.622e-04;7.272e-01;5.353e-04;1.050e+00;6.874e-01;5.060e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.008855000;1.050e+00;7.647e-01;8.800e-04;7.280e-01;8.378e-04;1.050e+00;6.882e-01;7.920e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.009208000;1.050e+00;7.655e-01;1.158e-03;7.288e-01;1.102e-03;1.050e+00;6.890e-01;1.042e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.009560000;1.050e+00;7.664e-01;1.396e-03;7.296e-01;1.329e-03;1.050e+00;6.898e-01;1.256e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.009912000;1.050e+00;7.673e-01;1.594e-03;7.304e-01;1.518e-03;1.050e+00;6.906e-01;1.435e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.010264000;1.050e+00;7.682e-01;1.754e-03;7.312e-01;1.670e-03;1.050e+00;6.913e-01;1.579e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.010617000;1.050e+00;7.690e-01;1.878e-03;7.320e-01;1.788e-03;1.050e+00;6.921e-01;1.690e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.010793000;1.050e+00;7.694e-01;1.927e-03;7.324e-01;1.834e-03;1.050e+00;6.924e-01;1.734e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.010969000;1.050e+00;7.697e-01;1.968e-03;7.327e-01;1.873e-03;1.050e+00;6.927e-01;1.771e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.011321000;1.050e+00;7.704e-01;2.026e-03;7.334e-01;1.928e-03;1.050e+00;6.934e-01;1.823e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.011849000;1.050e+00;7.713e-01;2.059e-03;7.343e-01;1.960e-03;1.050e+00;6.941e-01;1.853e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.012026000;1.050e+00;7.715e-01;2.058e-03;7.345e-01;1.959e-03;1.050e+00;6.944e-01;1.852e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.012202000;1.050e+00;7.718e-01;2.051e-03;7.348e-01;1.953e-03;1.050e+00;6.946e-01;1.846e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.012554000;1.050e+00;7.722e-01;2.023e-03;7.352e-01;1.926e-03;1.050e+00;6.949e-01;1.821e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.012730000;1.050e+00;7.723e-01;2.002e-03;7.354e-01;1.906e-03;1.050e+00;6.951e-01;1.802e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.012906000;1.050e+00;7.725e-01;1.977e-03;7.355e-01;1.882e-03;1.050e+00;6.952e-01;1.779e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.013082000;1.050e+00;7.726e-01;1.949e-03;7.356e-01;1.856e-03;1.050e+00;6.953e-01;1.754e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.013258000;1.050e+00;7.727e-01;1.917e-03;7.358e-01;1.825e-03;1.050e+00;6.954e-01;1.725e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.013434000;1.050e+00;7.728e-01;1.882e-03;7.359e-01;1.792e-03;1.050e+00;6.955e-01;1.694e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.013611000;1.050e+00;7.729e-01;1.846e-03;7.359e-01;1.757e-03;1.050e+00;6.956e-01;1.661e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.013963000;1.050e+00;7.730e-01;1.766e-03;7.361e-01;1.681e-03;1.050e+00;6.957e-01;1.589e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.014139000;1.050e+00;7.730e-01;1.723e-03;7.361e-01;1.641e-03;1.050e+00;6.957e-01;1.551e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.014667000;1.050e+00;7.730e-01;1.591e-03;7.361e-01;1.515e-03;1.050e+00;6.957e-01;1.432e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.015020000;1.050e+00;7.729e-01;1.500e-03;7.361e-01;1.429e-03;1.050e+00;6.956e-01;1.350e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.015724000;1.050e+00;7.726e-01;1.322e-03;7.359e-01;1.259e-03;1.050e+00;6.954e-01;1.190e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.015900000;1.050e+00;7.726e-01;1.279e-03;7.358e-01;1.218e-03;1.050e+00;6.953e-01;1.151e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.016252000;1.050e+00;7.724e-01;1.196e-03;7.356e-01;1.139e-03;1.050e+00;6.951e-01;1.076e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.016569000;1.050e+00;7.722e-01;1.126e-03;7.355e-01;1.072e-03;1.050e+00;6.950e-01;1.013e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.017203000;1.050e+00;7.718e-01;9.967e-04;7.351e-01;9.493e-04;1.050e+00;6.946e-01;8.970e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.017837000;1.050e+00;7.714e-01;8.867e-04;7.347e-01;8.445e-04;1.050e+00;6.943e-01;7.980e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.018788000;1.050e+00;7.708e-01;7.589e-04;7.342e-01;7.228e-04;1.050e+00;6.937e-01;6.830e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.019105000;1.050e+00;7.706e-01;7.256e-04;7.340e-01;6.911e-04;1.050e+00;6.936e-01;6.530e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.019422000;1.050e+00;7.705e-01;6.967e-04;7.339e-01;6.636e-04;1.050e+00;6.934e-01;6.270e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.020373000;1.050e+00;7.700e-01;6.322e-04;7.335e-01;6.022e-04;1.050e+00;6.930e-01;5.690e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.020690000;1.050e+00;7.699e-01;6.167e-04;7.333e-01;5.874e-04;1.050e+00;6.929e-01;5.550e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.021324000;1.050e+00;7.697e-01;5.933e-04;7.331e-01;5.651e-04;1.050e+00;6.927e-01;5.340e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.021641000;1.050e+00;7.696e-01;5.856e-04;7.331e-01;5.577e-04;1.050e+00;6.927e-01;5.270e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.022275000;1.050e+00;7.695e-01;5.722e-04;7.329e-01;5.450e-04;1.050e+00;6.925e-01;5.150e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.023227000;1.050e+00;7.693e-01;5.611e-04;7.328e-01;5.344e-04;1.050e+00;6.924e-01;5.050e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.023861000;1.050e+00;7.693e-01;5.556e-04;7.327e-01;5.291e-04;1.050e+00;6.923e-01;5.000e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.024495000;1.050e+00;7.692e-01;5.500e-04;7.326e-01;5.239e-04;1.050e+00;6.923e-01;4.950e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.027665000;1.050e+00;7.690e-01;5.044e-04;7.325e-01;4.805e-04;1.050e+00;6.921e-01;4.540e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.029567000;1.050e+00;7.689e-01;4.622e-04;7.323e-01;4.403e-04;1.050e+00;6.920e-01;4.160e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.030201000;1.050e+00;7.688e-01;4.478e-04;7.323e-01;4.265e-04;1.050e+00;6.919e-01;4.030e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.030835000;1.050e+00;7.687e-01;4.333e-04;7.322e-01;4.127e-04;1.050e+00;6.919e-01;3.900e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.033846000;1.050e+00;7.684e-01;3.711e-04;7.319e-01;3.535e-04;1.050e+00;6.915e-01;3.340e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.034102000;1.050e+00;7.683e-01;3.656e-04;7.318e-01;3.482e-04;1.050e+00;6.915e-01;3.290e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.035638000;1.050e+00;7.682e-01;3.300e-04;7.317e-01;3.143e-04;1.050e+00;6.914e-01;2.970e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.036638000;1.050e+00;7.681e-01;3.067e-04;7.316e-01;2.921e-04;1.050e+00;6.912e-01;2.760e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.037538000;1.050e+00;7.680e-01;2.856e-04;7.315e-01;2.720e-04;1.050e+00;6.912e-01;2.570e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.041138000;1.050e+00;7.676e-01;2.144e-04;7.311e-01;2.043e-04;1.050e+00;6.908e-01;1.930e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.042038000;1.050e+00;7.675e-01;1.989e-04;7.310e-01;1.894e-04;1.050e+00;6.908e-01;1.790e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.042938000;1.050e+00;7.674e-01;1.844e-04;7.310e-01;1.757e-04;1.050e+00;6.907e-01;1.660e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.044738000;1.050e+00;7.673e-01;1.589e-04;7.308e-01;1.513e-04;1.050e+00;6.905e-01;1.430e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.049638000;1.050e+00;7.668e-01;1.056e-04;7.304e-01;1.005e-04;1.050e+00;6.902e-01;9.498e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.057638000;1.050e+00;7.662e-01;4.889e-05;7.297e-01;4.658e-05;1.050e+00;6.895e-01;4.399e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.061638000;1.050e+00;7.658e-01;2.667e-05;7.294e-01;2.542e-05;1.050e+00;6.893e-01;2.399e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.063638000;1.050e+00;7.657e-01;1.556e-05;7.293e-01;1.484e-05;1.050e+00;6.891e-01;1.400e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.067638000;1.050e+00;7.654e-01;-4.447e-06;7.289e-01;-4.219e-06;1.050e+00;6.888e-01;-3.997e-06;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.069638000;1.050e+00;7.652e-01;-1.556e-05;7.288e-01;-1.481e-05;1.050e+00;6.887e-01;-1.399e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.075638000;1.050e+00;7.648e-01;-4.445e-05;7.284e-01;-4.232e-05;1.050e+00;6.883e-01;-3.999e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.082638000;1.050e+00;7.643e-01;-7.778e-05;7.278e-01;-7.405e-05;1.050e+00;6.878e-01;-6.999e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.085638000;1.050e+00;7.640e-01;-9.222e-05;7.276e-01;-8.780e-05;1.050e+00;6.876e-01;-8.299e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.088638000;1.050e+00;7.638e-01;-1.056e-04;7.274e-01;-1.005e-04;1.050e+00;6.874e-01;-9.499e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.099638000;1.050e+00;7.631e-01;-1.544e-04;7.267e-01;-1.471e-04;1.050e+00;6.868e-01;-1.390e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.100638000;1.050e+00;7.630e-01;-1.589e-04;7.266e-01;-1.513e-04;1.050e+00;6.867e-01;-1.430e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.108638000;1.050e+00;7.625e-01;-1.922e-04;7.261e-01;-1.831e-04;1.050e+00;6.863e-01;-1.730e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.109638000;1.050e+00;7.624e-01;-1.956e-04;7.261e-01;-1.862e-04;1.050e+00;6.862e-01;-1.760e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.110638000;1.050e+00;7.624e-01;-2.000e-04;7.260e-01;-1.905e-04;1.050e+00;6.861e-01;-1.800e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.121638000;1.050e+00;7.617e-01;-2.433e-04;7.253e-01;-2.317e-04;1.050e+00;6.855e-01;-2.190e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.138638000;1.050e+00;7.607e-01;-3.056e-04;7.244e-01;-2.910e-04;1.050e+00;6.847e-01;-2.750e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.140638000;1.050e+00;7.606e-01;-3.133e-04;7.243e-01;-2.984e-04;1.050e+00;6.846e-01;-2.820e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.158638000;1.050e+00;7.597e-01;-3.733e-04;7.234e-01;-3.555e-04;1.050e+00;6.837e-01;-3.360e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.160638000;1.050e+00;7.596e-01;-3.789e-04;7.233e-01;-3.608e-04;1.050e+00;6.837e-01;-3.410e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.165638000;1.050e+00;7.594e-01;-3.944e-04;7.230e-01;-3.756e-04;1.050e+00;6.834e-01;-3.550e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.167638000;1.050e+00;7.593e-01;-4.011e-04;7.229e-01;-3.819e-04;1.050e+00;6.834e-01;-3.610e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.172638000;1.050e+00;7.590e-01;-4.156e-04;7.227e-01;-3.957e-04;1.050e+00;6.831e-01;-3.740e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
