;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr1_XFMR_Tap;StepUp_Xfmr2_XFMR_Tap;Wind_Turbine1_GEN_InjectedActiveCurrent;Wind_Turbine1_GEN_InjectedReactiveCurrent;Wind_Turbine1_GEN_AVRSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_InjectedActiveCurrent;Wind_Turbine2_GEN_InjectedReactiveCurrent;Wind_Turbine2_GEN_AVRSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;Wind_Turbine1_GEN_InjectedCurrent;Wind_Turbine2_GEN_InjectedCurrent;NetworkFrequencyPu
34;1.964e-01;1.045e+00;4.068e-01;1.570e-05;3.894e-01;1.503e-05;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.947e-01;-6.350e-03;1.045e+00;1.000e+00;3.946e-01;-6.350e-03;1.045e+00;1.000e+00;3.947e-01;3.946e-01;1.000e+00
35;2.064e-01;1.045e+00;4.060e-01;1.562e-05;3.886e-01;1.495e-05;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.939e-01;-6.335e-03;1.045e+00;1.000e+00;3.938e-01;-6.335e-03;1.045e+00;1.000e+00;3.940e-01;3.939e-01;1.000e+00
36;2.164e-01;1.045e+00;4.052e-01;1.513e-05;3.878e-01;1.448e-05;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.931e-01;-6.320e-03;1.045e+00;1.000e+00;3.931e-01;-6.320e-03;1.045e+00;1.000e+00;3.932e-01;3.931e-01;1.000e+00
37;2.264e-01;1.045e+00;4.044e-01;1.491e-05;3.871e-01;1.427e-05;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.924e-01;-6.305e-03;1.045e+00;1.000e+00;3.923e-01;-6.305e-03;1.045e+00;1.000e+00;3.924e-01;3.923e-01;1.000e+00
38;2.364e-01;1.045e+00;4.036e-01;1.376e-05;3.863e-01;1.316e-05;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.916e-01;-6.290e-03;1.045e+00;1.000e+00;3.915e-01;-6.290e-03;1.045e+00;1.000e+00;3.917e-01;3.915e-01;1.000e+00
39;2.464e-01;1.045e+00;4.029e-01;1.376e-05;3.855e-01;1.316e-05;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.909e-01;-6.274e-03;1.045e+00;1.000e+00;3.907e-01;-6.274e-03;1.045e+00;1.000e+00;3.909e-01;3.908e-01;1.000e+00
40;2.564e-01;1.045e+00;4.021e-01;1.244e-05;3.847e-01;1.190e-05;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.901e-01;-6.259e-03;1.045e+00;1.000e+00;3.899e-01;-6.259e-03;1.045e+00;1.000e+00;3.901e-01;3.900e-01;1.000e+00
41;2.664e-01;1.045e+00;4.013e-01;1.237e-05;3.840e-01;1.184e-05;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.893e-01;-6.244e-03;1.045e+00;1.000e+00;3.892e-01;-6.244e-03;1.045e+00;1.000e+00;3.894e-01;3.892e-01;1.000e+00
42;2.764e-01;1.045e+00;4.005e-01;1.175e-05;3.832e-01;1.125e-05;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.886e-01;-6.229e-03;1.045e+00;1.000e+00;3.884e-01;-6.229e-03;1.045e+00;1.000e+00;3.886e-01;3.885e-01;1.000e+00
43;2.864e-01;1.045e+00;3.997e-01;1.033e-05;3.825e-01;9.879e-06;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.878e-01;-6.214e-03;1.045e+00;1.000e+00;3.876e-01;-6.214e-03;1.045e+00;1.000e+00;3.879e-01;3.877e-01;1.000e+00
44;2.964e-01;1.045e+00;3.989e-01;9.648e-06;3.817e-01;9.231e-06;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.871e-01;-6.200e-03;1.045e+00;1.000e+00;3.869e-01;-6.200e-03;1.045e+00;1.000e+00;3.871e-01;3.869e-01;1.000e+00
45;3.064e-01;1.045e+00;3.982e-01;9.307e-06;3.810e-01;8.904e-06;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.864e-01;-6.185e-03;1.045e+00;1.000e+00;3.862e-01;-6.185e-03;1.045e+00;1.000e+00;3.864e-01;3.862e-01;1.000e+00
46;3.164e-01;1.045e+00;3.974e-01;7.568e-06;3.802e-01;7.241e-06;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.856e-01;-6.171e-03;1.045e+00;1.000e+00;3.854e-01;-6.171e-03;1.045e+00;1.000e+00;3.857e-01;3.855e-01;1.000e+00
47;3.264e-01;1.045e+00;3.967e-01;7.125e-06;3.795e-01;6.817e-06;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.849e-01;-6.156e-03;1.045e+00;1.000e+00;3.847e-01;-6.156e-03;1.045e+00;1.000e+00;3.850e-01;3.847e-01;1.000e+00
48;3.364e-01;1.045e+00;3.960e-01;6.147e-06;3.788e-01;5.881e-06;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.842e-01;-6.142e-03;1.045e+00;1.000e+00;3.840e-01;-6.142e-03;1.045e+00;1.000e+00;3.843e-01;3.840e-01;1.000e+00
49;3.464e-01;1.045e+00;3.952e-01;5.488e-06;3.781e-01;5.250e-06;1.045e+00;1.045e+00;1.000e+01;1.000e+01;3.835e-01;-6.128e-03;1.045e+00;1.000e+00;3.833e-01;-6.128e-03;1.045e+00;1.000e+00;3.836e-01;3.833e-01;1.000e+00
50;3.564e-01;1.045e+00;3.945e-01;4.066e-06;3.774e-01;3.890e-06;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.828e-01;-6.115e-03;1.045e+00;1.000e+00;3.826e-01;-6.115e-03;1.045e+00;1.000e+00;3.829e-01;3.826e-01;1.000e+00
51;3.664e-01;1.045e+00;3.938e-01;3.270e-06;3.768e-01;3.128e-06;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.822e-01;-6.101e-03;1.045e+00;1.000e+00;3.819e-01;-6.101e-03;1.045e+00;1.000e+00;3.822e-01;3.820e-01;1.000e+00
52;3.764e-01;1.045e+00;3.931e-01;2.698e-06;3.761e-01;2.581e-06;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.815e-01;-6.088e-03;1.045e+00;1.000e+00;3.812e-01;-6.088e-03;1.045e+00;1.000e+00;3.815e-01;3.813e-01;1.000e+00
53;3.864e-01;1.045e+00;3.925e-01;9.892e-07;3.754e-01;9.462e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.809e-01;-6.075e-03;1.045e+00;1.000e+00;3.806e-01;-6.075e-03;1.045e+00;1.000e+00;3.809e-01;3.806e-01;1.000e+00
54;3.964e-01;1.045e+00;3.918e-01;2.505e-07;3.748e-01;2.397e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.802e-01;-6.063e-03;1.045e+00;1.000e+00;3.800e-01;-6.063e-03;1.045e+00;1.000e+00;3.803e-01;3.800e-01;1.000e+00
55;4.064e-01;1.045e+00;3.912e-01;-5.964e-07;3.742e-01;-5.705e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.796e-01;-6.050e-03;1.045e+00;1.000e+00;3.793e-01;-6.050e-03;1.045e+00;1.000e+00;3.796e-01;3.794e-01;1.000e+00
56;4.164e-01;1.045e+00;3.905e-01;-1.773e-06;3.736e-01;-1.696e-06;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.790e-01;-6.038e-03;1.045e+00;1.000e+00;3.787e-01;-6.038e-03;1.045e+00;1.000e+00;3.790e-01;3.788e-01;1.000e+00
57;4.264e-01;1.045e+00;3.899e-01;-3.260e-06;3.730e-01;-3.118e-06;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.784e-01;-6.026e-03;1.045e+00;1.000e+00;3.781e-01;-6.026e-03;1.045e+00;1.000e+00;3.784e-01;3.782e-01;1.000e+00
58;4.364e-01;1.045e+00;3.893e-01;-3.450e-06;3.724e-01;-3.300e-06;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.778e-01;-6.015e-03;1.045e+00;1.000e+00;3.775e-01;-6.015e-03;1.045e+00;1.000e+00;3.779e-01;3.776e-01;1.000e+00
59;4.464e-01;1.046e+00;3.887e-01;-4.391e-06;3.718e-01;-4.200e-06;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.772e-01;-6.004e-03;1.045e+00;1.000e+00;3.770e-01;-6.004e-03;1.045e+00;1.000e+00;3.773e-01;3.770e-01;1.000e+00
60;4.564e-01;1.046e+00;3.882e-01;-5.895e-06;3.713e-01;-5.639e-06;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.767e-01;-5.993e-03;1.045e+00;1.000e+00;3.764e-01;-5.993e-03;1.045e+00;1.000e+00;3.767e-01;3.765e-01;1.000e+00
61;4.664e-01;1.046e+00;3.876e-01;-6.990e-06;3.707e-01;-6.686e-06;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.761e-01;-5.982e-03;1.045e+00;1.000e+00;3.759e-01;-5.982e-03;1.045e+00;1.000e+00;3.762e-01;3.759e-01;1.000e+00
62;4.764e-01;1.046e+00;3.871e-01;-7.660e-06;3.702e-01;-7.326e-06;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.756e-01;-5.971e-03;1.045e+00;1.000e+00;3.754e-01;-5.971e-03;1.045e+00;1.000e+00;3.757e-01;3.754e-01;1.000e+00
63;4.864e-01;1.046e+00;3.865e-01;-8.203e-06;3.697e-01;-7.845e-06;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.751e-01;-5.961e-03;1.045e+00;1.000e+00;3.749e-01;-5.961e-03;1.045e+00;1.000e+00;3.751e-01;3.749e-01;1.000e+00
64;4.964e-01;1.046e+00;3.860e-01;-9.870e-06;3.692e-01;-9.440e-06;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.746e-01;-5.952e-03;1.045e+00;1.000e+00;3.744e-01;-5.952e-03;1.045e+00;1.000e+00;3.746e-01;3.744e-01;1.000e+00
65;5.064e-01;1.046e+00;3.855e-01;-1.065e-05;3.687e-01;-1.019e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.741e-01;-5.942e-03;1.045e+00;1.000e+00;3.739e-01;-5.942e-03;1.045e+00;1.000e+00;3.742e-01;3.739e-01;1.000e+00
66;5.164e-01;1.046e+00;3.851e-01;-1.179e-05;3.682e-01;-1.127e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.736e-01;-5.933e-03;1.045e+00;1.000e+00;3.734e-01;-5.933e-03;1.045e+00;1.000e+00;3.737e-01;3.735e-01;1.000e+00
67;5.264e-01;1.046e+00;3.846e-01;-1.213e-05;3.678e-01;-1.160e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.732e-01;-5.924e-03;1.045e+00;1.000e+00;3.730e-01;-5.924e-03;1.045e+00;1.000e+00;3.732e-01;3.730e-01;1.000e+00
68;5.364e-01;1.046e+00;3.841e-01;-1.325e-05;3.674e-01;-1.267e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.727e-01;-5.915e-03;1.045e+00;1.000e+00;3.725e-01;-5.915e-03;1.045e+00;1.000e+00;3.728e-01;3.726e-01;1.000e+00
69;5.464e-01;1.046e+00;3.837e-01;-1.451e-05;3.669e-01;-1.388e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.723e-01;-5.907e-03;1.045e+00;1.000e+00;3.721e-01;-5.907e-03;1.045e+00;1.000e+00;3.724e-01;3.722e-01;1.000e+00
70;5.564e-01;1.046e+00;3.833e-01;-1.516e-05;3.665e-01;-1.450e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.719e-01;-5.898e-03;1.045e+00;1.000e+00;3.717e-01;-5.898e-03;1.045e+00;1.000e+00;3.719e-01;3.717e-01;1.000e+00
71;5.664e-01;1.046e+00;3.829e-01;-1.590e-05;3.661e-01;-1.521e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.715e-01;-5.890e-03;1.045e+00;1.000e+00;3.713e-01;-5.890e-03;1.045e+00;1.000e+00;3.715e-01;3.713e-01;1.000e+00
72;5.764e-01;1.046e+00;3.825e-01;-1.647e-05;3.657e-01;-1.575e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.711e-01;-5.883e-03;1.045e+00;1.000e+00;3.709e-01;-5.883e-03;1.045e+00;1.000e+00;3.712e-01;3.710e-01;1.000e+00
73;5.864e-01;1.046e+00;3.821e-01;-1.752e-05;3.654e-01;-1.676e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.707e-01;-5.876e-03;1.045e+00;1.000e+00;3.706e-01;-5.876e-03;1.045e+00;1.000e+00;3.708e-01;3.706e-01;1.000e+00
74;5.964e-01;1.046e+00;3.817e-01;-1.838e-05;3.650e-01;-1.758e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.704e-01;-5.868e-03;1.045e+00;1.000e+00;3.702e-01;-5.868e-03;1.045e+00;1.000e+00;3.704e-01;3.702e-01;1.000e+00
75;6.064e-01;1.046e+00;3.814e-01;-1.904e-05;3.647e-01;-1.821e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.700e-01;-5.862e-03;1.045e+00;1.000e+00;3.699e-01;-5.862e-03;1.045e+00;1.000e+00;3.701e-01;3.699e-01;1.000e+00
76;6.164e-01;1.046e+00;3.810e-01;-2.012e-05;3.643e-01;-1.924e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.697e-01;-5.855e-03;1.045e+00;1.000e+00;3.695e-01;-5.855e-03;1.045e+00;1.000e+00;3.697e-01;3.696e-01;1.000e+00
77;6.264e-01;1.046e+00;3.807e-01;-2.074e-05;3.640e-01;-1.983e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.694e-01;-5.849e-03;1.045e+00;1.000e+00;3.692e-01;-5.849e-03;1.045e+00;1.000e+00;3.694e-01;3.692e-01;1.000e+00
78;6.364e-01;1.046e+00;3.804e-01;-2.152e-05;3.637e-01;-2.058e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.691e-01;-5.843e-03;1.045e+00;1.000e+00;3.689e-01;-5.843e-03;1.045e+00;1.000e+00;3.691e-01;3.689e-01;1.000e+00
79;6.464e-01;1.046e+00;3.801e-01;-2.239e-05;3.634e-01;-2.141e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.688e-01;-5.837e-03;1.045e+00;1.000e+00;3.686e-01;-5.837e-03;1.045e+00;1.000e+00;3.688e-01;3.686e-01;1.000e+00
80;6.564e-01;1.046e+00;3.798e-01;-2.312e-05;3.631e-01;-2.211e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.685e-01;-5.831e-03;1.045e+00;1.000e+00;3.683e-01;-5.831e-03;1.045e+00;1.000e+00;3.685e-01;3.684e-01;1.000e+00
81;6.664e-01;1.046e+00;3.795e-01;-2.371e-05;3.628e-01;-2.267e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.682e-01;-5.826e-03;1.045e+00;1.000e+00;3.680e-01;-5.826e-03;1.045e+00;1.000e+00;3.683e-01;3.681e-01;1.000e+00
82;6.764e-01;1.046e+00;3.792e-01;-2.399e-05;3.626e-01;-2.294e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.680e-01;-5.821e-03;1.045e+00;1.000e+00;3.678e-01;-5.821e-03;1.045e+00;1.000e+00;3.680e-01;3.678e-01;1.000e+00
83;6.864e-01;1.046e+00;3.790e-01;-2.508e-05;3.623e-01;-2.398e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.677e-01;-5.816e-03;1.045e+00;1.000e+00;3.675e-01;-5.816e-03;1.045e+00;1.000e+00;3.677e-01;3.676e-01;1.000e+00
84;6.964e-01;1.046e+00;3.787e-01;-2.532e-05;3.621e-01;-2.421e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.675e-01;-5.811e-03;1.045e+00;1.000e+00;3.673e-01;-5.811e-03;1.045e+00;1.000e+00;3.675e-01;3.673e-01;1.000e+00
85;7.064e-01;1.046e+00;3.785e-01;-2.593e-05;3.619e-01;-2.479e-05;1.046e+00;1.046e+00;1.000e+01;1.000e+01;3.672e-01;-5.806e-03;1.045e+00;1.000e+00;3.671e-01;-5.806e-03;1.045e+00;1.000e+00;3.673e-01;3.671e-01;1.000e+00
