Time (s);Ip PGU (pu);Ip lower (pu);Ip upper (pu);Ip upper_overdamped (pu);Ip lower_overdamped (pu);Ip upper_underdamped (pu);Ip lower_underdamped (pu)
3.668e-02;5.938e-01;5.577e-04;8.994e-01;8.902e-01;3.000e-01;8.994e-01;5.577e-04
3.835e-02;5.926e-01;2.775e-04;8.997e-01;8.887e-01;2.995e-01;8.997e-01;2.775e-04
4.001e-02;5.913e-01;-1.111e-06;9.000e-01;8.870e-01;2.988e-01;9.000e-01;-1.111e-06
4.168e-02;5.900e-01;-2.782e-04;9.003e-01;8.852e-01;2.981e-01;9.003e-01;-2.782e-04
4.335e-02;5.885e-01;-5.538e-04;9.006e-01;8.833e-01;2.974e-01;9.006e-01;-5.538e-04
4.502e-02;5.870e-01;-8.278e-04;9.008e-01;8.813e-01;2.966e-01;9.008e-01;-8.278e-04
4.668e-02;5.854e-01;-1.100e-03;9.011e-01;8.792e-01;2.958e-01;9.011e-01;-1.100e-03
4.835e-02;5.837e-01;-1.371e-03;9.014e-01;8.770e-01;2.949e-01;9.014e-01;-1.371e-03
5.002e-02;5.820e-01;2.940e-01;9.016e-01;8.746e-01;2.940e-01;9.016e-01;2.984e-01
5.168e-02;5.802e-01;2.931e-01;8.948e-01;8.722e-01;2.931e-01;8.948e-01;2.957e-01
5.335e-02;5.783e-01;2.921e-01;8.880e-01;8.697e-01;2.921e-01;8.880e-01;2.931e-01
5.502e-02;5.764e-01;2.905e-01;8.813e-01;8.670e-01;2.911e-01;8.813e-01;2.905e-01
5.669e-02;5.744e-01;2.879e-01;8.746e-01;8.643e-01;2.900e-01;8.746e-01;2.879e-01
5.835e-02;5.724e-01;2.854e-01;8.680e-01;8.616e-01;2.889e-01;8.680e-01;2.854e-01
6.002e-02;5.703e-01;2.829e-01;8.615e-01;8.587e-01;2.878e-01;8.615e-01;2.829e-01
6.169e-02;5.682e-01;2.803e-01;8.558e-01;8.558e-01;2.866e-01;8.550e-01;2.803e-01
6.335e-02;5.660e-01;2.778e-01;8.528e-01;8.528e-01;2.854e-01;8.485e-01;2.778e-01
6.502e-02;5.638e-01;2.754e-01;8.497e-01;8.497e-01;2.842e-01;8.421e-01;2.754e-01
6.669e-02;5.616e-01;2.729e-01;8.466e-01;8.466e-01;2.830e-01;8.357e-01;2.729e-01
6.836e-02;5.593e-01;2.705e-01;8.434e-01;8.434e-01;2.817e-01;8.294e-01;2.705e-01
7.002e-02;5.570e-01;2.680e-01;8.402e-01;8.402e-01;2.804e-01;8.232e-01;2.680e-01
7.169e-02;5.546e-01;2.656e-01;8.369e-01;8.369e-01;2.791e-01;8.170e-01;2.656e-01
7.336e-02;5.522e-01;2.633e-01;8.336e-01;8.336e-01;2.778e-01;8.108e-01;2.633e-01
7.503e-02;5.498e-01;2.609e-01;8.302e-01;8.302e-01;2.764e-01;8.047e-01;2.609e-01
7.669e-02;5.474e-01;2.585e-01;8.268e-01;8.268e-01;2.750e-01;7.986e-01;2.585e-01
7.836e-02;5.449e-01;2.562e-01;8.233e-01;8.233e-01;2.736e-01;7.926e-01;2.562e-01
8.003e-02;5.424e-01;2.539e-01;8.198e-01;8.198e-01;2.722e-01;7.867e-01;2.539e-01
8.169e-02;5.399e-01;2.516e-01;8.163e-01;8.163e-01;2.708e-01;7.808e-01;2.516e-01
8.336e-02;5.373e-01;2.493e-01;8.127e-01;8.127e-01;2.694e-01;7.749e-01;2.493e-01
8.503e-02;5.348e-01;2.471e-01;8.091e-01;8.091e-01;2.679e-01;7.691e-01;2.471e-01
8.670e-02;5.322e-01;2.448e-01;8.055e-01;8.055e-01;2.665e-01;7.633e-01;2.448e-01
8.836e-02;5.296e-01;2.426e-01;8.018e-01;8.018e-01;2.650e-01;7.576e-01;2.426e-01
9.003e-02;5.270e-01;2.376e-01;7.981e-01;7.981e-01;2.635e-01;7.519e-01;2.376e-01
9.170e-02;5.243e-01;2.296e-01;7.944e-01;7.944e-01;2.620e-01;7.463e-01;2.296e-01
9.336e-02;5.217e-01;2.217e-01;7.907e-01;7.907e-01;2.605e-01;7.407e-01;2.217e-01
9.503e-02;5.190e-01;2.138e-01;7.869e-01;7.869e-01;2.590e-01;7.351e-01;2.138e-01
9.670e-02;5.163e-01;2.060e-01;7.831e-01;7.831e-01;2.575e-01;7.296e-01;2.060e-01
9.837e-02;5.137e-01;1.983e-01;7.793e-01;7.793e-01;2.559e-01;7.242e-01;1.983e-01
1.000e-01;5.110e-01;1.906e-01;7.755e-01;7.755e-01;2.544e-01;7.187e-01;1.906e-01
1.017e-01;5.083e-01;1.830e-01;7.717e-01;7.717e-01;2.529e-01;7.134e-01;1.830e-01
1.034e-01;5.056e-01;1.754e-01;7.679e-01;7.679e-01;2.513e-01;7.080e-01;1.754e-01
1.050e-01;5.029e-01;1.679e-01;7.640e-01;7.640e-01;2.498e-01;7.028e-01;1.679e-01
1.067e-01;5.001e-01;1.605e-01;7.602e-01;7.602e-01;2.482e-01;6.975e-01;1.605e-01
1.084e-01;4.974e-01;1.531e-01;7.563e-01;7.563e-01;2.466e-01;6.923e-01;1.531e-01
1.100e-01;4.947e-01;1.458e-01;7.525e-01;7.525e-01;2.451e-01;6.872e-01;1.458e-01
1.117e-01;4.920e-01;1.386e-01;7.486e-01;7.486e-01;2.435e-01;6.820e-01;1.386e-01
1.134e-01;4.892e-01;1.315e-01;7.447e-01;7.447e-01;2.419e-01;6.770e-01;1.315e-01
1.150e-01;4.865e-01;1.244e-01;7.408e-01;7.408e-01;2.404e-01;6.719e-01;1.244e-01
1.167e-01;4.838e-01;1.174e-01;7.370e-01;7.370e-01;2.388e-01;6.669e-01;1.174e-01
1.184e-01;4.810e-01;1.104e-01;7.331e-01;7.331e-01;2.372e-01;6.620e-01;1.104e-01
1.200e-01;4.783e-01;1.036e-01;7.292e-01;7.292e-01;2.356e-01;6.571e-01;1.036e-01
1.217e-01;4.756e-01;9.679e-02;7.253e-01;7.253e-01;2.341e-01;6.522e-01;9.679e-02
1.234e-01;4.729e-01;9.008e-02;7.214e-01;7.214e-01;2.325e-01;6.473e-01;9.008e-02
1.250e-01;4.701e-01;8.344e-02;7.175e-01;7.175e-01;2.309e-01;6.425e-01;8.344e-02
1.267e-01;4.674e-01;7.688e-02;7.137e-01;7.137e-01;2.293e-01;6.378e-01;7.688e-02
1.284e-01;4.647e-01;7.039e-02;7.098e-01;7.098e-01;2.278e-01;6.330e-01;7.039e-02
1.300e-01;4.620e-01;6.398e-02;7.059e-01;7.059e-01;2.262e-01;6.284e-01;6.398e-02
1.317e-01;4.592e-01;5.765e-02;7.020e-01;7.020e-01;2.246e-01;6.237e-01;5.765e-02
1.334e-01;4.565e-01;5.140e-02;6.982e-01;6.982e-01;2.231e-01;6.191e-01;5.140e-02
1.350e-01;4.538e-01;4.522e-02;6.943e-01;6.943e-01;2.215e-01;6.145e-01;4.522e-02
1.367e-01;4.511e-01;3.912e-02;6.905e-01;6.905e-01;2.199e-01;6.100e-01;3.912e-02
1.384e-01;4.484e-01;3.311e-02;6.866e-01;6.866e-01;2.184e-01;6.055e-01;3.311e-02
1.400e-01;4.458e-01;2.717e-02;6.828e-01;6.828e-01;2.168e-01;6.010e-01;2.717e-02
1.417e-01;4.431e-01;2.131e-02;6.790e-01;6.790e-01;2.152e-01;5.966e-01;2.131e-02
1.434e-01;4.404e-01;1.553e-02;6.752e-01;6.752e-01;2.137e-01;5.922e-01;1.553e-02
1.450e-01;4.377e-01;9.834e-03;6.714e-01;6.714e-01;2.121e-01;5.878e-01;9.834e-03
1.467e-01;4.351e-01;4.218e-03;6.676e-01;6.676e-01;2.106e-01;5.835e-01;4.218e-03
1.484e-01;4.324e-01;-1.318e-03;6.638e-01;6.638e-01;2.091e-01;5.792e-01;-1.318e-03
1.501e-01;4.298e-01;-6.772e-03;6.600e-01;6.600e-01;2.075e-01;5.750e-01;-6.772e-03
1.517e-01;4.272e-01;-1.215e-02;6.563e-01;6.563e-01;2.060e-01;5.707e-01;-1.215e-02
1.534e-01;4.245e-01;-1.744e-02;6.525e-01;6.525e-01;2.045e-01;5.666e-01;-1.744e-02
1.551e-01;4.219e-01;-2.265e-02;6.488e-01;6.488e-01;2.029e-01;5.624e-01;-2.265e-02
1.567e-01;4.193e-01;-2.777e-02;6.451e-01;6.451e-01;2.014e-01;5.583e-01;-2.777e-02
1.584e-01;4.167e-01;-3.282e-02;6.414e-01;6.414e-01;1.999e-01;5.542e-01;-3.282e-02
1.601e-01;4.141e-01;-3.779e-02;6.377e-01;6.377e-01;1.984e-01;5.501e-01;-3.779e-02
1.617e-01;4.116e-01;-4.267e-02;6.340e-01;6.340e-01;1.969e-01;5.461e-01;-4.267e-02
1.634e-01;4.090e-01;-4.747e-02;6.303e-01;6.303e-01;1.954e-01;5.421e-01;-4.747e-02
1.651e-01;4.064e-01;-5.219e-02;6.267e-01;6.267e-01;1.939e-01;5.382e-01;-5.219e-02
1.667e-01;4.039e-01;-5.682e-02;6.231e-01;6.231e-01;1.924e-01;5.342e-01;-5.682e-02
1.684e-01;4.014e-01;-6.138e-02;6.194e-01;6.194e-01;1.910e-01;5.303e-01;-6.138e-02
1.701e-01;3.988e-01;-6.585e-02;6.158e-01;6.158e-01;1.895e-01;5.265e-01;-6.585e-02
1.717e-01;3.963e-01;-7.024e-02;6.122e-01;6.122e-01;1.880e-01;5.226e-01;-7.024e-02
1.734e-01;3.938e-01;-7.455e-02;6.087e-01;6.087e-01;1.865e-01;5.188e-01;-7.455e-02
1.751e-01;3.913e-01;-7.878e-02;6.051e-01;6.051e-01;1.851e-01;5.151e-01;-7.878e-02
1.767e-01;3.888e-01;-8.292e-02;6.016e-01;6.016e-01;1.836e-01;5.113e-01;-8.292e-02
1.784e-01;3.864e-01;-8.699e-02;5.980e-01;5.980e-01;1.822e-01;5.076e-01;-8.699e-02
1.801e-01;3.839e-01;-9.097e-02;5.945e-01;5.945e-01;1.808e-01;5.039e-01;-9.097e-02
1.817e-01;3.815e-01;-9.488e-02;5.910e-01;5.910e-01;1.793e-01;5.003e-01;-9.488e-02
1.834e-01;3.790e-01;-9.870e-02;5.876e-01;5.876e-01;1.779e-01;4.966e-01;-9.870e-02
1.851e-01;3.766e-01;-1.024e-01;5.841e-01;5.841e-01;1.765e-01;4.930e-01;-1.024e-01
1.867e-01;3.742e-01;-1.061e-01;5.806e-01;5.806e-01;1.751e-01;4.895e-01;-1.061e-01
1.884e-01;3.718e-01;-1.097e-01;5.772e-01;5.772e-01;1.737e-01;4.859e-01;-1.097e-01
1.901e-01;3.694e-01;-1.132e-01;5.738e-01;5.738e-01;1.723e-01;4.824e-01;-1.132e-01
1.917e-01;3.670e-01;-1.166e-01;5.704e-01;5.704e-01;1.709e-01;4.789e-01;-1.166e-01
1.934e-01;3.647e-01;-1.200e-01;5.670e-01;5.670e-01;1.695e-01;4.755e-01;-1.200e-01
1.951e-01;3.623e-01;-1.232e-01;5.637e-01;5.637e-01;1.681e-01;4.721e-01;-1.232e-01
1.967e-01;3.600e-01;-1.264e-01;5.603e-01;5.603e-01;1.668e-01;4.687e-01;-1.264e-01
1.984e-01;3.577e-01;-1.295e-01;5.570e-01;5.570e-01;1.654e-01;4.653e-01;-1.295e-01
2.001e-01;3.554e-01;-1.326e-01;5.537e-01;5.537e-01;1.640e-01;4.619e-01;-1.326e-01
2.017e-01;3.531e-01;-1.355e-01;5.504e-01;5.504e-01;1.627e-01;4.586e-01;-1.355e-01
2.034e-01;3.508e-01;-1.384e-01;5.472e-01;5.472e-01;1.613e-01;4.553e-01;-1.384e-01
2.051e-01;3.485e-01;-1.412e-01;5.439e-01;5.439e-01;1.600e-01;4.521e-01;-1.412e-01
2.067e-01;3.462e-01;-1.439e-01;5.407e-01;5.407e-01;1.587e-01;4.488e-01;-1.439e-01
2.084e-01;3.440e-01;-1.466e-01;5.374e-01;5.374e-01;1.574e-01;4.456e-01;-1.466e-01
2.101e-01;3.417e-01;-1.492e-01;5.342e-01;5.342e-01;1.560e-01;4.424e-01;-1.492e-01
2.117e-01;3.395e-01;-1.517e-01;5.311e-01;5.311e-01;1.547e-01;4.393e-01;-1.517e-01
2.134e-01;3.373e-01;-1.541e-01;5.279e-01;5.279e-01;1.534e-01;4.361e-01;-1.541e-01
2.151e-01;3.351e-01;-1.565e-01;5.248e-01;5.248e-01;1.521e-01;4.330e-01;-1.565e-01
2.167e-01;3.329e-01;-1.588e-01;5.216e-01;5.216e-01;1.509e-01;4.299e-01;-1.588e-01
2.184e-01;3.307e-01;-1.610e-01;5.185e-01;5.185e-01;1.496e-01;4.269e-01;-1.610e-01
2.201e-01;3.286e-01;-1.631e-01;5.154e-01;5.154e-01;1.483e-01;4.238e-01;-1.631e-01
2.217e-01;3.264e-01;-1.652e-01;5.123e-01;5.123e-01;1.470e-01;4.208e-01;-1.652e-01
2.234e-01;3.243e-01;-1.672e-01;5.093e-01;5.093e-01;1.458e-01;4.178e-01;-1.672e-01
2.251e-01;3.222e-01;-1.691e-01;5.062e-01;5.062e-01;1.445e-01;4.149e-01;-1.691e-01
2.267e-01;3.200e-01;-1.710e-01;5.032e-01;5.032e-01;1.433e-01;4.119e-01;-1.710e-01
2.284e-01;3.179e-01;-1.728e-01;5.002e-01;5.002e-01;1.420e-01;4.090e-01;-1.728e-01
2.301e-01;3.158e-01;-1.745e-01;4.972e-01;4.972e-01;1.408e-01;4.061e-01;-1.745e-01
2.317e-01;3.138e-01;-1.762e-01;4.943e-01;4.943e-01;1.396e-01;4.032e-01;-1.762e-01
2.334e-01;3.117e-01;-1.778e-01;4.913e-01;4.913e-01;1.384e-01;4.004e-01;-1.778e-01
2.351e-01;3.097e-01;-1.793e-01;4.884e-01;4.884e-01;1.372e-01;3.976e-01;-1.793e-01
2.367e-01;3.076e-01;-1.808e-01;4.855e-01;4.855e-01;1.360e-01;3.948e-01;-1.808e-01
2.384e-01;3.056e-01;-1.822e-01;4.826e-01;4.826e-01;1.348e-01;3.920e-01;-1.822e-01
2.401e-01;3.036e-01;-1.835e-01;4.797e-01;4.797e-01;1.336e-01;3.892e-01;-1.835e-01
2.417e-01;3.016e-01;-1.848e-01;4.768e-01;4.768e-01;1.324e-01;3.865e-01;-1.848e-01
2.434e-01;2.996e-01;-1.860e-01;4.740e-01;4.740e-01;1.312e-01;3.838e-01;-1.860e-01
2.451e-01;2.976e-01;-1.871e-01;4.711e-01;4.711e-01;1.301e-01;3.811e-01;-1.871e-01
2.467e-01;2.956e-01;-1.882e-01;4.683e-01;4.683e-01;1.289e-01;3.784e-01;-1.882e-01
2.484e-01;2.937e-01;-1.892e-01;4.655e-01;4.655e-01;1.278e-01;3.758e-01;-1.892e-01
2.501e-01;2.917e-01;-1.902e-01;4.628e-01;4.628e-01;1.266e-01;3.731e-01;-1.902e-01
2.518e-01;2.898e-01;-1.911e-01;4.600e-01;4.600e-01;1.255e-01;3.705e-01;-1.911e-01
2.534e-01;2.879e-01;-1.919e-01;4.573e-01;4.573e-01;1.243e-01;3.679e-01;-1.919e-01
2.551e-01;2.860e-01;-1.927e-01;4.545e-01;4.545e-01;1.232e-01;3.654e-01;-1.927e-01
2.568e-01;2.841e-01;-1.935e-01;4.518e-01;4.518e-01;1.221e-01;3.628e-01;-1.935e-01
2.584e-01;2.822e-01;-1.941e-01;4.491e-01;4.491e-01;1.210e-01;3.603e-01;-1.941e-01
2.601e-01;2.803e-01;-1.948e-01;4.465e-01;4.465e-01;1.199e-01;3.578e-01;-1.948e-01
2.618e-01;2.785e-01;-1.953e-01;4.438e-01;4.438e-01;1.188e-01;3.553e-01;-1.953e-01
2.634e-01;2.766e-01;-1.958e-01;4.412e-01;4.412e-01;1.177e-01;3.529e-01;-1.958e-01
2.651e-01;2.748e-01;-1.963e-01;4.385e-01;4.385e-01;1.166e-01;3.504e-01;-1.963e-01
2.668e-01;2.729e-01;-1.967e-01;4.359e-01;4.359e-01;1.155e-01;3.480e-01;-1.967e-01
2.684e-01;2.711e-01;-1.971e-01;4.333e-01;4.333e-01;1.144e-01;3.456e-01;-1.971e-01
2.701e-01;2.693e-01;-1.974e-01;4.308e-01;4.308e-01;1.134e-01;3.432e-01;-1.974e-01
2.718e-01;2.675e-01;-1.976e-01;4.282e-01;4.282e-01;1.123e-01;3.408e-01;-1.976e-01
2.734e-01;2.657e-01;-1.978e-01;4.257e-01;4.257e-01;1.113e-01;3.385e-01;-1.978e-01
2.751e-01;2.640e-01;-1.980e-01;4.231e-01;4.231e-01;1.102e-01;3.361e-01;-1.980e-01
2.768e-01;2.622e-01;-1.981e-01;4.206e-01;4.206e-01;1.092e-01;3.338e-01;-1.981e-01
2.784e-01;2.605e-01;-1.981e-01;4.181e-01;4.181e-01;1.081e-01;3.315e-01;-1.981e-01
2.801e-01;2.587e-01;-1.981e-01;4.156e-01;4.156e-01;1.071e-01;3.293e-01;-1.981e-01
2.818e-01;2.570e-01;-1.981e-01;4.132e-01;4.132e-01;1.061e-01;3.270e-01;-1.981e-01
2.834e-01;2.553e-01;-1.980e-01;4.107e-01;4.107e-01;1.051e-01;3.248e-01;-1.980e-01
2.851e-01;2.536e-01;-1.979e-01;4.083e-01;4.083e-01;1.041e-01;3.226e-01;-1.979e-01
2.868e-01;2.519e-01;-1.977e-01;4.059e-01;4.059e-01;1.031e-01;3.204e-01;-1.977e-01
2.884e-01;2.502e-01;-1.975e-01;4.035e-01;4.035e-01;1.021e-01;3.182e-01;-1.975e-01
2.901e-01;2.486e-01;-1.973e-01;4.011e-01;4.011e-01;1.011e-01;3.160e-01;-1.973e-01
2.918e-01;2.469e-01;-1.970e-01;3.987e-01;3.987e-01;1.001e-01;3.139e-01;-1.970e-01
2.934e-01;2.452e-01;-1.966e-01;3.964e-01;3.964e-01;9.913e-02;3.117e-01;-1.966e-01
2.951e-01;2.436e-01;-1.963e-01;3.941e-01;3.941e-01;9.816e-02;3.096e-01;-1.963e-01
2.968e-01;2.420e-01;-1.958e-01;3.917e-01;3.917e-01;9.720e-02;3.075e-01;-1.958e-01
2.984e-01;2.404e-01;-1.954e-01;3.894e-01;3.894e-01;9.624e-02;3.054e-01;-1.954e-01
3.001e-01;2.388e-01;-1.949e-01;3.871e-01;3.871e-01;9.529e-02;3.034e-01;-1.949e-01
3.018e-01;2.372e-01;-1.944e-01;3.849e-01;3.849e-01;9.434e-02;3.013e-01;-1.944e-01
3.034e-01;2.356e-01;-1.938e-01;3.826e-01;3.826e-01;9.340e-02;2.993e-01;-1.938e-01
3.051e-01;2.340e-01;-1.932e-01;3.803e-01;3.803e-01;9.247e-02;2.973e-01;-1.932e-01
3.068e-01;2.324e-01;-1.926e-01;3.781e-01;3.781e-01;9.154e-02;2.953e-01;-1.926e-01
3.084e-01;2.309e-01;-1.919e-01;3.759e-01;3.759e-01;9.062e-02;2.933e-01;-1.919e-01
3.101e-01;2.293e-01;-1.912e-01;3.737e-01;3.737e-01;8.970e-02;2.913e-01;-1.912e-01
3.118e-01;2.278e-01;-1.905e-01;3.715e-01;3.715e-01;8.879e-02;2.894e-01;-1.905e-01
3.134e-01;2.263e-01;-1.897e-01;3.693e-01;3.693e-01;8.789e-02;2.874e-01;-1.897e-01
3.151e-01;2.248e-01;-1.889e-01;3.672e-01;3.672e-01;8.699e-02;2.855e-01;-1.889e-01
3.168e-01;2.233e-01;-1.881e-01;3.650e-01;3.650e-01;8.609e-02;2.836e-01;-1.881e-01
3.184e-01;2.218e-01;-1.873e-01;3.629e-01;3.629e-01;8.521e-02;2.817e-01;-1.873e-01
3.201e-01;2.203e-01;-1.864e-01;3.608e-01;3.608e-01;8.432e-02;2.798e-01;-1.864e-01
3.218e-01;2.188e-01;-1.855e-01;3.587e-01;3.587e-01;8.345e-02;2.780e-01;-1.855e-01
3.234e-01;2.173e-01;-1.845e-01;3.566e-01;3.566e-01;8.258e-02;2.761e-01;-1.845e-01
3.251e-01;2.159e-01;-1.836e-01;3.545e-01;3.545e-01;8.171e-02;2.743e-01;-1.836e-01
3.268e-01;2.144e-01;-1.826e-01;3.524e-01;3.524e-01;8.085e-02;2.725e-01;-1.826e-01
3.284e-01;2.130e-01;-1.816e-01;3.504e-01;3.504e-01;8.000e-02;2.707e-01;-1.816e-01
3.301e-01;2.116e-01;-1.805e-01;3.483e-01;3.483e-01;7.915e-02;2.689e-01;-1.805e-01
3.318e-01;2.102e-01;-1.794e-01;3.463e-01;3.463e-01;7.831e-02;2.671e-01;-1.794e-01
3.334e-01;2.087e-01;-1.784e-01;3.443e-01;3.443e-01;7.747e-02;2.654e-01;-1.784e-01
3.351e-01;2.073e-01;-1.773e-01;3.423e-01;3.423e-01;7.664e-02;2.636e-01;-1.773e-01
3.368e-01;2.060e-01;-1.761e-01;3.403e-01;3.403e-01;7.581e-02;2.619e-01;-1.761e-01
3.384e-01;2.046e-01;-1.754e-01;3.384e-01;3.384e-01;7.499e-02;2.602e-01;-1.754e-01
3.401e-01;2.032e-01;-1.747e-01;3.364e-01;3.364e-01;7.417e-02;2.585e-01;-1.747e-01
3.418e-01;2.018e-01;-1.740e-01;3.345e-01;3.345e-01;7.336e-02;2.568e-01;-1.740e-01
3.434e-01;2.005e-01;-1.732e-01;3.325e-01;3.325e-01;7.256e-02;2.551e-01;-1.732e-01
3.451e-01;1.991e-01;-1.725e-01;3.306e-01;3.306e-01;7.176e-02;2.535e-01;-1.725e-01
3.468e-01;1.978e-01;-1.717e-01;3.287e-01;3.287e-01;7.096e-02;2.518e-01;-1.717e-01
3.484e-01;1.965e-01;-1.709e-01;3.268e-01;3.268e-01;7.017e-02;2.502e-01;-1.709e-01
3.501e-01;1.952e-01;-1.701e-01;3.250e-01;3.250e-01;6.939e-02;2.486e-01;-1.701e-01
3.518e-01;1.938e-01;-1.693e-01;3.231e-01;3.231e-01;6.861e-02;2.470e-01;-1.693e-01
3.535e-01;1.925e-01;-1.684e-01;3.212e-01;3.212e-01;6.783e-02;2.454e-01;-1.684e-01
3.551e-01;1.913e-01;-1.675e-01;3.194e-01;3.194e-01;6.706e-02;2.438e-01;-1.675e-01
3.568e-01;1.900e-01;-1.667e-01;3.176e-01;3.176e-01;6.630e-02;2.422e-01;-1.667e-01
3.585e-01;1.887e-01;-1.658e-01;3.157e-01;3.157e-01;6.554e-02;2.407e-01;-1.658e-01
3.601e-01;1.874e-01;-1.648e-01;3.139e-01;3.139e-01;6.478e-02;2.391e-01;-1.648e-01
3.618e-01;1.862e-01;-1.639e-01;3.122e-01;3.122e-01;6.403e-02;2.376e-01;-1.639e-01
3.635e-01;1.849e-01;-1.629e-01;3.104e-01;3.104e-01;6.328e-02;2.361e-01;-1.629e-01
3.651e-01;1.837e-01;-1.622e-01;3.086e-01;3.086e-01;6.254e-02;2.346e-01;-1.622e-01
3.668e-01;1.824e-01;-1.616e-01;3.068e-01;3.068e-01;6.181e-02;2.331e-01;-1.616e-01
3.685e-01;1.812e-01;-1.609e-01;3.051e-01;3.051e-01;6.108e-02;2.316e-01;-1.609e-01
3.701e-01;1.800e-01;-1.603e-01;3.034e-01;3.034e-01;6.035e-02;2.301e-01;-1.603e-01
3.718e-01;1.788e-01;-1.596e-01;3.016e-01;3.016e-01;5.963e-02;2.286e-01;-1.596e-01
3.735e-01;1.776e-01;-1.589e-01;2.999e-01;2.999e-01;5.891e-02;2.272e-01;-1.589e-01
3.751e-01;1.764e-01;-1.582e-01;2.982e-01;2.982e-01;5.820e-02;2.258e-01;-1.582e-01
3.768e-01;1.752e-01;-1.574e-01;2.966e-01;2.966e-01;5.749e-02;2.243e-01;-1.574e-01
3.785e-01;1.740e-01;-1.567e-01;2.949e-01;2.949e-01;5.679e-02;2.229e-01;-1.567e-01
3.801e-01;1.729e-01;-1.559e-01;2.932e-01;2.932e-01;5.609e-02;2.215e-01;-1.559e-01
3.818e-01;1.717e-01;-1.552e-01;2.916e-01;2.916e-01;5.540e-02;2.201e-01;-1.552e-01
3.835e-01;1.706e-01;-1.544e-01;2.899e-01;2.899e-01;5.471e-02;2.187e-01;-1.544e-01
3.851e-01;1.694e-01;-1.536e-01;2.883e-01;2.883e-01;5.403e-02;2.174e-01;-1.536e-01
3.868e-01;1.683e-01;-1.528e-01;2.867e-01;2.867e-01;5.335e-02;2.160e-01;-1.528e-01
3.885e-01;1.671e-01;-1.520e-01;2.851e-01;2.851e-01;5.267e-02;2.147e-01;-1.520e-01
3.901e-01;1.660e-01;-1.512e-01;2.835e-01;2.835e-01;5.200e-02;2.133e-01;-1.512e-01
3.918e-01;1.649e-01;-1.504e-01;2.819e-01;2.819e-01;5.133e-02;2.120e-01;-1.504e-01
3.935e-01;1.638e-01;-1.495e-01;2.803e-01;2.803e-01;5.067e-02;2.107e-01;-1.495e-01
3.951e-01;1.627e-01;-1.487e-01;2.787e-01;2.787e-01;5.001e-02;2.094e-01;-1.487e-01
3.968e-01;1.616e-01;-1.478e-01;2.772e-01;2.772e-01;4.936e-02;2.081e-01;-1.478e-01
3.985e-01;1.605e-01;-1.469e-01;2.756e-01;2.756e-01;4.871e-02;2.068e-01;-1.469e-01
4.001e-01;1.594e-01;-1.461e-01;2.741e-01;2.741e-01;4.806e-02;2.055e-01;-1.461e-01
