time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;Wind_Turbine1_GEN_UPuInjTerminal;Wind_Turbine1_GEN_IpInjTerminal;Wind_Turbine1_GEN_IqInjTerminal;Wind_Turbine2_GEN_UPuInjTerminal;Wind_Turbine2_GEN_IpInjTerminal;Wind_Turbine2_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine1_GEN_ActivePowerSetpointPu;Wind_Turbine1_GEN_ReactivePowerSetpointPu;Wind_Turbine1_GEN_VoltageSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_ActivePowerSetpointPu;Wind_Turbine2_GEN_ReactivePowerSetpointPu;Wind_Turbine2_GEN_VoltageSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;NetworkFrequencyPu
19.990636000;1.053e+00;4.199e-01;-2.239e-01;3.990e-01;-2.127e-01;9.182e-01;9.182e-01;1.042e+00;2.058e-01;-9.770e-02;1.042e+00;2.058e-01;-9.770e-02;1.053e+00;7.559e-01;-4.030e-01;8.333e-01;-4.444e-01;9.111e-01;4.997e+01;8.333e-01;-4.444e-01;9.111e-01;4.997e+01;4.997e+01
19.990764000;1.054e+00;4.206e-01;-2.242e-01;3.990e-01;-2.127e-01;9.197e-01;9.197e-01;1.043e+00;2.058e-01;-9.770e-02;1.043e+00;2.058e-01;-9.770e-02;1.054e+00;7.570e-01;-4.036e-01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;4.996e+01
19.990853000;1.055e+00;4.210e-01;-2.244e-01;3.990e-01;-2.127e-01;9.207e-01;9.207e-01;1.044e+00;2.058e-01;-9.770e-02;1.044e+00;2.058e-01;-9.770e-02;1.055e+00;7.579e-01;-4.040e-01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;4.996e+01
19.990854000;1.055e+00;4.210e-01;-2.245e-01;3.990e-01;-2.127e-01;9.207e-01;9.207e-01;1.044e+00;2.058e-01;-9.770e-02;1.044e+00;2.058e-01;-9.770e-02;1.055e+00;7.579e-01;-4.040e-01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;4.996e+01
19.990855000;1.055e+00;4.210e-01;-2.245e-01;3.990e-01;-2.127e-01;9.207e-01;9.207e-01;1.044e+00;2.058e-01;-9.770e-02;1.044e+00;2.058e-01;-9.770e-02;1.055e+00;7.579e-01;-4.040e-01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;4.996e+01
19.990857000;1.055e+00;4.211e-01;-2.245e-01;3.990e-01;-2.127e-01;9.207e-01;9.207e-01;1.044e+00;2.058e-01;-9.770e-02;1.044e+00;2.058e-01;-9.770e-02;1.055e+00;7.579e-01;-4.040e-01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;4.996e+01
19.990861000;1.055e+00;4.211e-01;-2.245e-01;3.990e-01;-2.127e-01;9.208e-01;9.208e-01;1.045e+00;2.058e-01;-9.770e-02;1.045e+00;2.058e-01;-9.770e-02;1.055e+00;7.579e-01;-4.040e-01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;4.996e+01
19.990869000;1.056e+00;4.211e-01;-2.245e-01;3.990e-01;-2.127e-01;9.209e-01;9.209e-01;1.045e+00;2.058e-01;-9.770e-02;1.045e+00;2.058e-01;-9.770e-02;1.056e+00;7.580e-01;-4.041e-01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;4.996e+01
19.990885000;1.056e+00;4.212e-01;-2.245e-01;3.990e-01;-2.127e-01;9.210e-01;9.210e-01;1.045e+00;2.058e-01;-9.770e-02;1.045e+00;2.058e-01;-9.770e-02;1.056e+00;7.582e-01;-4.042e-01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;4.996e+01
19.990917000;1.056e+00;4.214e-01;-2.246e-01;3.990e-01;-2.127e-01;9.214e-01;9.214e-01;1.045e+00;2.058e-01;-9.770e-02;1.045e+00;2.058e-01;-9.770e-02;1.056e+00;7.585e-01;-4.043e-01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;4.996e+01
19.990981000;1.057e+00;4.217e-01;-2.248e-01;3.990e-01;-2.127e-01;9.221e-01;9.221e-01;1.046e+00;2.058e-01;-9.770e-02;1.046e+00;2.058e-01;-9.770e-02;1.057e+00;7.591e-01;-4.046e-01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;8.333e-01;-4.444e-01;9.111e-01;4.996e+01;4.996e+01
19.991109000;1.059e+00;4.224e-01;-2.251e-01;3.990e-01;-2.126e-01;9.236e-01;9.236e-01;1.048e+00;2.058e-01;-9.770e-02;1.048e+00;2.058e-01;-9.770e-02;1.059e+00;7.602e-01;-4.052e-01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;4.995e+01
19.991237000;1.060e+00;4.230e-01;-2.254e-01;3.990e-01;-2.126e-01;9.250e-01;9.250e-01;1.049e+00;2.058e-01;-9.770e-02;1.049e+00;2.058e-01;-9.770e-02;1.060e+00;7.614e-01;-4.057e-01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;4.995e+01
19.991252000;1.060e+00;4.231e-01;-2.254e-01;3.990e-01;-2.126e-01;9.252e-01;9.252e-01;1.050e+00;2.058e-01;-9.770e-02;1.050e+00;2.058e-01;-9.770e-02;1.060e+00;7.616e-01;-4.058e-01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;4.995e+01
19.991254000;1.060e+00;4.231e-01;-2.254e-01;3.990e-01;-2.126e-01;9.252e-01;9.252e-01;1.050e+00;2.058e-01;-9.770e-02;1.050e+00;2.058e-01;-9.770e-02;1.060e+00;7.616e-01;-4.058e-01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;4.995e+01
19.991256000;1.060e+00;4.231e-01;-2.255e-01;3.990e-01;-2.126e-01;9.252e-01;9.252e-01;1.050e+00;2.058e-01;-9.770e-02;1.050e+00;2.058e-01;-9.770e-02;1.060e+00;7.616e-01;-4.058e-01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;4.995e+01
19.991260000;1.061e+00;4.231e-01;-2.255e-01;3.990e-01;-2.126e-01;9.253e-01;9.253e-01;1.050e+00;2.058e-01;-9.770e-02;1.050e+00;2.058e-01;-9.770e-02;1.061e+00;7.616e-01;-4.058e-01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;4.995e+01
19.991268000;1.061e+00;4.232e-01;-2.255e-01;3.990e-01;-2.126e-01;9.254e-01;9.254e-01;1.050e+00;2.058e-01;-9.769e-02;1.050e+00;2.058e-01;-9.769e-02;1.061e+00;7.617e-01;-4.059e-01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;4.995e+01
19.991284000;1.061e+00;4.233e-01;-2.255e-01;3.990e-01;-2.126e-01;9.255e-01;9.255e-01;1.050e+00;2.058e-01;-9.769e-02;1.050e+00;2.058e-01;-9.769e-02;1.061e+00;7.619e-01;-4.059e-01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;4.995e+01
19.991316000;1.061e+00;4.234e-01;-2.256e-01;3.990e-01;-2.126e-01;9.259e-01;9.259e-01;1.050e+00;2.058e-01;-9.769e-02;1.050e+00;2.058e-01;-9.769e-02;1.061e+00;7.622e-01;-4.061e-01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;4.995e+01
19.991380000;1.062e+00;4.238e-01;-2.258e-01;3.990e-01;-2.126e-01;9.266e-01;9.266e-01;1.051e+00;2.058e-01;-9.769e-02;1.051e+00;2.058e-01;-9.769e-02;1.062e+00;7.628e-01;-4.064e-01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;4.995e+01
19.991508000;1.064e+00;4.244e-01;-2.261e-01;3.990e-01;-2.125e-01;9.281e-01;9.281e-01;1.053e+00;2.058e-01;-9.769e-02;1.053e+00;2.058e-01;-9.769e-02;1.064e+00;7.639e-01;-4.069e-01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;8.333e-01;-4.444e-01;9.111e-01;4.995e+01;4.995e+01
19.991764000;1.067e+00;4.257e-01;-2.267e-01;3.990e-01;-2.125e-01;9.310e-01;9.310e-01;1.056e+00;2.058e-01;-9.768e-02;1.056e+00;2.058e-01;-9.768e-02;1.067e+00;7.663e-01;-4.080e-01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;4.994e+01
19.992020000;1.070e+00;4.270e-01;-2.273e-01;3.990e-01;-2.124e-01;9.339e-01;9.339e-01;1.059e+00;2.058e-01;-9.766e-02;1.059e+00;2.058e-01;-9.766e-02;1.070e+00;7.687e-01;-4.092e-01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;4.994e+01
19.992276000;1.074e+00;4.284e-01;-2.279e-01;3.990e-01;-2.123e-01;9.368e-01;9.368e-01;1.063e+00;2.057e-01;-9.765e-02;1.063e+00;2.057e-01;-9.765e-02;1.074e+00;7.710e-01;-4.103e-01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;4.994e+01
19.992532000;1.077e+00;4.297e-01;-2.286e-01;3.990e-01;-2.123e-01;9.397e-01;9.397e-01;1.066e+00;2.057e-01;-9.764e-02;1.066e+00;2.057e-01;-9.764e-02;1.077e+00;7.734e-01;-4.114e-01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;4.994e+01
19.992788000;1.080e+00;4.310e-01;-2.292e-01;3.990e-01;-2.122e-01;9.426e-01;9.426e-01;1.069e+00;2.057e-01;-9.762e-02;1.069e+00;2.057e-01;-9.762e-02;1.080e+00;7.758e-01;-4.125e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.993044000;1.083e+00;4.323e-01;-2.298e-01;3.990e-01;-2.121e-01;9.455e-01;9.455e-01;1.072e+00;2.057e-01;-9.761e-02;1.072e+00;2.057e-01;-9.761e-02;1.083e+00;7.781e-01;-4.136e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.993300000;1.087e+00;4.336e-01;-2.304e-01;3.990e-01;-2.120e-01;9.484e-01;9.484e-01;1.076e+00;2.057e-01;-9.760e-02;1.076e+00;2.057e-01;-9.760e-02;1.087e+00;7.804e-01;-4.147e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.993556000;1.090e+00;4.349e-01;-2.310e-01;3.990e-01;-2.120e-01;9.513e-01;9.513e-01;1.079e+00;2.057e-01;-9.759e-02;1.079e+00;2.057e-01;-9.759e-02;1.090e+00;7.828e-01;-4.159e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.993812000;1.093e+00;4.362e-01;-2.317e-01;3.990e-01;-2.119e-01;9.541e-01;9.541e-01;1.082e+00;2.057e-01;-9.759e-02;1.082e+00;2.057e-01;-9.759e-02;1.093e+00;7.851e-01;-4.170e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.994068000;1.096e+00;4.375e-01;-2.323e-01;3.990e-01;-2.119e-01;9.570e-01;9.570e-01;1.086e+00;2.056e-01;-9.758e-02;1.086e+00;2.056e-01;-9.758e-02;1.096e+00;7.874e-01;-4.181e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.994324000;1.100e+00;4.387e-01;-2.329e-01;3.990e-01;-2.118e-01;9.599e-01;9.599e-01;1.089e+00;2.056e-01;-9.758e-02;1.089e+00;2.056e-01;-9.758e-02;1.100e+00;7.897e-01;-4.193e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.994580000;1.103e+00;4.400e-01;-2.336e-01;3.989e-01;-2.118e-01;9.628e-01;9.628e-01;1.092e+00;2.056e-01;-9.758e-02;1.092e+00;2.056e-01;-9.758e-02;1.103e+00;7.920e-01;-4.205e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.995092000;1.110e+00;4.425e-01;-2.349e-01;3.989e-01;-2.117e-01;9.686e-01;9.686e-01;1.099e+00;2.055e-01;-9.760e-02;1.099e+00;2.055e-01;-9.760e-02;1.110e+00;7.966e-01;-4.228e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.995547000;1.115e+00;4.448e-01;-2.361e-01;3.988e-01;-2.117e-01;9.737e-01;9.737e-01;1.104e+00;2.055e-01;-9.763e-02;1.104e+00;2.055e-01;-9.763e-02;1.115e+00;8.006e-01;-4.250e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.995551000;1.115e+00;4.448e-01;-2.361e-01;3.988e-01;-2.117e-01;9.737e-01;9.737e-01;1.104e+00;2.055e-01;-9.763e-02;1.104e+00;2.055e-01;-9.763e-02;1.115e+00;8.006e-01;-4.250e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.995555000;1.115e+00;4.448e-01;-2.361e-01;3.988e-01;-2.117e-01;9.737e-01;9.737e-01;1.105e+00;2.055e-01;-9.763e-02;1.105e+00;2.055e-01;-9.763e-02;1.115e+00;8.006e-01;-4.250e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.995563000;1.116e+00;4.448e-01;-2.362e-01;3.988e-01;-2.117e-01;9.738e-01;9.738e-01;1.105e+00;2.055e-01;-9.763e-02;1.105e+00;2.055e-01;-9.763e-02;1.116e+00;8.007e-01;-4.251e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.995579000;1.116e+00;4.449e-01;-2.362e-01;3.988e-01;-2.117e-01;9.740e-01;9.740e-01;1.105e+00;2.055e-01;-9.763e-02;1.105e+00;2.055e-01;-9.763e-02;1.116e+00;8.008e-01;-4.252e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.995611000;1.116e+00;4.451e-01;-2.363e-01;3.988e-01;-2.117e-01;9.744e-01;9.744e-01;1.105e+00;2.055e-01;-9.763e-02;1.105e+00;2.055e-01;-9.763e-02;1.116e+00;8.011e-01;-4.253e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.995675000;1.117e+00;4.454e-01;-2.365e-01;3.987e-01;-2.117e-01;9.751e-01;9.751e-01;1.106e+00;2.055e-01;-9.763e-02;1.106e+00;2.055e-01;-9.763e-02;1.117e+00;8.017e-01;-4.256e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.995803000;1.119e+00;4.460e-01;-2.368e-01;3.987e-01;-2.117e-01;9.765e-01;9.765e-01;1.108e+00;2.054e-01;-9.765e-02;1.108e+00;2.054e-01;-9.765e-02;1.119e+00;8.028e-01;-4.262e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.996059000;1.122e+00;4.472e-01;-2.375e-01;3.986e-01;-2.117e-01;9.794e-01;9.794e-01;1.111e+00;2.054e-01;-9.767e-02;1.111e+00;2.054e-01;-9.767e-02;1.122e+00;8.050e-01;-4.275e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.996571000;1.128e+00;4.497e-01;-2.389e-01;3.985e-01;-2.117e-01;9.850e-01;9.850e-01;1.118e+00;2.053e-01;-9.774e-02;1.118e+00;2.053e-01;-9.774e-02;1.128e+00;8.094e-01;-4.301e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.997083000;1.135e+00;4.521e-01;-2.404e-01;3.983e-01;-2.118e-01;9.907e-01;9.907e-01;1.124e+00;2.052e-01;-9.782e-02;1.124e+00;2.052e-01;-9.782e-02;1.135e+00;8.137e-01;-4.327e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.997595000;1.141e+00;4.545e-01;-2.419e-01;3.981e-01;-2.119e-01;9.963e-01;9.963e-01;1.131e+00;2.051e-01;-9.793e-02;1.131e+00;2.051e-01;-9.793e-02;1.141e+00;8.180e-01;-4.355e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.998107000;1.148e+00;4.568e-01;-2.435e-01;3.979e-01;-2.121e-01;1.002e+00;1.002e+00;1.137e+00;2.049e-01;-9.805e-02;1.137e+00;2.049e-01;-9.805e-02;1.148e+00;8.222e-01;-4.383e-01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;8.333e-01;-4.444e-01;9.111e-01;4.993e+01;4.993e+01
19.998619000;1.155e+00;4.591e-01;-2.451e-01;3.976e-01;-2.123e-01;1.007e+00;1.007e+00;1.144e+00;2.048e-01;-9.820e-02;1.144e+00;2.048e-01;-9.820e-02;1.155e+00;8.264e-01;-4.412e-01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;4.994e+01
19.999131000;1.161e+00;4.614e-01;-2.468e-01;3.973e-01;-2.126e-01;1.013e+00;1.013e+00;1.150e+00;2.046e-01;-9.838e-02;1.150e+00;2.046e-01;-9.838e-02;1.161e+00;8.305e-01;-4.443e-01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;4.994e+01
19.999643000;1.168e+00;4.636e-01;-2.486e-01;3.970e-01;-2.129e-01;1.019e+00;1.019e+00;1.157e+00;2.045e-01;-9.857e-02;1.157e+00;2.045e-01;-9.857e-02;1.168e+00;8.345e-01;-4.474e-01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;4.994e+01
19.999886000;1.171e+00;4.646e-01;-2.494e-01;3.969e-01;-2.130e-01;1.021e+00;1.021e+00;1.160e+00;2.044e-01;-9.867e-02;1.160e+00;2.044e-01;-9.867e-02;1.171e+00;8.363e-01;-4.489e-01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;4.994e+01
19.999996000;1.172e+00;4.650e-01;-2.497e-01;3.968e-01;-2.131e-01;1.022e+00;1.022e+00;1.161e+00;2.043e-01;-9.872e-02;1.161e+00;2.043e-01;-9.872e-02;1.172e+00;8.370e-01;-4.495e-01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;8.333e-01;-4.444e-01;9.111e-01;4.994e+01;4.994e+01
