time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.052070000;1.050e+00;7.599e-01;-1.652e-03;7.239e-01;-1.574e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.055388000;1.050e+00;7.585e-01;-1.541e-03;7.225e-01;-1.468e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.058706000;1.050e+00;7.574e-01;-1.466e-03;7.213e-01;-1.396e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.062024000;1.050e+00;7.564e-01;-1.426e-03;7.203e-01;-1.358e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.065132000;1.050e+00;7.555e-01;-1.410e-03;7.195e-01;-1.343e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.065133000;1.050e+00;7.555e-01;-1.410e-03;7.195e-01;-1.343e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.065134000;1.050e+00;7.555e-01;-1.410e-03;7.195e-01;-1.343e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.065136000;1.050e+00;7.555e-01;-1.410e-03;7.195e-01;-1.343e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.065140000;1.050e+00;7.555e-01;-1.410e-03;7.195e-01;-1.343e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.065148000;1.050e+00;7.555e-01;-1.409e-03;7.195e-01;-1.342e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.065164000;1.050e+00;7.555e-01;-1.410e-03;7.195e-01;-1.343e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.065196000;1.050e+00;7.555e-01;-1.411e-03;7.195e-01;-1.344e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.065260000;1.050e+00;7.555e-01;-1.410e-03;7.195e-01;-1.343e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.065388000;1.050e+00;7.555e-01;-1.410e-03;7.194e-01;-1.343e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.065644000;1.050e+00;7.554e-01;-1.411e-03;7.194e-01;-1.344e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.066156000;1.050e+00;7.553e-01;-1.412e-03;7.192e-01;-1.345e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.067180000;1.050e+00;7.551e-01;-1.415e-03;7.190e-01;-1.347e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.069228000;1.050e+00;7.546e-01;-1.429e-03;7.186e-01;-1.361e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.073324000;1.050e+00;7.538e-01;-1.476e-03;7.178e-01;-1.406e-03;1.051e+00;1.000e+01;8.335e-01;1.045e+00
0.081516000;1.050e+00;7.525e-01;-1.628e-03;7.165e-01;-1.550e-03;1.051e+00;1.000e+01;8.335e-01;1.045e+00
0.089708000;1.050e+00;7.516e-01;-1.823e-03;7.157e-01;-1.735e-03;1.051e+00;1.000e+01;8.335e-01;1.045e+00
0.097900000;1.050e+00;7.510e-01;-2.028e-03;7.151e-01;-1.931e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.106092000;1.050e+00;7.506e-01;-2.220e-03;7.147e-01;-2.114e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.114284000;1.050e+00;7.503e-01;-2.385e-03;7.145e-01;-2.271e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.122476000;1.050e+00;7.501e-01;-2.521e-03;7.143e-01;-2.400e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.130668000;1.050e+00;7.500e-01;-2.626e-03;7.142e-01;-2.501e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.138860000;1.050e+00;7.499e-01;-2.704e-03;7.142e-01;-2.576e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.147052000;1.050e+00;7.499e-01;-2.762e-03;7.142e-01;-2.631e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.155244000;1.050e+00;7.498e-01;-2.804e-03;7.142e-01;-2.670e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.163436000;1.050e+00;7.498e-01;-2.836e-03;7.142e-01;-2.701e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.173436000;1.050e+00;7.498e-01;-2.867e-03;7.142e-01;-2.731e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.183436000;1.050e+00;7.498e-01;-2.892e-03;7.142e-01;-2.754e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.193436000;1.050e+00;7.498e-01;-2.917e-03;7.142e-01;-2.778e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.203436000;1.050e+00;7.498e-01;-2.941e-03;7.142e-01;-2.802e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.213436000;1.050e+00;7.498e-01;-2.968e-03;7.142e-01;-2.827e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.223436000;1.050e+00;7.498e-01;-2.994e-03;7.142e-01;-2.852e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.233436000;1.050e+00;7.498e-01;-3.023e-03;7.142e-01;-2.879e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.243436000;1.050e+00;7.498e-01;-3.051e-03;7.142e-01;-2.906e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.253436000;1.050e+00;7.498e-01;-3.080e-03;7.142e-01;-2.934e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.263436000;1.050e+00;7.498e-01;-3.109e-03;7.143e-01;-2.962e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.273436000;1.050e+00;7.498e-01;-3.138e-03;7.143e-01;-2.989e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.283436000;1.050e+00;7.498e-01;-3.167e-03;7.143e-01;-3.017e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.293436000;1.050e+00;7.498e-01;-3.194e-03;7.143e-01;-3.043e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.303436000;1.050e+00;7.498e-01;-3.224e-03;7.143e-01;-3.071e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.313436000;1.050e+00;7.498e-01;-3.251e-03;7.143e-01;-3.097e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.323436000;1.050e+00;7.498e-01;-3.280e-03;7.143e-01;-3.124e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.333436000;1.050e+00;7.498e-01;-3.307e-03;7.143e-01;-3.151e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.343436000;1.050e+00;7.498e-01;-3.335e-03;7.143e-01;-3.177e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.347558000;1.050e+00;7.498e-01;-3.346e-03;7.143e-01;-3.188e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.347559000;1.050e+00;7.498e-01;-3.346e-03;7.143e-01;-3.188e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.347560000;1.050e+00;7.498e-01;-3.346e-03;7.143e-01;-3.188e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.347562000;1.050e+00;7.498e-01;-3.346e-03;7.143e-01;-3.188e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.347566000;1.050e+00;7.498e-01;-3.346e-03;7.143e-01;-3.188e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.347574000;1.050e+00;7.498e-01;-3.346e-03;7.143e-01;-3.188e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.347590000;1.050e+00;7.498e-01;-3.346e-03;7.143e-01;-3.188e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.347622000;1.050e+00;7.498e-01;-3.346e-03;7.143e-01;-3.188e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.347686000;1.050e+00;7.498e-01;-3.346e-03;7.143e-01;-3.188e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.347814000;1.050e+00;7.498e-01;-3.346e-03;7.143e-01;-3.188e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.348070000;1.050e+00;7.498e-01;-3.347e-03;7.143e-01;-3.189e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.348582000;1.050e+00;7.498e-01;-3.348e-03;7.143e-01;-3.189e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.349606000;1.050e+00;7.498e-01;-3.351e-03;7.143e-01;-3.192e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.351654000;1.050e+00;7.498e-01;-3.357e-03;7.143e-01;-3.198e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.355750000;1.050e+00;7.498e-01;-3.368e-03;7.143e-01;-3.209e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.363942000;1.050e+00;7.498e-01;-3.390e-03;7.143e-01;-3.229e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.373942000;1.050e+00;7.498e-01;-3.417e-03;7.143e-01;-3.255e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.383942000;1.050e+00;7.498e-01;-3.445e-03;7.143e-01;-3.282e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.393942000;1.050e+00;7.498e-01;-3.471e-03;7.144e-01;-3.307e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.403942000;1.050e+00;7.498e-01;-3.497e-03;7.144e-01;-3.332e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.413942000;1.050e+00;7.498e-01;-3.524e-03;7.144e-01;-3.357e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.423942000;1.050e+00;7.498e-01;-3.551e-03;7.144e-01;-3.383e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.433942000;1.050e+00;7.498e-01;-3.578e-03;7.144e-01;-3.409e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.443942000;1.050e+00;7.498e-01;-3.605e-03;7.144e-01;-3.435e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.453942000;1.050e+00;7.498e-01;-3.630e-03;7.144e-01;-3.458e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.463942000;1.050e+00;7.498e-01;-3.657e-03;7.144e-01;-3.484e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.473942000;1.050e+00;7.498e-01;-3.683e-03;7.144e-01;-3.509e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.483942000;1.050e+00;7.498e-01;-3.708e-03;7.144e-01;-3.533e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.493942000;1.050e+00;7.498e-01;-3.735e-03;7.144e-01;-3.558e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.503942000;1.050e+00;7.498e-01;-3.760e-03;7.144e-01;-3.583e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.513942000;1.050e+00;7.498e-01;-3.786e-03;7.144e-01;-3.608e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.523942000;1.050e+00;7.498e-01;-3.811e-03;7.144e-01;-3.632e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.533942000;1.050e+00;7.498e-01;-3.837e-03;7.145e-01;-3.656e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.543942000;1.050e+00;7.498e-01;-3.862e-03;7.145e-01;-3.680e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.553942000;1.050e+00;7.498e-01;-3.889e-03;7.145e-01;-3.705e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.563942000;1.049e+00;7.498e-01;-3.914e-03;7.145e-01;-3.730e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.573942000;1.049e+00;7.498e-01;-3.939e-03;7.145e-01;-3.754e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.583942000;1.049e+00;7.498e-01;-3.964e-03;7.145e-01;-3.777e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.593942000;1.049e+00;7.498e-01;-3.989e-03;7.145e-01;-3.801e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.603942000;1.049e+00;7.498e-01;-4.015e-03;7.145e-01;-3.826e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.613942000;1.049e+00;7.498e-01;-4.040e-03;7.145e-01;-3.850e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.623942000;1.049e+00;7.498e-01;-4.065e-03;7.145e-01;-3.873e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.633942000;1.049e+00;7.498e-01;-4.090e-03;7.145e-01;-3.898e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.643942000;1.049e+00;7.498e-01;-4.114e-03;7.145e-01;-3.921e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.653942000;1.049e+00;7.498e-01;-4.139e-03;7.145e-01;-3.945e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.663942000;1.049e+00;7.498e-01;-4.164e-03;7.145e-01;-3.968e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.673942000;1.049e+00;7.498e-01;-4.188e-03;7.146e-01;-3.991e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.683942000;1.049e+00;7.498e-01;-4.213e-03;7.146e-01;-4.015e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.693942000;1.049e+00;7.498e-01;-4.238e-03;7.146e-01;-4.039e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.703942000;1.049e+00;7.498e-01;-4.262e-03;7.146e-01;-4.062e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.713942000;1.049e+00;7.498e-01;-4.286e-03;7.146e-01;-4.085e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.723942000;1.049e+00;7.498e-01;-4.310e-03;7.146e-01;-4.108e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.733942000;1.049e+00;7.498e-01;-4.335e-03;7.146e-01;-4.131e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.743942000;1.049e+00;7.498e-01;-4.359e-03;7.146e-01;-4.154e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.753942000;1.049e+00;7.498e-01;-4.384e-03;7.146e-01;-4.178e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.763942000;1.049e+00;7.498e-01;-4.408e-03;7.146e-01;-4.201e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.773942000;1.049e+00;7.498e-01;-4.431e-03;7.146e-01;-4.223e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.783942000;1.049e+00;7.498e-01;-4.456e-03;7.146e-01;-4.246e-03;1.050e+00;1.000e+01;8.335e-01;1.045e+00
0.793942000;1.049e+00;7.498e-01;-4.480e-03;7.146e-01;-4.270e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.803942000;1.049e+00;7.498e-01;-4.503e-03;7.146e-01;-4.292e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.813942000;1.049e+00;7.498e-01;-4.527e-03;7.146e-01;-4.315e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.823942000;1.049e+00;7.498e-01;-4.551e-03;7.147e-01;-4.337e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.833942000;1.049e+00;7.498e-01;-4.575e-03;7.147e-01;-4.360e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.843942000;1.049e+00;7.498e-01;-4.598e-03;7.147e-01;-4.382e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.853942000;1.049e+00;7.498e-01;-4.621e-03;7.147e-01;-4.404e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.863942000;1.049e+00;7.498e-01;-4.645e-03;7.147e-01;-4.427e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.873942000;1.049e+00;7.498e-01;-4.669e-03;7.147e-01;-4.450e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.883942000;1.049e+00;7.498e-01;-4.693e-03;7.147e-01;-4.473e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.893942000;1.049e+00;7.498e-01;-4.716e-03;7.147e-01;-4.495e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.903942000;1.049e+00;7.498e-01;-4.739e-03;7.147e-01;-4.517e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.913942000;1.049e+00;7.498e-01;-4.762e-03;7.147e-01;-4.539e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.923942000;1.049e+00;7.498e-01;-4.785e-03;7.147e-01;-4.561e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.933942000;1.049e+00;7.498e-01;-4.809e-03;7.147e-01;-4.584e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.943942000;1.049e+00;7.498e-01;-4.831e-03;7.147e-01;-4.605e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.953942000;1.049e+00;7.498e-01;-4.854e-03;7.147e-01;-4.627e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.963942000;1.049e+00;7.498e-01;-4.878e-03;7.147e-01;-4.650e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.973942000;1.049e+00;7.498e-01;-4.900e-03;7.148e-01;-4.671e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.983942000;1.049e+00;7.498e-01;-4.923e-03;7.148e-01;-4.693e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
0.993942000;1.049e+00;7.498e-01;-4.946e-03;7.148e-01;-4.715e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.003942000;1.049e+00;7.498e-01;-4.969e-03;7.148e-01;-4.736e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.013942000;1.049e+00;7.498e-01;-4.992e-03;7.148e-01;-4.758e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.023942000;1.049e+00;7.498e-01;-5.014e-03;7.148e-01;-4.779e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.033942000;1.049e+00;7.498e-01;-5.036e-03;7.148e-01;-4.801e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.043942000;1.049e+00;7.498e-01;-5.060e-03;7.148e-01;-4.824e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.053942000;1.049e+00;7.498e-01;-5.082e-03;7.148e-01;-4.845e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.063942000;1.049e+00;7.498e-01;-5.104e-03;7.148e-01;-4.866e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.073942000;1.049e+00;7.498e-01;-5.127e-03;7.148e-01;-4.887e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.083942000;1.049e+00;7.498e-01;-5.149e-03;7.148e-01;-4.908e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.093942000;1.049e+00;7.498e-01;-5.171e-03;7.148e-01;-4.929e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.103942000;1.049e+00;7.498e-01;-5.193e-03;7.148e-01;-4.950e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.113942000;1.049e+00;7.498e-01;-5.216e-03;7.148e-01;-4.972e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.123942000;1.049e+00;7.498e-01;-5.238e-03;7.148e-01;-4.994e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.133942000;1.049e+00;7.498e-01;-5.260e-03;7.149e-01;-5.015e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
1.143942000;1.049e+00;7.498e-01;-5.282e-03;7.149e-01;-5.036e-03;1.049e+00;1.000e+01;8.335e-01;1.045e+00
