;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
11;1.024e-03;1.044e+00;8.331e-01;-4.049e-06;7.976e-01;-3.877e-06;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
12;2.048e-03;1.044e+00;8.323e-01;-7.810e-06;7.969e-01;-7.478e-06;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
13;3.072e-03;1.044e+00;8.311e-01;-4.027e-06;7.957e-01;-3.855e-06;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
14;5.120e-03;1.044e+00;8.274e-01;4.005e-05;7.922e-01;3.835e-05;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
15;7.168e-03;1.044e+00;8.226e-01;1.327e-04;7.876e-01;1.271e-04;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
16;9.216e-03;1.044e+00;8.171e-01;2.677e-04;7.823e-01;2.563e-04;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
17;1.126e-02;1.044e+00;8.114e-01;4.347e-04;7.768e-01;4.162e-04;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
18;1.331e-02;1.044e+00;8.058e-01;6.207e-04;7.715e-01;5.942e-04;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
19;1.536e-02;1.045e+00;8.005e-01;8.168e-04;7.664e-01;7.820e-04;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
20;1.741e-02;1.045e+00;7.956e-01;1.013e-03;7.617e-01;9.696e-04;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
21;2.150e-02;1.045e+00;7.871e-01;1.381e-03;7.535e-01;1.322e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
22;2.560e-02;1.045e+00;7.801e-01;1.705e-03;7.468e-01;1.632e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
23;2.970e-02;1.045e+00;7.744e-01;1.977e-03;7.414e-01;1.893e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
24;3.379e-02;1.045e+00;7.698e-01;2.195e-03;7.370e-01;2.101e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
25;3.789e-02;1.045e+00;7.661e-01;2.366e-03;7.334e-01;2.265e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
26;4.198e-02;1.045e+00;7.631e-01;2.495e-03;7.305e-01;2.389e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
27;4.608e-02;1.045e+00;7.606e-01;2.591e-03;7.281e-01;2.480e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
28;5.018e-02;1.045e+00;7.586e-01;2.658e-03;7.262e-01;2.544e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29;5.427e-02;1.045e+00;7.570e-01;2.706e-03;7.246e-01;2.590e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30;6.246e-02;1.045e+00;7.545e-01;2.769e-03;7.222e-01;2.650e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
31;7.066e-02;1.045e+00;7.529e-01;2.802e-03;7.207e-01;2.683e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
32;7.885e-02;1.045e+00;7.518e-01;2.821e-03;7.196e-01;2.700e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
33;8.704e-02;1.045e+00;7.511e-01;2.833e-03;7.190e-01;2.712e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
34;9.523e-02;1.045e+00;7.507e-01;2.842e-03;7.186e-01;2.721e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
35;1.034e-01;1.045e+00;7.504e-01;2.851e-03;7.183e-01;2.729e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
36;1.116e-01;1.045e+00;7.502e-01;2.857e-03;7.181e-01;2.734e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
37;1.216e-01;1.045e+00;7.500e-01;2.862e-03;7.180e-01;2.739e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
38;1.316e-01;1.045e+00;7.500e-01;2.864e-03;7.179e-01;2.741e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
39;1.416e-01;1.045e+00;7.499e-01;2.865e-03;7.179e-01;2.742e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
40;1.516e-01;1.045e+00;7.499e-01;2.865e-03;7.178e-01;2.743e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
41;1.616e-01;1.045e+00;7.499e-01;2.863e-03;7.178e-01;2.741e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
42;1.716e-01;1.045e+00;7.499e-01;2.863e-03;7.178e-01;2.741e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
43;1.816e-01;1.045e+00;7.499e-01;2.863e-03;7.178e-01;2.740e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
44;1.916e-01;1.045e+00;7.499e-01;2.862e-03;7.178e-01;2.739e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
45;2.016e-01;1.045e+00;7.499e-01;2.862e-03;7.178e-01;2.739e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
46;2.116e-01;1.045e+00;7.499e-01;2.860e-03;7.178e-01;2.738e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
47;2.216e-01;1.045e+00;7.499e-01;2.860e-03;7.178e-01;2.738e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
48;2.316e-01;1.045e+00;7.499e-01;2.860e-03;7.178e-01;2.738e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
49;2.416e-01;1.045e+00;7.499e-01;2.859e-03;7.178e-01;2.737e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
50;2.516e-01;1.045e+00;7.499e-01;2.859e-03;7.178e-01;2.737e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
51;2.616e-01;1.045e+00;7.499e-01;2.859e-03;7.178e-01;2.737e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
52;2.716e-01;1.045e+00;7.499e-01;2.858e-03;7.178e-01;2.736e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
53;2.816e-01;1.045e+00;7.499e-01;2.858e-03;7.178e-01;2.736e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
54;2.916e-01;1.045e+00;7.499e-01;2.858e-03;7.178e-01;2.736e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
55;3.016e-01;1.045e+00;7.499e-01;2.858e-03;7.178e-01;2.736e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
56;3.116e-01;1.045e+00;7.499e-01;2.857e-03;7.178e-01;2.735e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
57;3.216e-01;1.045e+00;7.499e-01;2.857e-03;7.178e-01;2.735e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
58;3.316e-01;1.045e+00;7.499e-01;2.857e-03;7.178e-01;2.735e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
59;3.416e-01;1.045e+00;7.499e-01;2.857e-03;7.178e-01;2.735e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
60;3.516e-01;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
61;3.616e-01;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
62;3.716e-01;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
63;3.816e-01;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
64;3.916e-01;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
65;4.016e-01;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
66;4.116e-01;1.045e+00;7.499e-01;2.854e-03;7.178e-01;2.732e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
67;4.216e-01;1.045e+00;7.499e-01;2.854e-03;7.178e-01;2.732e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
68;4.316e-01;1.045e+00;7.499e-01;2.854e-03;7.178e-01;2.732e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
69;4.416e-01;1.045e+00;7.499e-01;2.854e-03;7.178e-01;2.732e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
70;4.516e-01;1.045e+00;7.499e-01;2.854e-03;7.178e-01;2.732e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
71;4.616e-01;1.045e+00;7.499e-01;2.854e-03;7.178e-01;2.732e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
72;4.716e-01;1.045e+00;7.499e-01;2.854e-03;7.178e-01;2.732e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
73;4.816e-01;1.045e+00;7.499e-01;2.854e-03;7.178e-01;2.732e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
74;4.916e-01;1.045e+00;7.499e-01;2.854e-03;7.178e-01;2.732e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
75;5.016e-01;1.045e+00;7.499e-01;2.854e-03;7.178e-01;2.732e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
76;5.116e-01;1.045e+00;7.499e-01;2.854e-03;7.178e-01;2.732e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
77;5.216e-01;1.045e+00;7.499e-01;2.854e-03;7.178e-01;2.732e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
78;5.316e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
79;5.416e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
80;5.516e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
81;5.616e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
82;5.716e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
83;5.816e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
84;5.916e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
85;6.016e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
86;6.116e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
87;6.216e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
88;6.316e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
89;6.416e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
90;6.516e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
91;6.616e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
92;6.716e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
93;6.816e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
94;6.916e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
95;7.016e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
96;7.116e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
97;7.216e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
98;7.316e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
99;7.416e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
100;7.516e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
101;7.616e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
102;7.716e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
103;7.816e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
104;7.916e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
105;8.016e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
106;8.116e-01;1.045e+00;7.499e-01;2.852e-03;7.178e-01;2.730e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
107;8.216e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
108;8.316e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
109;8.416e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
110;8.516e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
111;8.616e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
112;8.716e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
113;8.816e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
114;8.916e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
115;9.016e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
116;9.116e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
117;9.216e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
118;9.316e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
119;9.416e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
120;9.516e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
121;9.616e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
122;9.716e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
123;9.816e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
124;9.916e-01;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
125;1.002e+00;1.045e+00;7.499e-01;2.853e-03;7.178e-01;2.731e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
126;1.012e+00;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
127;1.022e+00;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
128;1.032e+00;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
129;1.042e+00;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
130;1.052e+00;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
131;1.062e+00;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
132;1.072e+00;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
133;1.082e+00;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
134;1.092e+00;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
135;1.102e+00;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
136;1.112e+00;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
137;1.122e+00;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
138;1.132e+00;1.045e+00;7.499e-01;2.855e-03;7.178e-01;2.733e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
139;1.142e+00;1.045e+00;7.499e-01;2.856e-03;7.178e-01;2.734e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
140;1.152e+00;1.045e+00;7.499e-01;2.856e-03;7.178e-01;2.734e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
141;1.162e+00;1.045e+00;7.499e-01;2.856e-03;7.178e-01;2.734e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
142;1.172e+00;1.045e+00;7.499e-01;2.856e-03;7.178e-01;2.734e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
143;1.182e+00;1.045e+00;7.499e-01;2.856e-03;7.178e-01;2.734e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
144;1.192e+00;1.045e+00;7.499e-01;2.856e-03;7.178e-01;2.734e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
145;1.202e+00;1.045e+00;7.499e-01;2.856e-03;7.178e-01;2.734e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
146;1.212e+00;1.045e+00;7.499e-01;2.856e-03;7.178e-01;2.734e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
147;1.222e+00;1.045e+00;7.499e-01;2.856e-03;7.178e-01;2.734e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
148;1.232e+00;1.045e+00;7.499e-01;2.856e-03;7.178e-01;2.734e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
149;1.242e+00;1.045e+00;7.499e-01;2.856e-03;7.178e-01;2.734e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
150;1.252e+00;1.045e+00;7.499e-01;2.856e-03;7.178e-01;2.734e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
151;1.262e+00;1.045e+00;7.499e-01;2.857e-03;7.178e-01;2.735e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
152;1.272e+00;1.045e+00;7.499e-01;2.857e-03;7.178e-01;2.735e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
153;1.282e+00;1.045e+00;7.499e-01;2.857e-03;7.178e-01;2.735e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
154;1.292e+00;1.045e+00;7.499e-01;2.857e-03;7.178e-01;2.735e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
155;1.302e+00;1.045e+00;7.499e-01;2.857e-03;7.178e-01;2.735e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
156;1.312e+00;1.045e+00;7.499e-01;2.857e-03;7.178e-01;2.735e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
157;1.322e+00;1.045e+00;7.499e-01;2.857e-03;7.178e-01;2.735e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
158;1.332e+00;1.045e+00;7.499e-01;2.857e-03;7.178e-01;2.735e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
159;1.342e+00;1.045e+00;7.499e-01;2.857e-03;7.178e-01;2.735e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
160;1.352e+00;1.045e+00;7.499e-01;2.857e-03;7.178e-01;2.735e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
161;1.362e+00;1.045e+00;7.499e-01;2.858e-03;7.178e-01;2.736e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
162;1.372e+00;1.045e+00;7.499e-01;2.858e-03;7.178e-01;2.736e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
163;1.382e+00;1.045e+00;7.499e-01;2.858e-03;7.178e-01;2.736e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
164;1.392e+00;1.045e+00;7.499e-01;2.858e-03;7.178e-01;2.736e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
165;1.402e+00;1.045e+00;7.499e-01;2.858e-03;7.178e-01;2.736e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
166;1.412e+00;1.045e+00;7.499e-01;2.858e-03;7.178e-01;2.736e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
167;1.422e+00;1.045e+00;7.499e-01;2.858e-03;7.178e-01;2.736e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
168;1.432e+00;1.045e+00;7.499e-01;2.858e-03;7.178e-01;2.736e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
169;1.442e+00;1.045e+00;7.499e-01;2.858e-03;7.178e-01;2.736e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
170;1.452e+00;1.045e+00;7.499e-01;2.859e-03;7.178e-01;2.737e-03;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
