time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;SyncCompensator_GEN_TSO_FrequencyHz;SyncCompensator_GEN_TSO_ActivePower;SyncCompensator_GEN_TSO_ReactivePower;Main_load_LOAD_TSO_ActivePower;Main_load_LOAD_TSO_ReactivePower;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;SyncCompensator_GEN_FrequencyHz;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.005377;1.034e+00;6.606e-01;-3.244e-02;6.387e-01;-3.137e-02;1.024e+00;1.043e+00;6.498e-01;8.401e-03;5.000e+01;6.111e-03;3.277e-02;6.667e-01;0.000e+00;1.034e+00;5.945e-01;-2.919e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;4.999e+01;4.999e+01
0.005484;1.034e+00;6.606e-01;-3.233e-02;6.388e-01;-3.126e-02;1.025e+00;1.043e+00;6.499e-01;8.504e-03;5.000e+01;6.054e-03;3.266e-02;6.667e-01;0.000e+00;1.034e+00;5.946e-01;-2.910e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;4.999e+01;4.999e+01
0.005500;1.034e+00;6.606e-01;-3.232e-02;6.388e-01;-3.125e-02;1.025e+00;1.043e+00;6.499e-01;8.520e-03;5.000e+01;6.046e-03;3.265e-02;6.667e-01;0.000e+00;1.034e+00;5.946e-01;-2.909e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;4.999e+01;4.999e+01
0.005516;1.034e+00;6.606e-01;-3.230e-02;6.388e-01;-3.123e-02;1.025e+00;1.043e+00;6.499e-01;8.535e-03;5.000e+01;6.037e-03;3.263e-02;6.667e-01;0.000e+00;1.034e+00;5.946e-01;-2.907e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.005612;1.034e+00;6.607e-01;-3.221e-02;6.388e-01;-3.114e-02;1.025e+00;1.043e+00;6.499e-01;8.628e-03;5.000e+01;5.986e-03;3.254e-02;6.667e-01;0.000e+00;1.034e+00;5.946e-01;-2.899e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.005740;1.034e+00;6.607e-01;-3.208e-02;6.388e-01;-3.102e-02;1.025e+00;1.044e+00;6.499e-01;8.751e-03;5.000e+01;5.917e-03;3.241e-02;6.667e-01;0.000e+00;1.034e+00;5.947e-01;-2.888e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.006355;1.034e+00;6.611e-01;-3.149e-02;6.390e-01;-3.044e-02;1.025e+00;1.044e+00;6.501e-01;9.340e-03;5.000e+01;5.583e-03;3.180e-02;6.667e-01;0.000e+00;1.034e+00;5.950e-01;-2.834e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.006585;1.035e+00;6.612e-01;-3.127e-02;6.391e-01;-3.022e-02;1.025e+00;1.044e+00;6.502e-01;9.559e-03;5.000e+01;5.457e-03;3.158e-02;6.667e-01;0.000e+00;1.035e+00;5.951e-01;-2.814e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.007046;1.035e+00;6.615e-01;-3.083e-02;6.393e-01;-2.980e-02;1.025e+00;1.044e+00;6.503e-01;9.990e-03;5.000e+01;5.204e-03;3.113e-02;6.667e-01;0.000e+00;1.035e+00;5.953e-01;-2.775e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.007276;1.035e+00;6.616e-01;-3.062e-02;6.394e-01;-2.959e-02;1.026e+00;1.044e+00;6.504e-01;1.020e-02;5.000e+01;5.078e-03;3.091e-02;6.667e-01;0.000e+00;1.035e+00;5.954e-01;-2.755e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.008198;1.035e+00;6.621e-01;-2.979e-02;6.397e-01;-2.878e-02;1.026e+00;1.044e+00;6.507e-01;1.103e-02;5.000e+01;4.577e-03;3.006e-02;6.667e-01;0.000e+00;1.035e+00;5.959e-01;-2.681e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.008428;1.035e+00;6.622e-01;-2.959e-02;6.398e-01;-2.858e-02;1.026e+00;1.045e+00;6.507e-01;1.122e-02;5.000e+01;4.452e-03;2.986e-02;6.667e-01;0.000e+00;1.035e+00;5.960e-01;-2.663e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.008889;1.035e+00;6.625e-01;-2.920e-02;6.399e-01;-2.821e-02;1.026e+00;1.045e+00;6.509e-01;1.161e-02;5.000e+01;4.207e-03;2.947e-02;6.667e-01;0.000e+00;1.035e+00;5.962e-01;-2.628e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.009119;1.035e+00;6.626e-01;-2.901e-02;6.400e-01;-2.802e-02;1.027e+00;1.045e+00;6.509e-01;1.180e-02;5.000e+01;4.086e-03;2.927e-02;6.667e-01;0.000e+00;1.035e+00;5.963e-01;-2.611e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.009811;1.035e+00;6.629e-01;-2.847e-02;6.402e-01;-2.750e-02;1.027e+00;1.045e+00;6.511e-01;1.234e-02;5.000e+01;3.727e-03;2.872e-02;6.667e-01;0.000e+00;1.035e+00;5.966e-01;-2.562e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.010041;1.036e+00;6.631e-01;-2.830e-02;6.403e-01;-2.733e-02;1.027e+00;1.045e+00;6.512e-01;1.251e-02;5.000e+01;3.610e-03;2.855e-02;6.667e-01;0.000e+00;1.036e+00;5.968e-01;-2.547e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.010271;1.036e+00;6.632e-01;-2.813e-02;6.404e-01;-2.717e-02;1.027e+00;1.045e+00;6.513e-01;1.268e-02;5.000e+01;3.493e-03;2.838e-02;6.667e-01;0.000e+00;1.036e+00;5.969e-01;-2.532e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.011090;1.036e+00;6.636e-01;-2.757e-02;6.407e-01;-2.661e-02;1.027e+00;1.045e+00;6.515e-01;1.324e-02;5.000e+01;3.092e-03;2.780e-02;6.667e-01;0.000e+00;1.036e+00;5.972e-01;-2.481e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.011346;1.036e+00;6.637e-01;-2.740e-02;6.408e-01;-2.645e-02;1.028e+00;1.045e+00;6.516e-01;1.341e-02;5.000e+01;2.969e-03;2.763e-02;6.667e-01;0.000e+00;1.036e+00;5.973e-01;-2.466e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.011602;1.036e+00;6.638e-01;-2.724e-02;6.409e-01;-2.630e-02;1.028e+00;1.045e+00;6.517e-01;1.357e-02;5.000e+01;2.849e-03;2.747e-02;6.667e-01;0.000e+00;1.036e+00;5.974e-01;-2.451e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.011858;1.036e+00;6.639e-01;-2.708e-02;6.409e-01;-2.614e-02;1.028e+00;1.046e+00;6.518e-01;1.373e-02;5.000e+01;2.729e-03;2.731e-02;6.667e-01;0.000e+00;1.036e+00;5.975e-01;-2.437e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.014074;1.036e+00;6.649e-01;-2.592e-02;6.416e-01;-2.501e-02;1.028e+00;1.046e+00;6.524e-01;1.491e-02;5.000e+01;1.771e-03;2.612e-02;6.667e-01;0.000e+00;1.036e+00;5.984e-01;-2.332e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.014330;1.036e+00;6.650e-01;-2.580e-02;6.417e-01;-2.490e-02;1.029e+00;1.046e+00;6.525e-01;1.502e-02;5.000e+01;1.670e-03;2.601e-02;6.667e-01;0.000e+00;1.036e+00;5.985e-01;-2.322e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.015098;1.036e+00;6.653e-01;-2.548e-02;6.419e-01;-2.459e-02;1.029e+00;1.046e+00;6.527e-01;1.535e-02;5.000e+01;1.376e-03;2.568e-02;6.667e-01;0.000e+00;1.036e+00;5.988e-01;-2.294e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.015866;1.036e+00;6.656e-01;-2.520e-02;6.421e-01;-2.431e-02;1.029e+00;1.046e+00;6.529e-01;1.564e-02;5.000e+01;1.098e-03;2.539e-02;6.667e-01;0.000e+00;1.036e+00;5.990e-01;-2.268e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.016122;1.037e+00;6.657e-01;-2.511e-02;6.422e-01;-2.422e-02;1.029e+00;1.046e+00;6.529e-01;1.573e-02;5.000e+01;1.008e-03;2.530e-02;6.667e-01;0.000e+00;1.037e+00;5.991e-01;-2.260e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.016890;1.037e+00;6.659e-01;-2.486e-02;6.424e-01;-2.398e-02;1.029e+00;1.046e+00;6.531e-01;1.599e-02;5.000e+01;7.522e-04;2.505e-02;6.667e-01;0.000e+00;1.037e+00;5.993e-01;-2.237e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.017402;1.037e+00;6.661e-01;-2.471e-02;6.425e-01;-2.383e-02;1.029e+00;1.047e+00;6.532e-01;1.615e-02;5.000e+01;5.900e-04;2.489e-02;6.667e-01;0.000e+00;1.037e+00;5.995e-01;-2.224e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.018784;1.037e+00;6.665e-01;-2.435e-02;6.428e-01;-2.348e-02;1.029e+00;1.047e+00;6.535e-01;1.652e-02;5.000e+01;1.878e-04;2.453e-02;6.667e-01;0.000e+00;1.037e+00;5.998e-01;-2.191e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.019245;1.037e+00;6.666e-01;-2.424e-02;6.429e-01;-2.338e-02;1.030e+00;1.047e+00;6.536e-01;1.663e-02;5.000e+01;6.333e-05;2.442e-02;6.667e-01;0.000e+00;1.037e+00;5.999e-01;-2.182e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.020311;1.037e+00;6.669e-01;-2.402e-02;6.432e-01;-2.317e-02;1.030e+00;1.047e+00;6.538e-01;1.687e-02;5.000e+01;-2.022e-04;2.420e-02;6.667e-01;0.000e+00;1.037e+00;6.002e-01;-2.162e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.025431;1.037e+00;6.678e-01;-2.327e-02;6.439e-01;-2.244e-02;1.030e+00;1.047e+00;6.545e-01;1.765e-02;5.000e+01;-1.138e-03;2.344e-02;6.667e-01;0.000e+00;1.037e+00;6.010e-01;-2.094e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.030543;1.037e+00;6.683e-01;-2.278e-02;6.443e-01;-2.196e-02;1.030e+00;1.047e+00;6.549e-01;1.816e-02;5.000e+01;-1.604e-03;2.294e-02;6.667e-01;0.000e+00;1.037e+00;6.014e-01;-2.050e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.031443;1.037e+00;6.683e-01;-2.270e-02;6.443e-01;-2.189e-02;1.030e+00;1.047e+00;6.549e-01;1.824e-02;5.000e+01;-1.647e-03;2.286e-02;6.667e-01;0.000e+00;1.037e+00;6.015e-01;-2.043e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.032343;1.037e+00;6.683e-01;-2.263e-02;6.443e-01;-2.181e-02;1.031e+00;1.047e+00;6.549e-01;1.831e-02;5.000e+01;-1.678e-03;2.278e-02;6.667e-01;0.000e+00;1.037e+00;6.015e-01;-2.036e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.035306;1.037e+00;6.684e-01;-2.238e-02;6.443e-01;-2.158e-02;1.031e+00;1.047e+00;6.549e-01;1.854e-02;5.000e+01;-1.706e-03;2.254e-02;6.667e-01;0.000e+00;1.037e+00;6.015e-01;-2.014e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.035562;1.037e+00;6.684e-01;-2.236e-02;6.443e-01;-2.156e-02;1.031e+00;1.048e+00;6.549e-01;1.856e-02;5.000e+01;-1.702e-03;2.251e-02;6.667e-01;0.000e+00;1.037e+00;6.015e-01;-2.013e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.039658;1.037e+00;6.682e-01;-2.203e-02;6.441e-01;-2.123e-02;1.031e+00;1.048e+00;6.546e-01;1.885e-02;5.000e+01;-1.573e-03;2.217e-02;6.667e-01;0.000e+00;1.037e+00;6.014e-01;-1.982e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.040658;1.038e+00;6.682e-01;-2.194e-02;6.440e-01;-2.115e-02;1.031e+00;1.048e+00;6.546e-01;1.892e-02;5.000e+01;-1.522e-03;2.209e-02;6.667e-01;0.000e+00;1.038e+00;6.014e-01;-1.975e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.045658;1.038e+00;6.679e-01;-2.152e-02;6.436e-01;-2.074e-02;1.031e+00;1.048e+00;6.542e-01;1.928e-02;5.000e+01;-1.202e-03;2.166e-02;6.667e-01;0.000e+00;1.038e+00;6.011e-01;-1.937e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.050658;1.038e+00;6.675e-01;-2.109e-02;6.432e-01;-2.032e-02;1.031e+00;1.048e+00;6.537e-01;1.964e-02;5.000e+01;-8.478e-04;2.123e-02;6.667e-01;0.000e+00;1.038e+00;6.008e-01;-1.898e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.051658;1.038e+00;6.674e-01;-2.101e-02;6.431e-01;-2.024e-02;1.032e+00;1.048e+00;6.536e-01;1.972e-02;5.000e+01;-7.800e-04;2.114e-02;6.667e-01;0.000e+00;1.038e+00;6.007e-01;-1.891e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.055658;1.038e+00;6.672e-01;-2.067e-02;6.428e-01;-1.991e-02;1.032e+00;1.048e+00;6.533e-01;2.000e-02;5.000e+01;-5.322e-04;2.080e-02;6.667e-01;0.000e+00;1.038e+00;6.005e-01;-1.860e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.060658;1.038e+00;6.670e-01;-2.026e-02;6.425e-01;-1.952e-02;1.032e+00;1.048e+00;6.530e-01;2.036e-02;5.000e+01;-2.989e-04;2.038e-02;6.667e-01;0.000e+00;1.038e+00;6.003e-01;-1.823e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.065741;1.038e+00;6.668e-01;-1.986e-02;6.423e-01;-1.913e-02;1.032e+00;1.048e+00;6.528e-01;2.071e-02;5.000e+01;-1.611e-04;1.998e-02;6.667e-01;0.000e+00;1.038e+00;6.001e-01;-1.787e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.066741;1.038e+00;6.668e-01;-1.978e-02;6.423e-01;-1.906e-02;1.032e+00;1.048e+00;6.527e-01;2.078e-02;5.000e+01;-1.456e-04;1.990e-02;6.667e-01;0.000e+00;1.038e+00;6.001e-01;-1.781e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.067741;1.038e+00;6.668e-01;-1.971e-02;6.422e-01;-1.898e-02;1.032e+00;1.049e+00;6.527e-01;2.085e-02;5.000e+01;-1.344e-04;1.983e-02;6.667e-01;0.000e+00;1.038e+00;6.001e-01;-1.774e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.070741;1.038e+00;6.668e-01;-1.948e-02;6.422e-01;-1.876e-02;1.032e+00;1.049e+00;6.526e-01;2.106e-02;5.000e+01;-1.189e-04;1.960e-02;6.667e-01;0.000e+00;1.038e+00;6.001e-01;-1.753e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.071741;1.038e+00;6.668e-01;-1.941e-02;6.422e-01;-1.869e-02;1.033e+00;1.049e+00;6.526e-01;2.113e-02;5.000e+01;-1.200e-04;1.952e-02;6.667e-01;0.000e+00;1.038e+00;6.001e-01;-1.747e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.075741;1.038e+00;6.668e-01;-1.912e-02;6.421e-01;-1.841e-02;1.033e+00;1.049e+00;6.526e-01;2.139e-02;5.000e+01;-1.500e-04;1.923e-02;6.667e-01;0.000e+00;1.038e+00;6.001e-01;-1.721e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.078741;1.038e+00;6.669e-01;-1.891e-02;6.421e-01;-1.821e-02;1.033e+00;1.049e+00;6.526e-01;2.159e-02;5.000e+01;-1.933e-04;1.902e-02;6.667e-01;0.000e+00;1.038e+00;6.002e-01;-1.702e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.079741;1.039e+00;6.669e-01;-1.884e-02;6.422e-01;-1.814e-02;1.033e+00;1.049e+00;6.526e-01;2.166e-02;5.000e+01;-2.111e-04;1.895e-02;6.667e-01;0.000e+00;1.039e+00;6.002e-01;-1.696e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.080741;1.039e+00;6.669e-01;-1.877e-02;6.422e-01;-1.808e-02;1.033e+00;1.049e+00;6.526e-01;2.173e-02;5.000e+01;-2.300e-04;1.888e-02;6.667e-01;0.000e+00;1.039e+00;6.002e-01;-1.690e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.085741;1.039e+00;6.670e-01;-1.843e-02;6.422e-01;-1.775e-02;1.033e+00;1.049e+00;6.526e-01;2.205e-02;5.000e+01;-3.356e-04;1.853e-02;6.667e-01;0.000e+00;1.039e+00;6.003e-01;-1.659e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.090741;1.039e+00;6.671e-01;-1.810e-02;6.422e-01;-1.742e-02;1.033e+00;1.049e+00;6.526e-01;2.237e-02;5.000e+01;-4.444e-04;1.820e-02;6.667e-01;0.000e+00;1.039e+00;6.004e-01;-1.629e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.094393;1.039e+00;6.672e-01;-1.785e-02;6.423e-01;-1.719e-02;1.033e+00;1.049e+00;6.526e-01;2.260e-02;5.000e+01;-5.167e-04;1.795e-02;6.667e-01;0.000e+00;1.039e+00;6.005e-01;-1.607e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.095393;1.039e+00;6.672e-01;-1.779e-02;6.423e-01;-1.712e-02;1.034e+00;1.049e+00;6.526e-01;2.267e-02;5.000e+01;-5.344e-04;1.788e-02;6.667e-01;0.000e+00;1.039e+00;6.005e-01;-1.601e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.100393;1.039e+00;6.673e-01;-1.746e-02;6.423e-01;-1.681e-02;1.034e+00;1.049e+00;6.526e-01;2.298e-02;5.000e+01;-6.122e-04;1.755e-02;6.667e-01;0.000e+00;1.039e+00;6.006e-01;-1.571e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.103393;1.039e+00;6.673e-01;-1.726e-02;6.423e-01;-1.662e-02;1.034e+00;1.049e+00;6.526e-01;2.316e-02;5.000e+01;-6.456e-04;1.735e-02;6.667e-01;0.000e+00;1.039e+00;6.006e-01;-1.554e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.104393;1.039e+00;6.673e-01;-1.720e-02;6.423e-01;-1.655e-02;1.034e+00;1.050e+00;6.526e-01;2.322e-02;5.000e+01;-6.544e-04;1.729e-02;6.667e-01;0.000e+00;1.039e+00;6.006e-01;-1.548e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.105393;1.039e+00;6.673e-01;-1.713e-02;6.423e-01;-1.649e-02;1.034e+00;1.050e+00;6.526e-01;2.328e-02;5.000e+01;-6.633e-04;1.722e-02;6.667e-01;0.000e+00;1.039e+00;6.006e-01;-1.542e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.110393;1.039e+00;6.674e-01;-1.681e-02;6.422e-01;-1.618e-02;1.034e+00;1.050e+00;6.525e-01;2.359e-02;5.000e+01;-6.889e-04;1.689e-02;6.667e-01;0.000e+00;1.039e+00;6.006e-01;-1.513e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.115393;1.039e+00;6.674e-01;-1.649e-02;6.422e-01;-1.586e-02;1.034e+00;1.050e+00;6.524e-01;2.389e-02;5.000e+01;-6.933e-04;1.657e-02;6.667e-01;0.000e+00;1.039e+00;6.006e-01;-1.484e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
