time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_NetworkFrequencyPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.040084000;1.043e+00;8.332e-01;8.022e-02;7.985e-01;7.688e-02;1.046e+00;1.000e+01;8.074e-01;9.746e-02;1.000e+00;8.133e-01;1.000e+00
0.041108000;1.043e+00;8.332e-01;8.021e-02;7.985e-01;7.687e-02;1.046e+00;1.000e+01;8.074e-01;9.745e-02;1.000e+00;8.133e-01;1.000e+00
0.043156000;1.043e+00;8.332e-01;8.022e-02;7.985e-01;7.688e-02;1.046e+00;1.000e+01;8.074e-01;9.746e-02;1.000e+00;8.133e-01;1.000e+00
0.047252000;1.043e+00;8.332e-01;8.025e-02;7.985e-01;7.691e-02;1.046e+00;1.000e+01;8.074e-01;9.749e-02;1.000e+00;8.133e-01;1.000e+00
0.051348000;1.043e+00;8.332e-01;8.029e-02;7.985e-01;7.694e-02;1.046e+00;1.000e+01;8.074e-01;9.753e-02;1.000e+00;8.133e-01;1.000e+00
0.055444000;1.043e+00;8.332e-01;8.029e-02;7.985e-01;7.694e-02;1.046e+00;1.000e+01;8.074e-01;9.753e-02;1.000e+00;8.133e-01;1.000e+00
0.059540000;1.043e+00;8.332e-01;8.025e-02;7.985e-01;7.690e-02;1.046e+00;1.000e+01;8.074e-01;9.749e-02;1.000e+00;8.133e-01;1.000e+00
0.063636000;1.043e+00;8.332e-01;8.018e-02;7.985e-01;7.684e-02;1.046e+00;1.000e+01;8.074e-01;9.743e-02;1.000e+00;8.133e-01;1.000e+00
0.071828000;1.043e+00;8.332e-01;8.006e-02;7.985e-01;7.673e-02;1.046e+00;1.000e+01;8.075e-01;9.731e-02;1.000e+00;8.133e-01;1.000e+00
0.080020000;1.043e+00;8.332e-01;7.996e-02;7.986e-01;7.664e-02;1.046e+00;1.000e+01;8.075e-01;9.722e-02;1.000e+00;8.133e-01;1.000e+00
0.088212000;1.043e+00;8.332e-01;7.988e-02;7.986e-01;7.656e-02;1.046e+00;1.000e+01;8.075e-01;9.715e-02;1.000e+00;8.134e-01;1.000e+00
0.096404000;1.043e+00;8.332e-01;7.980e-02;7.986e-01;7.649e-02;1.046e+00;1.000e+01;8.076e-01;9.708e-02;1.000e+00;8.134e-01;1.000e+00
0.106404000;1.043e+00;8.332e-01;7.970e-02;7.987e-01;7.640e-02;1.046e+00;1.000e+01;8.076e-01;9.699e-02;1.000e+00;8.134e-01;1.000e+00
0.116404000;1.043e+00;8.332e-01;7.960e-02;7.987e-01;7.630e-02;1.046e+00;1.000e+01;8.077e-01;9.689e-02;1.000e+00;8.135e-01;1.000e+00
0.126404000;1.043e+00;8.332e-01;7.950e-02;7.987e-01;7.621e-02;1.046e+00;1.000e+01;8.077e-01;9.680e-02;1.000e+00;8.135e-01;1.000e+00
0.136404000;1.043e+00;8.333e-01;7.940e-02;7.988e-01;7.611e-02;1.046e+00;1.000e+01;8.077e-01;9.671e-02;1.000e+00;8.135e-01;1.000e+00
0.146404000;1.043e+00;8.333e-01;7.930e-02;7.988e-01;7.602e-02;1.046e+00;1.000e+01;8.078e-01;9.662e-02;1.000e+00;8.135e-01;1.000e+00
0.156404000;1.043e+00;8.333e-01;7.921e-02;7.988e-01;7.593e-02;1.045e+00;1.000e+01;8.078e-01;9.653e-02;1.000e+00;8.135e-01;1.000e+00
0.166404000;1.043e+00;8.333e-01;7.911e-02;7.989e-01;7.584e-02;1.045e+00;1.000e+01;8.078e-01;9.644e-02;1.000e+00;8.135e-01;1.000e+00
0.176404000;1.043e+00;8.333e-01;7.901e-02;7.989e-01;7.575e-02;1.045e+00;1.000e+01;8.078e-01;9.636e-02;1.000e+00;8.136e-01;1.000e+00
0.186404000;1.043e+00;8.333e-01;7.892e-02;7.989e-01;7.567e-02;1.045e+00;1.000e+01;8.079e-01;9.627e-02;1.000e+00;8.136e-01;1.000e+00
0.196404000;1.043e+00;8.333e-01;7.883e-02;7.989e-01;7.558e-02;1.045e+00;1.000e+01;8.079e-01;9.619e-02;1.000e+00;8.136e-01;1.000e+00
0.206404000;1.043e+00;8.333e-01;7.874e-02;7.990e-01;7.549e-02;1.045e+00;1.000e+01;8.079e-01;9.610e-02;1.000e+00;8.136e-01;1.000e+00
0.216404000;1.043e+00;8.333e-01;7.865e-02;7.990e-01;7.541e-02;1.045e+00;1.000e+01;8.080e-01;9.602e-02;1.000e+00;8.136e-01;1.000e+00
0.226404000;1.043e+00;8.333e-01;7.856e-02;7.990e-01;7.533e-02;1.045e+00;1.000e+01;8.080e-01;9.594e-02;1.000e+00;8.137e-01;1.000e+00
0.236404000;1.043e+00;8.333e-01;7.847e-02;7.990e-01;7.525e-02;1.045e+00;1.000e+01;8.080e-01;9.586e-02;1.000e+00;8.137e-01;1.000e+00
0.246404000;1.043e+00;8.333e-01;7.838e-02;7.991e-01;7.516e-02;1.045e+00;1.000e+01;8.080e-01;9.578e-02;1.000e+00;8.137e-01;1.000e+00
0.256404000;1.043e+00;8.333e-01;7.830e-02;7.991e-01;7.508e-02;1.045e+00;1.000e+01;8.081e-01;9.570e-02;1.000e+00;8.137e-01;1.000e+00
0.266404000;1.043e+00;8.333e-01;7.821e-02;7.991e-01;7.501e-02;1.045e+00;1.000e+01;8.081e-01;9.562e-02;1.000e+00;8.137e-01;1.000e+00
0.276404000;1.043e+00;8.333e-01;7.813e-02;7.991e-01;7.493e-02;1.045e+00;1.000e+01;8.081e-01;9.555e-02;1.000e+00;8.137e-01;1.000e+00
0.286404000;1.043e+00;8.333e-01;7.805e-02;7.991e-01;7.485e-02;1.045e+00;1.000e+01;8.081e-01;9.547e-02;1.000e+00;8.137e-01;1.000e+00
0.296404000;1.043e+00;8.333e-01;7.797e-02;7.992e-01;7.477e-02;1.045e+00;1.000e+01;8.081e-01;9.539e-02;1.000e+00;8.138e-01;1.000e+00
0.306404000;1.043e+00;8.333e-01;7.789e-02;7.992e-01;7.470e-02;1.045e+00;1.000e+01;8.082e-01;9.532e-02;1.000e+00;8.138e-01;1.000e+00
0.316404000;1.043e+00;8.333e-01;7.781e-02;7.992e-01;7.462e-02;1.045e+00;1.000e+01;8.082e-01;9.525e-02;1.000e+00;8.138e-01;1.000e+00
0.326404000;1.043e+00;8.333e-01;7.773e-02;7.992e-01;7.455e-02;1.045e+00;1.000e+01;8.082e-01;9.518e-02;1.000e+00;8.138e-01;1.000e+00
0.336404000;1.043e+00;8.333e-01;7.765e-02;7.993e-01;7.448e-02;1.045e+00;1.000e+01;8.082e-01;9.510e-02;1.000e+00;8.138e-01;1.000e+00
0.346404000;1.043e+00;8.333e-01;7.757e-02;7.993e-01;7.441e-02;1.045e+00;1.000e+01;8.083e-01;9.503e-02;1.000e+00;8.138e-01;1.000e+00
0.356404000;1.043e+00;8.333e-01;7.750e-02;7.993e-01;7.434e-02;1.045e+00;1.000e+01;8.083e-01;9.497e-02;1.000e+00;8.138e-01;1.000e+00
0.366404000;1.043e+00;8.333e-01;7.743e-02;7.993e-01;7.427e-02;1.045e+00;1.000e+01;8.083e-01;9.490e-02;1.000e+00;8.139e-01;1.000e+00
0.376404000;1.042e+00;8.333e-01;7.735e-02;7.993e-01;7.420e-02;1.045e+00;1.000e+01;8.083e-01;9.483e-02;1.000e+00;8.139e-01;1.000e+00
0.386404000;1.042e+00;8.333e-01;7.728e-02;7.994e-01;7.413e-02;1.045e+00;1.000e+01;8.083e-01;9.476e-02;1.000e+00;8.139e-01;1.000e+00
0.396404000;1.042e+00;8.333e-01;7.721e-02;7.994e-01;7.406e-02;1.045e+00;1.000e+01;8.084e-01;9.470e-02;1.000e+00;8.139e-01;1.000e+00
0.406404000;1.042e+00;8.333e-01;7.714e-02;7.994e-01;7.400e-02;1.045e+00;1.000e+01;8.084e-01;9.463e-02;1.000e+00;8.139e-01;1.000e+00
0.416404000;1.042e+00;8.333e-01;7.707e-02;7.994e-01;7.393e-02;1.045e+00;1.000e+01;8.084e-01;9.457e-02;1.000e+00;8.139e-01;1.000e+00
0.426404000;1.042e+00;8.333e-01;7.700e-02;7.994e-01;7.387e-02;1.045e+00;1.000e+01;8.084e-01;9.451e-02;1.000e+00;8.139e-01;1.000e+00
0.436404000;1.042e+00;8.333e-01;7.693e-02;7.994e-01;7.381e-02;1.045e+00;1.000e+01;8.084e-01;9.445e-02;1.000e+00;8.139e-01;1.000e+00
