time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000148000;1.032e+00;8.266e-01;4.499e-02;8.007e-01;4.358e-02;1.046e+00;1.051e+00;8.065e-01;1.011e-01;1.032e+00;7.440e-01;4.049e-02;1.000e+01;8.333e-01;8.333e-02
0.000156000;1.032e+00;8.266e-01;4.491e-02;8.007e-01;4.351e-02;1.046e+00;1.051e+00;8.065e-01;1.010e-01;1.032e+00;7.439e-01;4.042e-02;1.000e+01;8.333e-01;8.333e-02
0.000172000;1.032e+00;8.266e-01;4.477e-02;8.007e-01;4.337e-02;1.046e+00;1.051e+00;8.065e-01;1.009e-01;1.032e+00;7.439e-01;4.029e-02;1.000e+01;8.333e-01;8.333e-02
0.000188000;1.032e+00;8.265e-01;4.462e-02;8.007e-01;4.323e-02;1.046e+00;1.051e+00;8.065e-01;1.008e-01;1.032e+00;7.439e-01;4.016e-02;1.000e+01;8.333e-01;8.333e-02
0.000196000;1.032e+00;8.265e-01;4.455e-02;8.007e-01;4.316e-02;1.046e+00;1.051e+00;8.065e-01;1.007e-01;1.032e+00;7.438e-01;4.010e-02;1.000e+01;8.333e-01;8.333e-02
0.000212000;1.032e+00;8.264e-01;4.441e-02;8.007e-01;4.302e-02;1.045e+00;1.051e+00;8.065e-01;1.006e-01;1.032e+00;7.438e-01;3.997e-02;1.000e+01;8.333e-01;8.333e-02
0.000226000;1.032e+00;8.264e-01;4.428e-02;8.007e-01;4.290e-02;1.045e+00;1.051e+00;8.065e-01;1.004e-01;1.032e+00;7.438e-01;3.985e-02;1.000e+01;8.333e-01;8.333e-02
0.000241000;1.032e+00;8.264e-01;4.415e-02;8.007e-01;4.277e-02;1.045e+00;1.051e+00;8.065e-01;1.003e-01;1.032e+00;7.437e-01;3.973e-02;1.000e+01;8.333e-01;8.333e-02
0.000270000;1.032e+00;8.263e-01;4.389e-02;8.007e-01;4.253e-02;1.045e+00;1.051e+00;8.065e-01;1.001e-01;1.032e+00;7.437e-01;3.950e-02;1.000e+01;8.333e-01;8.333e-02
0.000284000;1.032e+00;8.263e-01;4.376e-02;8.006e-01;4.241e-02;1.045e+00;1.051e+00;8.065e-01;9.997e-02;1.032e+00;7.436e-01;3.939e-02;1.000e+01;8.333e-01;8.333e-02
0.000298000;1.032e+00;8.262e-01;4.363e-02;8.006e-01;4.228e-02;1.045e+00;1.051e+00;8.065e-01;9.985e-02;1.032e+00;7.436e-01;3.927e-02;1.000e+01;8.333e-01;8.333e-02
0.000313000;1.032e+00;8.262e-01;4.351e-02;8.006e-01;4.216e-02;1.045e+00;1.050e+00;8.065e-01;9.973e-02;1.032e+00;7.436e-01;3.916e-02;1.000e+01;8.333e-01;8.333e-02
0.000327000;1.032e+00;8.261e-01;4.338e-02;8.006e-01;4.204e-02;1.045e+00;1.050e+00;8.065e-01;9.961e-02;1.032e+00;7.435e-01;3.904e-02;1.000e+01;8.333e-01;8.333e-02
0.000385000;1.032e+00;8.260e-01;4.288e-02;8.006e-01;4.156e-02;1.045e+00;1.050e+00;8.065e-01;9.915e-02;1.032e+00;7.434e-01;3.859e-02;1.000e+01;8.333e-01;8.333e-02
0.000399000;1.032e+00;8.260e-01;4.276e-02;8.006e-01;4.144e-02;1.044e+00;1.050e+00;8.065e-01;9.903e-02;1.032e+00;7.434e-01;3.848e-02;1.000e+01;8.333e-01;8.333e-02
0.000442000;1.032e+00;8.258e-01;4.239e-02;8.006e-01;4.109e-02;1.044e+00;1.050e+00;8.065e-01;9.869e-02;1.032e+00;7.433e-01;3.815e-02;1.000e+01;8.333e-01;8.333e-02
0.000457000;1.032e+00;8.258e-01;4.226e-02;8.006e-01;4.097e-02;1.044e+00;1.050e+00;8.065e-01;9.857e-02;1.032e+00;7.432e-01;3.804e-02;1.000e+01;8.333e-01;8.333e-02
0.000471000;1.031e+00;8.258e-01;4.214e-02;8.006e-01;4.086e-02;1.044e+00;1.050e+00;8.065e-01;9.846e-02;1.031e+00;7.432e-01;3.793e-02;1.000e+01;8.333e-01;8.333e-02
0.000486000;1.031e+00;8.257e-01;4.202e-02;8.006e-01;4.074e-02;1.044e+00;1.050e+00;8.065e-01;9.835e-02;1.031e+00;7.432e-01;3.782e-02;1.000e+01;8.333e-01;8.333e-02
0.000500000;1.031e+00;8.257e-01;4.190e-02;8.006e-01;4.062e-02;1.044e+00;1.050e+00;8.065e-01;9.823e-02;1.031e+00;7.431e-01;3.771e-02;1.000e+01;8.333e-01;8.333e-02
0.000514000;1.031e+00;8.257e-01;4.178e-02;8.005e-01;4.051e-02;1.044e+00;1.050e+00;8.065e-01;9.812e-02;1.031e+00;7.431e-01;3.760e-02;1.000e+01;8.333e-01;8.333e-02
0.000558000;1.031e+00;8.256e-01;4.142e-02;8.005e-01;4.017e-02;1.044e+00;1.050e+00;8.065e-01;9.779e-02;1.031e+00;7.430e-01;3.728e-02;1.000e+01;8.333e-01;8.333e-02
0.000586000;1.031e+00;8.255e-01;4.118e-02;8.005e-01;3.994e-02;1.044e+00;1.050e+00;8.065e-01;9.757e-02;1.031e+00;7.429e-01;3.707e-02;1.000e+01;8.333e-01;8.333e-02
0.000601000;1.031e+00;8.254e-01;4.107e-02;8.005e-01;3.983e-02;1.043e+00;1.050e+00;8.065e-01;9.746e-02;1.031e+00;7.429e-01;3.696e-02;1.000e+01;8.333e-01;8.333e-02
0.000615000;1.031e+00;8.254e-01;4.095e-02;8.005e-01;3.971e-02;1.043e+00;1.049e+00;8.065e-01;9.735e-02;1.031e+00;7.429e-01;3.685e-02;1.000e+01;8.333e-01;8.333e-02
0.000630000;1.031e+00;8.254e-01;4.083e-02;8.005e-01;3.960e-02;1.043e+00;1.049e+00;8.065e-01;9.724e-02;1.031e+00;7.428e-01;3.675e-02;1.000e+01;8.333e-01;8.333e-02
0.000673000;1.031e+00;8.253e-01;4.049e-02;8.005e-01;3.927e-02;1.043e+00;1.049e+00;8.065e-01;9.692e-02;1.031e+00;7.427e-01;3.644e-02;1.000e+01;8.333e-01;8.333e-02
0.000687000;1.031e+00;8.252e-01;4.037e-02;8.005e-01;3.916e-02;1.043e+00;1.049e+00;8.066e-01;9.681e-02;1.031e+00;7.427e-01;3.633e-02;1.000e+01;8.333e-01;8.333e-02
0.000719000;1.031e+00;8.252e-01;4.012e-02;8.005e-01;3.892e-02;1.043e+00;1.049e+00;8.066e-01;9.658e-02;1.031e+00;7.427e-01;3.611e-02;1.000e+01;8.333e-01;8.333e-02
0.000720000;1.031e+00;8.252e-01;4.011e-02;8.005e-01;3.891e-02;1.043e+00;1.049e+00;8.066e-01;9.657e-02;1.031e+00;7.426e-01;3.610e-02;1.000e+01;8.333e-01;8.333e-02
0.000723000;1.031e+00;8.252e-01;4.009e-02;8.005e-01;3.889e-02;1.043e+00;1.049e+00;8.066e-01;9.655e-02;1.031e+00;7.426e-01;3.608e-02;1.000e+01;8.333e-01;8.333e-02
0.000727000;1.031e+00;8.251e-01;4.006e-02;8.005e-01;3.886e-02;1.043e+00;1.049e+00;8.066e-01;9.652e-02;1.031e+00;7.426e-01;3.605e-02;1.000e+01;8.333e-01;8.333e-02
0.000755000;1.031e+00;8.251e-01;3.984e-02;8.005e-01;3.865e-02;1.043e+00;1.049e+00;8.066e-01;9.631e-02;1.031e+00;7.426e-01;3.585e-02;1.000e+01;8.333e-01;8.333e-02
0.000771000;1.031e+00;8.250e-01;3.971e-02;8.005e-01;3.853e-02;1.043e+00;1.049e+00;8.066e-01;9.620e-02;1.031e+00;7.425e-01;3.574e-02;1.000e+01;8.333e-01;8.333e-02
0.000787000;1.031e+00;8.250e-01;3.959e-02;8.004e-01;3.841e-02;1.043e+00;1.049e+00;8.066e-01;9.608e-02;1.031e+00;7.425e-01;3.563e-02;1.000e+01;8.333e-01;8.333e-02
0.000803000;1.031e+00;8.250e-01;3.947e-02;8.004e-01;3.829e-02;1.042e+00;1.049e+00;8.066e-01;9.597e-02;1.031e+00;7.425e-01;3.552e-02;1.000e+01;8.333e-01;8.333e-02
0.000819000;1.031e+00;8.249e-01;3.934e-02;8.004e-01;3.818e-02;1.042e+00;1.049e+00;8.066e-01;9.585e-02;1.031e+00;7.424e-01;3.541e-02;1.000e+01;8.333e-01;8.333e-02
0.000851000;1.031e+00;8.249e-01;3.910e-02;8.004e-01;3.794e-02;1.042e+00;1.049e+00;8.066e-01;9.563e-02;1.031e+00;7.424e-01;3.519e-02;1.000e+01;8.333e-01;8.333e-02
0.000867000;1.030e+00;8.248e-01;3.898e-02;8.004e-01;3.783e-02;1.042e+00;1.049e+00;8.066e-01;9.551e-02;1.030e+00;7.423e-01;3.508e-02;1.000e+01;8.333e-01;8.333e-02
0.000899000;1.030e+00;8.248e-01;3.874e-02;8.004e-01;3.760e-02;1.042e+00;1.049e+00;8.066e-01;9.529e-02;1.030e+00;7.423e-01;3.487e-02;1.000e+01;8.333e-01;8.333e-02
0.000915000;1.030e+00;8.247e-01;3.862e-02;8.004e-01;3.748e-02;1.042e+00;1.049e+00;8.066e-01;9.518e-02;1.030e+00;7.423e-01;3.476e-02;1.000e+01;8.333e-01;8.333e-02
0.000931000;1.030e+00;8.247e-01;3.850e-02;8.004e-01;3.737e-02;1.042e+00;1.049e+00;8.066e-01;9.507e-02;1.030e+00;7.422e-01;3.465e-02;1.000e+01;8.333e-01;8.333e-02
0.000947000;1.030e+00;8.247e-01;3.838e-02;8.004e-01;3.725e-02;1.042e+00;1.048e+00;8.066e-01;9.496e-02;1.030e+00;7.422e-01;3.454e-02;1.000e+01;8.333e-01;8.333e-02
0.000963000;1.030e+00;8.246e-01;3.827e-02;8.004e-01;3.714e-02;1.042e+00;1.048e+00;8.066e-01;9.485e-02;1.030e+00;7.422e-01;3.444e-02;1.000e+01;8.333e-01;8.333e-02
0.000995000;1.030e+00;8.246e-01;3.803e-02;8.004e-01;3.692e-02;1.042e+00;1.048e+00;8.066e-01;9.463e-02;1.030e+00;7.421e-01;3.423e-02;1.000e+01;8.333e-01;8.333e-02
0.001000000;1.030e+00;8.245e-01;3.799e-02;8.004e-01;3.688e-02;1.042e+00;1.048e+00;8.066e-01;9.460e-02;1.030e+00;7.421e-01;3.420e-02;1.000e+01;8.333e-01;8.333e-02
0.001016000;1.030e+00;8.245e-01;3.788e-02;8.004e-01;3.677e-02;1.042e+00;1.048e+00;8.066e-01;9.449e-02;1.030e+00;7.421e-01;3.409e-02;1.000e+01;8.333e-01;8.333e-02
0.001032000;1.030e+00;8.245e-01;3.776e-02;8.004e-01;3.666e-02;1.041e+00;1.048e+00;8.066e-01;9.438e-02;1.030e+00;7.420e-01;3.399e-02;1.000e+01;8.333e-01;8.333e-02
0.001096000;1.030e+00;8.243e-01;3.731e-02;8.004e-01;3.622e-02;1.041e+00;1.048e+00;8.066e-01;9.396e-02;1.030e+00;7.419e-01;3.358e-02;1.000e+01;8.333e-01;8.333e-02
0.001128000;1.030e+00;8.243e-01;3.709e-02;8.003e-01;3.601e-02;1.041e+00;1.048e+00;8.066e-01;9.375e-02;1.030e+00;7.419e-01;3.338e-02;1.000e+01;8.333e-01;8.333e-02
0.001132000;1.030e+00;8.243e-01;3.706e-02;8.003e-01;3.599e-02;1.041e+00;1.048e+00;8.066e-01;9.373e-02;1.030e+00;7.418e-01;3.336e-02;1.000e+01;8.333e-01;8.333e-02
0.001140000;1.030e+00;8.243e-01;3.701e-02;8.003e-01;3.593e-02;1.041e+00;1.048e+00;8.066e-01;9.367e-02;1.030e+00;7.418e-01;3.331e-02;1.000e+01;8.333e-01;8.333e-02
0.001148000;1.030e+00;8.242e-01;3.695e-02;8.003e-01;3.588e-02;1.041e+00;1.048e+00;8.066e-01;9.362e-02;1.030e+00;7.418e-01;3.326e-02;1.000e+01;8.333e-01;8.333e-02
0.001196000;1.030e+00;8.242e-01;3.662e-02;8.003e-01;3.556e-02;1.041e+00;1.048e+00;8.066e-01;9.332e-02;1.030e+00;7.417e-01;3.296e-02;1.000e+01;8.333e-01;8.333e-02
0.001228000;1.030e+00;8.241e-01;3.641e-02;8.003e-01;3.536e-02;1.041e+00;1.048e+00;8.066e-01;9.312e-02;1.030e+00;7.417e-01;3.277e-02;1.000e+01;8.333e-01;8.333e-02
0.001260000;1.030e+00;8.240e-01;3.619e-02;8.003e-01;3.515e-02;1.040e+00;1.048e+00;8.066e-01;9.292e-02;1.030e+00;7.416e-01;3.257e-02;1.000e+01;8.333e-01;8.333e-02
0.001292000;1.030e+00;8.240e-01;3.598e-02;8.003e-01;3.495e-02;1.040e+00;1.048e+00;8.066e-01;9.272e-02;1.030e+00;7.416e-01;3.238e-02;1.000e+01;8.333e-01;8.333e-02
0.001324000;1.030e+00;8.239e-01;3.577e-02;8.003e-01;3.475e-02;1.040e+00;1.047e+00;8.066e-01;9.253e-02;1.030e+00;7.415e-01;3.220e-02;1.000e+01;8.333e-01;8.333e-02
0.001356000;1.029e+00;8.239e-01;3.557e-02;8.003e-01;3.455e-02;1.040e+00;1.047e+00;8.066e-01;9.233e-02;1.029e+00;7.415e-01;3.201e-02;1.000e+01;8.333e-01;8.333e-02
0.001388000;1.029e+00;8.238e-01;3.536e-02;8.003e-01;3.435e-02;1.040e+00;1.047e+00;8.066e-01;9.214e-02;1.029e+00;7.414e-01;3.183e-02;1.000e+01;8.333e-01;8.333e-02
0.001420000;1.029e+00;8.237e-01;3.516e-02;8.003e-01;3.416e-02;1.040e+00;1.047e+00;8.067e-01;9.196e-02;1.029e+00;7.414e-01;3.165e-02;1.000e+01;8.333e-01;8.333e-02
0.001452000;1.029e+00;8.237e-01;3.496e-02;8.003e-01;3.397e-02;1.040e+00;1.047e+00;8.067e-01;9.177e-02;1.029e+00;7.413e-01;3.147e-02;1.000e+01;8.333e-01;8.333e-02
0.001484000;1.029e+00;8.236e-01;3.477e-02;8.003e-01;3.378e-02;1.040e+00;1.047e+00;8.067e-01;9.159e-02;1.029e+00;7.413e-01;3.129e-02;1.000e+01;8.333e-01;8.333e-02
0.001516000;1.029e+00;8.236e-01;3.457e-02;8.003e-01;3.359e-02;1.039e+00;1.047e+00;8.067e-01;9.141e-02;1.029e+00;7.412e-01;3.112e-02;1.000e+01;8.333e-01;8.333e-02
0.001548000;1.029e+00;8.235e-01;3.438e-02;8.003e-01;3.341e-02;1.039e+00;1.047e+00;8.067e-01;9.123e-02;1.029e+00;7.412e-01;3.094e-02;1.000e+01;8.333e-01;8.333e-02
0.001580000;1.029e+00;8.235e-01;3.419e-02;8.003e-01;3.323e-02;1.039e+00;1.047e+00;8.067e-01;9.105e-02;1.029e+00;7.411e-01;3.077e-02;1.000e+01;8.333e-01;8.333e-02
0.001612000;1.029e+00;8.234e-01;3.400e-02;8.002e-01;3.305e-02;1.039e+00;1.047e+00;8.067e-01;9.088e-02;1.029e+00;7.411e-01;3.060e-02;1.000e+01;8.333e-01;8.333e-02
0.001644000;1.029e+00;8.234e-01;3.382e-02;8.002e-01;3.287e-02;1.039e+00;1.047e+00;8.067e-01;9.070e-02;1.029e+00;7.410e-01;3.044e-02;1.000e+01;8.333e-01;8.333e-02
0.001676000;1.029e+00;8.233e-01;3.363e-02;8.002e-01;3.269e-02;1.039e+00;1.047e+00;8.067e-01;9.053e-02;1.029e+00;7.410e-01;3.027e-02;1.000e+01;8.333e-01;8.333e-02
0.001708000;1.029e+00;8.233e-01;3.345e-02;8.002e-01;3.252e-02;1.039e+00;1.047e+00;8.067e-01;9.036e-02;1.029e+00;7.409e-01;3.011e-02;1.000e+01;8.333e-01;8.333e-02
0.001740000;1.029e+00;8.232e-01;3.328e-02;8.002e-01;3.235e-02;1.039e+00;1.046e+00;8.067e-01;9.020e-02;1.029e+00;7.409e-01;2.995e-02;1.000e+01;8.333e-01;8.333e-02
0.001772000;1.029e+00;8.232e-01;3.310e-02;8.002e-01;3.218e-02;1.039e+00;1.046e+00;8.067e-01;9.003e-02;1.029e+00;7.409e-01;2.979e-02;1.000e+01;8.333e-01;8.333e-02
0.001804000;1.029e+00;8.231e-01;3.293e-02;8.002e-01;3.201e-02;1.038e+00;1.046e+00;8.067e-01;8.987e-02;1.029e+00;7.408e-01;2.964e-02;1.000e+01;8.333e-01;8.333e-02
0.001868000;1.029e+00;8.230e-01;3.259e-02;8.002e-01;3.169e-02;1.038e+00;1.046e+00;8.067e-01;8.956e-02;1.029e+00;7.407e-01;2.933e-02;1.000e+01;8.333e-01;8.333e-02
0.001900000;1.028e+00;8.230e-01;3.242e-02;8.002e-01;3.153e-02;1.038e+00;1.046e+00;8.068e-01;8.940e-02;1.028e+00;7.407e-01;2.918e-02;1.000e+01;8.333e-01;8.333e-02
0.001932000;1.028e+00;8.229e-01;3.226e-02;8.002e-01;3.137e-02;1.038e+00;1.046e+00;8.068e-01;8.925e-02;1.028e+00;7.406e-01;2.903e-02;1.000e+01;8.333e-01;8.333e-02
0.001996000;1.028e+00;8.229e-01;3.194e-02;8.002e-01;3.106e-02;1.038e+00;1.046e+00;8.068e-01;8.895e-02;1.028e+00;7.406e-01;2.874e-02;1.000e+01;8.333e-01;8.333e-02
0.002118000;1.028e+00;8.227e-01;3.135e-02;8.002e-01;3.050e-02;1.038e+00;1.046e+00;8.068e-01;8.841e-02;1.028e+00;7.404e-01;2.822e-02;1.000e+01;8.333e-01;8.333e-02
0.002175000;1.028e+00;8.226e-01;3.109e-02;8.002e-01;3.024e-02;1.037e+00;1.046e+00;8.068e-01;8.816e-02;1.028e+00;7.404e-01;2.798e-02;1.000e+01;8.333e-01;8.333e-02
0.002233000;1.028e+00;8.226e-01;3.083e-02;8.002e-01;2.999e-02;1.037e+00;1.046e+00;8.068e-01;8.792e-02;1.028e+00;7.403e-01;2.775e-02;1.000e+01;8.333e-01;8.333e-02
0.002290000;1.028e+00;8.225e-01;3.058e-02;8.002e-01;2.975e-02;1.037e+00;1.045e+00;8.068e-01;8.769e-02;1.028e+00;7.403e-01;2.752e-02;1.000e+01;8.333e-01;8.333e-02
0.002348000;1.028e+00;8.224e-01;3.034e-02;8.002e-01;2.952e-02;1.037e+00;1.045e+00;8.069e-01;8.746e-02;1.028e+00;7.402e-01;2.730e-02;1.000e+01;8.333e-01;8.333e-02
0.002406000;1.028e+00;8.224e-01;3.010e-02;8.002e-01;2.929e-02;1.037e+00;1.045e+00;8.069e-01;8.724e-02;1.028e+00;7.402e-01;2.709e-02;1.000e+01;8.333e-01;8.333e-02
0.002463000;1.028e+00;8.223e-01;2.988e-02;8.002e-01;2.907e-02;1.037e+00;1.045e+00;8.069e-01;8.703e-02;1.028e+00;7.401e-01;2.689e-02;1.000e+01;8.333e-01;8.333e-02
0.002521000;1.028e+00;8.223e-01;2.965e-02;8.002e-01;2.886e-02;1.036e+00;1.045e+00;8.069e-01;8.683e-02;1.028e+00;7.401e-01;2.669e-02;1.000e+01;8.333e-01;8.333e-02
0.002578000;1.028e+00;8.222e-01;2.944e-02;8.002e-01;2.865e-02;1.036e+00;1.045e+00;8.069e-01;8.663e-02;1.028e+00;7.400e-01;2.650e-02;1.000e+01;8.333e-01;8.333e-02
0.002636000;1.027e+00;8.222e-01;2.923e-02;8.002e-01;2.845e-02;1.036e+00;1.045e+00;8.069e-01;8.644e-02;1.027e+00;7.400e-01;2.631e-02;1.000e+01;8.333e-01;8.333e-02
0.002694000;1.027e+00;8.221e-01;2.904e-02;8.002e-01;2.826e-02;1.036e+00;1.045e+00;8.070e-01;8.625e-02;1.027e+00;7.399e-01;2.613e-02;1.000e+01;8.333e-01;8.333e-02
0.002809000;1.027e+00;8.221e-01;2.866e-02;8.002e-01;2.790e-02;1.036e+00;1.045e+00;8.070e-01;8.590e-02;1.027e+00;7.399e-01;2.579e-02;1.000e+01;8.333e-01;8.333e-02
0.002866000;1.027e+00;8.220e-01;2.848e-02;8.002e-01;2.773e-02;1.036e+00;1.045e+00;8.070e-01;8.574e-02;1.027e+00;7.398e-01;2.563e-02;1.000e+01;8.333e-01;8.333e-02
0.002924000;1.027e+00;8.220e-01;2.831e-02;8.003e-01;2.756e-02;1.036e+00;1.045e+00;8.070e-01;8.558e-02;1.027e+00;7.398e-01;2.548e-02;1.000e+01;8.333e-01;8.333e-02
0.002997000;1.027e+00;8.219e-01;2.810e-02;8.003e-01;2.736e-02;1.036e+00;1.044e+00;8.071e-01;8.539e-02;1.027e+00;7.397e-01;2.529e-02;1.000e+01;8.333e-01;8.333e-02
0.003005000;1.027e+00;8.219e-01;2.808e-02;8.003e-01;2.734e-02;1.036e+00;1.044e+00;8.071e-01;8.537e-02;1.027e+00;7.397e-01;2.527e-02;1.000e+01;8.333e-01;8.333e-02
0.003013000;1.027e+00;8.219e-01;2.806e-02;8.003e-01;2.732e-02;1.035e+00;1.044e+00;8.071e-01;8.535e-02;1.027e+00;7.397e-01;2.525e-02;1.000e+01;8.333e-01;8.333e-02
0.003125000;1.027e+00;8.219e-01;2.777e-02;8.003e-01;2.704e-02;1.035e+00;1.044e+00;8.071e-01;8.508e-02;1.027e+00;7.397e-01;2.499e-02;1.000e+01;8.333e-01;8.333e-02
0.003189000;1.027e+00;8.219e-01;2.761e-02;8.003e-01;2.689e-02;1.035e+00;1.044e+00;8.071e-01;8.494e-02;1.027e+00;7.397e-01;2.485e-02;1.000e+01;8.333e-01;8.333e-02
0.003221000;1.027e+00;8.218e-01;2.754e-02;8.003e-01;2.682e-02;1.035e+00;1.044e+00;8.071e-01;8.487e-02;1.027e+00;7.397e-01;2.479e-02;1.000e+01;8.333e-01;8.333e-02
0.003253000;1.027e+00;8.218e-01;2.747e-02;8.003e-01;2.675e-02;1.035e+00;1.044e+00;8.071e-01;8.480e-02;1.027e+00;7.396e-01;2.472e-02;1.000e+01;8.333e-01;8.333e-02
0.003285000;1.027e+00;8.218e-01;2.740e-02;8.003e-01;2.668e-02;1.035e+00;1.044e+00;8.072e-01;8.474e-02;1.027e+00;7.396e-01;2.466e-02;1.000e+01;8.333e-01;8.333e-02
0.003404000;1.027e+00;8.218e-01;2.716e-02;8.003e-01;2.645e-02;1.035e+00;1.044e+00;8.072e-01;8.452e-02;1.027e+00;7.396e-01;2.444e-02;1.000e+01;8.333e-01;8.333e-02
0.003412000;1.027e+00;8.218e-01;2.714e-02;8.004e-01;2.643e-02;1.035e+00;1.044e+00;8.072e-01;8.450e-02;1.027e+00;7.396e-01;2.443e-02;1.000e+01;8.333e-01;8.333e-02
0.003524000;1.027e+00;8.218e-01;2.694e-02;8.004e-01;2.624e-02;1.035e+00;1.044e+00;8.072e-01;8.432e-02;1.027e+00;7.396e-01;2.424e-02;1.000e+01;8.333e-01;8.333e-02
0.003588000;1.027e+00;8.217e-01;2.684e-02;8.004e-01;2.614e-02;1.035e+00;1.044e+00;8.073e-01;8.423e-02;1.027e+00;7.396e-01;2.415e-02;1.000e+01;8.333e-01;8.333e-02
0.003716000;1.027e+00;8.217e-01;2.665e-02;8.004e-01;2.596e-02;1.035e+00;1.044e+00;8.073e-01;8.406e-02;1.027e+00;7.396e-01;2.399e-02;1.000e+01;8.333e-01;8.333e-02
0.003844000;1.027e+00;8.217e-01;2.650e-02;8.005e-01;2.581e-02;1.035e+00;1.044e+00;8.074e-01;8.392e-02;1.027e+00;7.396e-01;2.385e-02;1.000e+01;8.333e-01;8.333e-02
0.003972000;1.027e+00;8.217e-01;2.638e-02;8.005e-01;2.570e-02;1.034e+00;1.044e+00;8.074e-01;8.382e-02;1.027e+00;7.396e-01;2.374e-02;1.000e+01;8.333e-01;8.333e-02
0.004100000;1.026e+00;8.218e-01;2.629e-02;8.006e-01;2.561e-02;1.034e+00;1.044e+00;8.075e-01;8.374e-02;1.026e+00;7.396e-01;2.366e-02;1.000e+01;8.333e-01;8.333e-02
0.004228000;1.026e+00;8.218e-01;2.622e-02;8.006e-01;2.555e-02;1.034e+00;1.044e+00;8.075e-01;8.369e-02;1.026e+00;7.396e-01;2.360e-02;1.000e+01;8.333e-01;8.333e-02
0.004356000;1.026e+00;8.218e-01;2.619e-02;8.007e-01;2.552e-02;1.034e+00;1.044e+00;8.076e-01;8.366e-02;1.026e+00;7.397e-01;2.357e-02;1.000e+01;8.333e-01;8.333e-02
0.004484000;1.026e+00;8.219e-01;2.619e-02;8.007e-01;2.551e-02;1.034e+00;1.044e+00;8.076e-01;8.366e-02;1.026e+00;7.397e-01;2.357e-02;1.000e+01;8.333e-01;8.333e-02
