time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu
0.314973000;1.044e+00;5.002e-01;-2.768e-03;4.793e-01;-2.652e-03;1.043e+00;1.052e+00;4.895e-01;2.191e-02;1.044e+00;4.502e-01;-2.491e-03;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.315973000;1.044e+00;5.002e-01;-2.754e-03;4.793e-01;-2.639e-03;1.043e+00;1.052e+00;4.895e-01;2.193e-02;1.044e+00;4.502e-01;-2.479e-03;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.368973000;1.044e+00;5.002e-01;-2.101e-03;4.792e-01;-2.013e-03;1.043e+00;1.052e+00;4.893e-01;2.254e-02;1.044e+00;4.502e-01;-1.891e-03;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.375973000;1.044e+00;5.002e-01;-2.023e-03;4.792e-01;-1.938e-03;1.043e+00;1.052e+00;4.893e-01;2.261e-02;1.044e+00;4.502e-01;-1.821e-03;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.378973000;1.044e+00;5.002e-01;-1.991e-03;4.792e-01;-1.908e-03;1.043e+00;1.052e+00;4.893e-01;2.264e-02;1.044e+00;4.502e-01;-1.792e-03;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.408973000;1.044e+00;5.002e-01;-1.689e-03;4.791e-01;-1.618e-03;1.043e+00;1.052e+00;4.892e-01;2.292e-02;1.044e+00;4.501e-01;-1.520e-03;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.409973000;1.044e+00;5.002e-01;-1.679e-03;4.791e-01;-1.608e-03;1.043e+00;1.053e+00;4.892e-01;2.293e-02;1.044e+00;4.501e-01;-1.511e-03;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.427973000;1.044e+00;5.002e-01;-1.516e-03;4.791e-01;-1.452e-03;1.043e+00;1.053e+00;4.892e-01;2.308e-02;1.044e+00;4.501e-01;-1.364e-03;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.428973000;1.044e+00;5.002e-01;-1.507e-03;4.791e-01;-1.443e-03;1.044e+00;1.053e+00;4.892e-01;2.309e-02;1.044e+00;4.501e-01;-1.356e-03;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.436973000;1.044e+00;5.001e-01;-1.438e-03;4.791e-01;-1.377e-03;1.044e+00;1.053e+00;4.892e-01;2.315e-02;1.044e+00;4.501e-01;-1.294e-03;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.440973000;1.044e+00;5.001e-01;-1.404e-03;4.791e-01;-1.345e-03;1.044e+00;1.053e+00;4.892e-01;2.318e-02;1.044e+00;4.501e-01;-1.264e-03;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.442973000;1.044e+00;5.001e-01;-1.388e-03;4.791e-01;-1.329e-03;1.044e+00;1.053e+00;4.892e-01;2.320e-02;1.044e+00;4.501e-01;-1.249e-03;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.488973000;1.044e+00;5.001e-01;-1.046e-03;4.790e-01;-1.001e-03;1.044e+00;1.053e+00;4.891e-01;2.352e-02;1.044e+00;4.501e-01;-9.410e-04;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.506973000;1.044e+00;5.001e-01;-9.289e-04;4.790e-01;-8.896e-04;1.044e+00;1.053e+00;4.891e-01;2.362e-02;1.044e+00;4.501e-01;-8.360e-04;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.510973000;1.044e+00;5.001e-01;-9.044e-04;4.790e-01;-8.662e-04;1.044e+00;1.053e+00;4.891e-01;2.365e-02;1.044e+00;4.501e-01;-8.140e-04;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.512973000;1.044e+00;5.001e-01;-8.922e-04;4.790e-01;-8.545e-04;1.044e+00;1.053e+00;4.891e-01;2.366e-02;1.044e+00;4.501e-01;-8.030e-04;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.534973000;1.044e+00;5.001e-01;-7.667e-04;4.789e-01;-7.342e-04;1.044e+00;1.053e+00;4.890e-01;2.377e-02;1.044e+00;4.501e-01;-6.900e-04;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.582973000;1.044e+00;5.001e-01;-5.356e-04;4.789e-01;-5.129e-04;1.044e+00;1.053e+00;4.890e-01;2.399e-02;1.044e+00;4.501e-01;-4.820e-04;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.651973000;1.044e+00;5.001e-01;-2.911e-04;4.788e-01;-2.787e-04;1.044e+00;1.053e+00;4.889e-01;2.422e-02;1.044e+00;4.501e-01;-2.620e-04;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.665973000;1.044e+00;5.001e-01;-2.511e-04;4.788e-01;-2.404e-04;1.044e+00;1.053e+00;4.889e-01;2.425e-02;1.044e+00;4.501e-01;-2.260e-04;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.667973000;1.044e+00;5.001e-01;-2.456e-04;4.788e-01;-2.351e-04;1.044e+00;1.053e+00;4.889e-01;2.426e-02;1.044e+00;4.501e-01;-2.210e-04;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.768973000;1.044e+00;5.001e-01;-4.778e-05;4.788e-01;-4.575e-05;1.044e+00;1.053e+00;4.888e-01;2.444e-02;1.044e+00;4.501e-01;-4.300e-05;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.837242000;1.044e+00;5.001e-01;2.334e-05;4.788e-01;2.234e-05;1.044e+00;1.053e+00;4.888e-01;2.451e-02;1.044e+00;4.501e-01;2.100e-05;1.000e+01;5.000e-01;1.141e-02;1.044e+00
0.856242000;1.044e+00;5.001e-01;3.778e-05;4.788e-01;3.617e-05;1.044e+00;1.053e+00;4.888e-01;2.452e-02;1.044e+00;4.500e-01;3.400e-05;1.000e+01;5.000e-01;1.141e-02;1.044e+00
