time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
30.168000000;1.004e+00;4.164e-01;4.644e-01;4.149e-01;4.627e-01;1.004e+00;4.147e-01;4.629e-01;1.004e+00;1.666e-02;1.858e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.171000000;1.004e+00;4.164e-01;4.644e-01;4.148e-01;4.627e-01;1.004e+00;4.146e-01;4.629e-01;1.004e+00;1.665e-02;1.858e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.174000000;1.004e+00;4.164e-01;4.644e-01;4.148e-01;4.627e-01;1.004e+00;4.146e-01;4.629e-01;1.004e+00;1.665e-02;1.858e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.177000000;1.004e+00;4.163e-01;4.645e-01;4.148e-01;4.627e-01;1.004e+00;4.146e-01;4.629e-01;1.004e+00;1.665e-02;1.858e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.189000000;1.004e+00;4.163e-01;4.645e-01;4.148e-01;4.627e-01;1.004e+00;4.146e-01;4.629e-01;1.004e+00;1.665e-02;1.858e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.192000000;1.004e+00;4.163e-01;4.645e-01;4.148e-01;4.628e-01;1.004e+00;4.146e-01;4.630e-01;1.004e+00;1.665e-02;1.858e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.195000000;1.004e+00;4.164e-01;4.645e-01;4.148e-01;4.628e-01;1.004e+00;4.146e-01;4.630e-01;1.004e+00;1.665e-02;1.858e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.198000000;1.004e+00;4.164e-01;4.645e-01;4.148e-01;4.628e-01;1.004e+00;4.146e-01;4.630e-01;1.004e+00;1.665e-02;1.858e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.201000000;1.004e+00;4.164e-01;4.645e-01;4.148e-01;4.628e-01;1.004e+00;4.146e-01;4.630e-01;1.004e+00;1.666e-02;1.858e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.204000000;1.004e+00;4.164e-01;4.646e-01;4.148e-01;4.628e-01;1.004e+00;4.146e-01;4.630e-01;1.004e+00;1.666e-02;1.858e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.207000000;1.004e+00;4.164e-01;4.646e-01;4.149e-01;4.628e-01;1.004e+00;4.147e-01;4.630e-01;1.004e+00;1.666e-02;1.858e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.213000000;1.004e+00;4.164e-01;4.646e-01;4.149e-01;4.628e-01;1.004e+00;4.147e-01;4.630e-01;1.004e+00;1.666e-02;1.858e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.216000000;1.004e+00;4.164e-01;4.646e-01;4.149e-01;4.629e-01;1.004e+00;4.147e-01;4.630e-01;1.004e+00;1.666e-02;1.858e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.219000000;1.004e+00;4.165e-01;4.646e-01;4.149e-01;4.629e-01;1.004e+00;4.147e-01;4.631e-01;1.004e+00;1.666e-02;1.858e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.222000000;1.004e+00;4.165e-01;4.646e-01;4.149e-01;4.629e-01;1.004e+00;4.147e-01;4.631e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.228000000;1.004e+00;4.165e-01;4.646e-01;4.149e-01;4.629e-01;1.004e+00;4.147e-01;4.631e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.231000000;1.004e+00;4.165e-01;4.646e-01;4.150e-01;4.629e-01;1.004e+00;4.148e-01;4.631e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.234000000;1.004e+00;4.165e-01;4.647e-01;4.150e-01;4.629e-01;1.004e+00;4.148e-01;4.631e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.237000000;1.004e+00;4.165e-01;4.647e-01;4.150e-01;4.629e-01;1.004e+00;4.148e-01;4.631e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.240000000;1.004e+00;4.165e-01;4.647e-01;4.150e-01;4.630e-01;1.004e+00;4.148e-01;4.631e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.243000000;1.004e+00;4.165e-01;4.647e-01;4.150e-01;4.630e-01;1.004e+00;4.148e-01;4.631e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.246000000;1.004e+00;4.165e-01;4.647e-01;4.150e-01;4.630e-01;1.004e+00;4.148e-01;4.632e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.249000000;1.004e+00;4.165e-01;4.647e-01;4.150e-01;4.630e-01;1.004e+00;4.148e-01;4.632e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.252000000;1.004e+00;4.166e-01;4.647e-01;4.150e-01;4.630e-01;1.004e+00;4.148e-01;4.632e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.255000000;1.004e+00;4.166e-01;4.647e-01;4.150e-01;4.630e-01;1.004e+00;4.148e-01;4.632e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.258000000;1.004e+00;4.166e-01;4.648e-01;4.150e-01;4.630e-01;1.004e+00;4.148e-01;4.632e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.261000000;1.004e+00;4.166e-01;4.648e-01;4.150e-01;4.630e-01;1.004e+00;4.148e-01;4.632e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.264000000;1.004e+00;4.166e-01;4.648e-01;4.150e-01;4.631e-01;1.004e+00;4.148e-01;4.632e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.279000000;1.004e+00;4.166e-01;4.648e-01;4.150e-01;4.631e-01;1.004e+00;4.148e-01;4.633e-01;1.004e+00;1.666e-02;1.859e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.282000000;1.004e+00;4.166e-01;4.649e-01;4.150e-01;4.631e-01;1.004e+00;4.148e-01;4.633e-01;1.004e+00;1.666e-02;1.860e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.291000000;1.004e+00;4.166e-01;4.649e-01;4.150e-01;4.631e-01;1.004e+00;4.148e-01;4.633e-01;1.004e+00;1.666e-02;1.860e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.294000000;1.004e+00;4.166e-01;4.649e-01;4.150e-01;4.632e-01;1.004e+00;4.148e-01;4.633e-01;1.004e+00;1.666e-02;1.860e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.297000000;1.004e+00;4.166e-01;4.649e-01;4.150e-01;4.632e-01;1.004e+00;4.148e-01;4.634e-01;1.004e+00;1.666e-02;1.860e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.303000000;1.004e+00;4.166e-01;4.649e-01;4.150e-01;4.632e-01;1.004e+00;4.148e-01;4.634e-01;1.004e+00;1.666e-02;1.860e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.306000000;1.004e+00;4.166e-01;4.650e-01;4.150e-01;4.632e-01;1.004e+00;4.148e-01;4.634e-01;1.004e+00;1.666e-02;1.860e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.318000000;1.004e+00;4.166e-01;4.650e-01;4.150e-01;4.632e-01;1.004e+00;4.148e-01;4.634e-01;1.004e+00;1.666e-02;1.860e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.321000000;1.004e+00;4.166e-01;4.650e-01;4.150e-01;4.633e-01;1.004e+00;4.148e-01;4.635e-01;1.004e+00;1.666e-02;1.860e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.324000000;1.004e+00;4.166e-01;4.650e-01;4.150e-01;4.633e-01;1.004e+00;4.148e-01;4.635e-01;1.004e+00;1.666e-02;1.860e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.327000000;1.004e+00;4.166e-01;4.651e-01;4.150e-01;4.633e-01;1.004e+00;4.148e-01;4.635e-01;1.004e+00;1.666e-02;1.860e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.345000000;1.004e+00;4.166e-01;4.651e-01;4.150e-01;4.633e-01;1.004e+00;4.148e-01;4.635e-01;1.004e+00;1.666e-02;1.860e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.348000000;1.004e+00;4.166e-01;4.651e-01;4.150e-01;4.634e-01;1.004e+00;4.148e-01;4.635e-01;1.004e+00;1.666e-02;1.861e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.351000000;1.004e+00;4.166e-01;4.651e-01;4.150e-01;4.634e-01;1.004e+00;4.148e-01;4.635e-01;1.004e+00;1.666e-02;1.861e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.354000000;1.004e+00;4.166e-01;4.652e-01;4.150e-01;4.634e-01;1.004e+00;4.148e-01;4.635e-01;1.004e+00;1.666e-02;1.861e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
30.357000000;1.004e+00;4.166e-01;4.652e-01;4.150e-01;4.634e-01;1.004e+00;4.148e-01;4.636e-01;1.004e+00;1.666e-02;1.861e-02;5.000e+01;1.000e+01;4.166e-01;4.448e-01;5.000e+01;5.000e+01
